cycle,Eall,EvdW,Emag,Ez,Edd,Ea,Mz,twist_deg,twist_rate,width_nm,coil_nm,acc_mech,acc_mag,delta_s,delta_a,delta_tw
16875,-34.49681,-19.23817,-15.25864,-6.48789,-8.17503,-0.59571,0.9447,-162.71,-0.1686,30.26,3.62,0.489,0.506,0.093,0.0104,0.0500
16900,-34.48138,-19.16704,-15.31434,-6.48872,-8.23517,-0.59045,0.9448,-162.86,-0.1688,30.09,4.23,0.489,0.506,0.093,0.0104,0.0500
16925,-34.53878,-19.27807,-15.26071,-6.52445,-8.17325,-0.56301,0.9500,-163.00,-0.1689,30.34,4.06,0.489,0.506,0.093,0.0104,0.0500
16950,-34.52061,-19.24879,-15.27182,-6.49561,-8.19880,-0.57741,0.9458,-72.84,-0.0755,30.36,4.25,0.489,0.506,0.093,0.0104,0.0500
16975,-34.60384,-19.29979,-15.30404,-6.48067,-8.22749,-0.59589,0.9436,-162.76,-0.1687,29.84,3.95,0.489,0.506,0.093,0.0104,0.0500
17000,-34.63814,-19.34225,-15.29588,-6.51847,-8.20723,-0.57018,0.9491,-73.00,-0.0756,30.27,3.99,0.489,0.506,0.088,0.0099,0.0500
17025,-34.57592,-19.30767,-15.26824,-6.46725,-8.22967,-0.57133,0.9417,17.21,0.0178,30.21,4.21,0.489,0.506,0.088,0.0099,0.0500
17050,-34.58960,-19.30652,-15.28308,-6.50149,-8.20551,-0.57608,0.9466,17.10,0.0177,29.65,4.45,0.489,0.506,0.088,0.0099,0.0500
17075,-34.56883,-19.31642,-15.25242,-6.47567,-8.21037,-0.56638,0.9429,16.91,0.0175,30.34,3.87,0.489,0.506,0.088,0.0099,0.0500
17100,-34.61360,-19.31779,-15.29581,-6.51402,-8.21855,-0.56324,0.9485,16.82,0.0174,30.18,3.98,0.489,0.506,0.088,0.0099,0.0500
17125,-34.58038,-19.31166,-15.26871,-6.52298,-8.19038,-0.55535,0.9498,-73.27,-0.0759,30.01,4.14,0.489,0.506,0.088,0.0099,0.0500
17150,-34.58460,-19.31457,-15.27004,-6.52308,-8.19895,-0.54801,0.9498,-73.35,-0.0760,30.37,3.62,0.489,0.506,0.088,0.0099,0.0500
17175,-34.53574,-19.25122,-15.28453,-6.50710,-8.20664,-0.57078,0.9475,-73.29,-0.0759,30.24,3.90,0.489,0.506,0.088,0.0099,0.0500
17200,-34.56610,-19.27173,-15.29437,-6.49701,-8.22174,-0.57561,0.9460,16.87,0.0175,30.32,4.02,0.489,0.506,0.088,0.0099,0.0500
17225,-34.50445,-19.23496,-15.26948,-6.48190,-8.20046,-0.58713,0.9438,16.71,0.0173,30.02,4.16,0.489,0.506,0.088,0.0099,0.0500
17250,-34.63221,-19.35607,-15.27614,-6.49571,-8.19410,-0.58632,0.9458,16.63,0.0172,30.17,4.23,0.489,0.506,0.088,0.0099,0.0500
17275,-34.50135,-19.25908,-15.24227,-6.46240,-8.17326,-0.60661,0.9409,16.48,0.0171,30.09,4.37,0.489,0.506,0.088,0.0099,0.0500
17300,-34.58321,-19.29886,-15.28435,-6.52257,-8.20352,-0.55826,0.9497,106.57,0.1104,30.01,4.44,0.489,0.506,0.088,0.0099,0.0500
17325,-34.56322,-19.27435,-15.28887,-6.50532,-8.18866,-0.59489,0.9472,16.50,0.0171,30.23,3.95,0.489,0.506,0.088,0.0099,0.0500
17350,-34.60414,-19.32505,-15.27909,-6.51881,-8.18739,-0.57289,0.9492,16.81,0.0174,30.08,4.41,0.489,0.506,0.088,0.0099,0.0500
17375,-34.59800,-19.32398,-15.27402,-6.51930,-8.18827,-0.56645,0.9492,-73.39,-0.0760,30.25,3.43,0.489,0.506,0.088,0.0099,0.0500
17400,-34.64469,-19.37847,-15.26622,-6.47396,-8.18888,-0.60338,0.9426,-163.24,-0.1691,30.22,3.41,0.489,0.506,0.088,0.0099,0.0500
17425,-34.60553,-19.32399,-15.28154,-6.50807,-8.20173,-0.57174,0.9476,-72.91,-0.0755,30.14,3.51,0.489,0.506,0.088,0.0099,0.0500
17450,-34.62206,-19.34933,-15.27274,-6.51271,-8.19093,-0.56909,0.9483,-163.02,-0.1689,30.36,3.35,0.489,0.506,0.088,0.0099,0.0500
17475,-34.64944,-19.37944,-15.27001,-6.50078,-8.19692,-0.57231,0.9465,-73.20,-0.0759,30.21,3.40,0.489,0.506,0.088,0.0099,0.0500
17500,-34.65630,-19.34619,-15.31010,-6.52106,-8.22846,-0.56058,0.9495,-73.06,-0.0757,30.29,3.32,0.489,0.506,0.088,0.0099,0.0500
17525,-34.58051,-19.31762,-15.26289,-6.49437,-8.20740,-0.56111,0.9456,-72.97,-0.0756,30.02,3.78,0.489,0.506,0.088,0.0099,0.0500
17550,-34.62407,-19.38971,-15.23436,-6.48903,-8.18272,-0.56261,0.9448,-72.93,-0.0756,30.11,3.52,0.490,0.506,0.088,0.0099,0.0500
17575,-34.60948,-19.32509,-15.28440,-6.51432,-8.19937,-0.57071,0.9485,-73.34,-0.0760,29.97,3.34,0.490,0.506,0.088,0.0099,0.0500
17600,-34.54289,-19.23595,-15.30694,-6.52024,-8.20021,-0.58649,0.9494,16.66,0.0173,30.24,3.82,0.490,0.506,0.088,0.0099,0.0500
17625,-34.55183,-19.29878,-15.25305,-6.50909,-8.17669,-0.56727,0.9477,16.66,0.0173,29.82,4.25,0.490,0.506,0.088,0.0099,0.0500
17650,-34.63233,-19.36296,-15.26937,-6.48727,-8.20721,-0.57488,0.9446,16.64,0.0172,29.74,3.91,0.490,0.506,0.088,0.0099,0.0500
17675,-34.70858,-19.39943,-15.30915,-6.53207,-8.20220,-0.57487,0.9511,16.24,0.0168,29.99,3.42,0.490,0.506,0.088,0.0099,0.0500
17700,-34.69324,-19.38179,-15.31145,-6.52586,-8.23097,-0.55462,0.9502,16.39,0.0170,30.22,4.02,0.490,0.506,0.088,0.0099,0.0500
17725,-34.63806,-19.35700,-15.28106,-6.49600,-8.20714,-0.57792,0.9458,-73.49,-0.0762,29.76,3.35,0.490,0.506,0.088,0.0099,0.0500
17750,-34.62149,-19.36400,-15.25749,-6.49692,-8.18638,-0.57418,0.9460,-73.58,-0.0762,29.77,3.36,0.490,0.506,0.088,0.0099,0.0500
17775,-34.68720,-19.37025,-15.31696,-6.53053,-8.22091,-0.56552,0.9509,16.51,0.0171,29.90,2.92,0.490,0.506,0.088,0.0099,0.0500
17800,-34.63851,-19.38439,-15.25412,-6.50835,-8.17547,-0.57030,0.9476,16.43,0.0170,29.58,2.87,0.490,0.506,0.088,0.0099,0.0500
17825,-34.65907,-19.38877,-15.27030,-6.49739,-8.19872,-0.57419,0.9460,16.59,0.0172,29.73,2.53,0.490,0.506,0.088,0.0099,0.0500
17850,-34.65068,-19.37275,-15.27792,-6.47524,-8.20963,-0.59305,0.9428,16.63,0.0172,29.60,4.15,0.490,0.506,0.088,0.0099,0.0500
17875,-34.67612,-19.41934,-15.25678,-6.48705,-8.18798,-0.58175,0.9445,16.77,0.0174,30.05,2.54,0.490,0.506,0.088,0.0099,0.0500
17900,-34.66029,-19.36780,-15.29249,-6.52310,-8.19652,-0.57287,0.9498,16.64,0.0172,29.91,2.95,0.490,0.506,0.088,0.0099,0.0500
17925,-34.56768,-19.30171,-15.26597,-6.48795,-8.21703,-0.56099,0.9447,16.94,0.0175,29.61,4.17,0.490,0.506,0.088,0.0099,0.0500
17950,-34.64943,-19.35820,-15.29123,-6.50922,-8.20749,-0.57452,0.9478,-73.22,-0.0759,29.68,2.72,0.490,0.506,0.088,0.0099,0.0500
17975,-34.66273,-19.38877,-15.27397,-6.52355,-8.18408,-0.56633,0.9498,-73.33,-0.0760,29.67,2.71,0.490,0.506,0.088,0.0099,0.0500
18000,-34.62555,-19.34708,-15.27846,-6.48009,-8.20654,-0.59183,0.9435,16.78,0.0174,29.73,2.45,0.490,0.506,0.084,0.0094,0.0500
18025,-34.55818,-19.29467,-15.26351,-6.51273,-8.17724,-0.57355,0.9483,-73.21,-0.0758,30.12,2.02,0.490,0.506,0.084,0.0094,0.0500
18050,-34.59235,-19.31259,-15.27976,-6.51064,-8.19900,-0.57012,0.9480,16.56,0.0172,30.06,1.90,0.490,0.506,0.084,0.0094,0.0500
18075,-34.55736,-19.32382,-15.23353,-6.50335,-8.16451,-0.56567,0.9469,16.67,0.0173,30.17,2.02,0.490,0.506,0.084,0.0094,0.0500
18100,-34.58585,-19.33844,-15.24741,-6.49900,-8.16107,-0.58735,0.9463,16.72,0.0173,30.15,1.98,0.490,0.506,0.084,0.0094,0.0500
18125,-34.63711,-19.36856,-15.26855,-6.50573,-8.18360,-0.57922,0.9473,16.68,0.0173,30.18,1.99,0.490,0.506,0.084,0.0094,0.0500
18150,-34.67188,-19.37729,-15.29460,-6.55028,-8.20871,-0.53561,0.9537,16.87,0.0175,30.04,1.94,0.490,0.506,0.084,0.0094,0.0500
18175,-34.61756,-19.28926,-15.32830,-6.54213,-8.21176,-0.57441,0.9526,-73.08,-0.0757,29.82,2.30,0.490,0.506,0.084,0.0094,0.0500
18200,-34.59662,-19.32432,-15.27230,-6.49346,-8.18579,-0.59305,0.9455,-73.06,-0.0757,29.73,2.80,0.490,0.506,0.084,0.0094,0.0500
18225,-34.58887,-19.31801,-15.27087,-6.51567,-8.17784,-0.57736,0.9487,-72.72,-0.0753,29.98,2.74,0.490,0.506,0.084,0.0094,0.0500
18250,-34.60048,-19.30320,-15.29729,-6.51689,-8.19751,-0.58289,0.9489,-72.95,-0.0756,29.90,3.61,0.490,0.506,0.084,0.0094,0.0500
18275,-34.61971,-19.30327,-15.31644,-6.51174,-8.23675,-0.56795,0.9481,-73.02,-0.0756,29.47,3.33,0.490,0.506,0.084,0.0094,0.0500
18300,-34.59701,-19.34808,-15.24894,-6.48550,-8.19004,-0.57340,0.9443,-72.87,-0.0755,29.75,3.80,0.490,0.506,0.084,0.0094,0.0500
18325,-34.63819,-19.33722,-15.30097,-6.53213,-8.20518,-0.56366,0.9511,-73.00,-0.0756,29.87,3.80,0.490,0.506,0.084,0.0094,0.0500
18350,-34.64711,-19.36604,-15.28106,-6.50809,-8.19476,-0.57822,0.9476,-72.98,-0.0756,29.79,4.11,0.490,0.506,0.084,0.0094,0.0500
18375,-34.74232,-19.43397,-15.30835,-6.53225,-8.19177,-0.58433,0.9511,-73.14,-0.0758,29.76,3.99,0.490,0.506,0.084,0.0094,0.0500
18400,-34.73786,-19.44901,-15.28886,-6.52925,-8.19065,-0.56896,0.9507,-73.41,-0.0761,29.95,4.04,0.490,0.506,0.084,0.0094,0.0500
18425,-34.71242,-19.44634,-15.26607,-6.52305,-8.18931,-0.55371,0.9498,-73.57,-0.0762,29.72,4.11,0.490,0.506,0.084,0.0094,0.0500
18450,-34.67808,-19.38501,-15.29307,-6.51530,-8.19838,-0.57939,0.9486,-73.64,-0.0763,29.88,3.73,0.490,0.506,0.084,0.0094,0.0500
18475,-34.69376,-19.38876,-15.30500,-6.52409,-8.21105,-0.56987,0.9499,-73.54,-0.0762,30.13,3.51,0.490,0.506,0.084,0.0094,0.0500
18500,-34.71655,-19.45689,-15.25966,-6.52151,-8.16389,-0.57425,0.9496,-73.56,-0.0762,29.89,3.74,0.490,0.506,0.084,0.0094,0.0500
18525,-34.73517,-19.41141,-15.32376,-6.51527,-8.23265,-0.57584,0.9486,-163.64,-0.1695,30.11,3.53,0.490,0.506,0.084,0.0094,0.0500
18550,-34.75289,-19.42610,-15.32679,-6.55365,-8.21004,-0.56311,0.9542,-73.92,-0.0766,29.86,3.39,0.490,0.506,0.084,0.0094,0.0500
18575,-34.55139,-19.34206,-15.20934,-6.46080,-8.15988,-0.58866,0.9407,-163.91,-0.1698,29.99,3.26,0.490,0.506,0.084,0.0094,0.0500
18600,-34.63508,-19.34842,-15.28666,-6.49932,-8.20838,-0.57897,0.9463,-163.83,-0.1697,30.05,3.24,0.490,0.506,0.084,0.0094,0.0500
18625,-34.59636,-19.33120,-15.26515,-6.51011,-8.19192,-0.56312,0.9479,-163.69,-0.1696,30.37,1.98,0.490,0.506,0.084,0.0094,0.0500
18650,-34.65303,-19.38780,-15.26523,-6.49380,-8.20097,-0.57045,0.9455,-163.42,-0.1693,30.39,2.04,0.490,0.506,0.084,0.0094,0.0500
18675,-34.65717,-19.39823,-15.25894,-6.51387,-8.16525,-0.57982,0.9484,-73.06,-0.0757,29.96,2.38,0.490,0.506,0.084,0.0094,0.0500
18700,-34.73682,-19.42534,-15.31148,-6.53560,-8.18606,-0.58982,0.9516,-72.99,-0.0756,29.78,3.28,0.490,0.506,0.084,0.0094,0.0500
18725,-34.71363,-19.43402,-15.27962,-6.49320,-8.20719,-0.57923,0.9454,16.72,0.0173,29.99,2.53,0.490,0.506,0.084,0.0094,0.0500
18750,-34.71231,-19.39815,-15.31416,-6.50968,-8.22713,-0.57735,0.9478,-163.19,-0.1691,29.91,2.77,0.490,0.506,0.084,0.0094,0.0500
18775,-34.76509,-19.48205,-15.28304,-6.51627,-8.19641,-0.57036,0.9488,-163.28,-0.1692,30.29,2.39,0.490,0.506,0.084,0.0094,0.0500
18800,-34.74924,-19.45494,-15.29430,-6.51475,-8.20329,-0.57625,0.9486,-163.23,-0.1691,30.52,2.29,0.491,0.506,0.084,0.0094,0.0500
18825,-34.74140,-19.45655,-15.28485,-6.50452,-8.21146,-0.56886,0.9471,-163.19,-0.1691,30.41,2.27,0.491,0.506,0.084,0.0094,0.0500
18850,-34.71851,-19.47286,-15.24565,-6.51734,-8.14688,-0.58142,0.9489,-163.15,-0.1691,30.54,1.62,0.491,0.506,0.084,0.0094,0.0500
18875,-34.75951,-19.46031,-15.29920,-6.51197,-8.19406,-0.59317,0.9482,17.12,0.0177,30.28,1.48,0.491,0.506,0.084,0.0094,0.0500
18900,-34.68631,-19.39996,-15.28634,-6.47988,-8.21126,-0.59521,0.9435,-72.95,-0.0756,30.42,1.32,0.491,0.506,0.084,0.0094,0.0500
18925,-34.62381,-19.36493,-15.25887,-6.47945,-8.20116,-0.57827,0.9434,-162.82,-0.1687,30.65,1.34,0.491,0.506,0.084,0.0094,0.0500
18950,-34.60631,-19.34427,-15.26203,-6.49612,-8.17637,-0.58954,0.9459,-162.81,-0.1687,30.52,1.60,0.491,0.506,0.084,0.0094,0.0500
18975,-34.58720,-19.33279,-15.25441,-6.48984,-8.18652,-0.57805,0.9449,-163.06,-0.1690,30.60,1.73,0.491,0.506,0.084,0.0094,0.0500
19000,-34.59785,-19.33233,-15.26552,-6.48089,-8.18881,-0.59582,0.9436,-162.86,-0.1688,30.45,1.68,0.491,0.506,0.088,0.0098,0.0500
19025,-34.66963,-19.39082,-15.27881,-6.50882,-8.18095,-0.58903,0.9477,-72.94,-0.0756,30.47,2.10,0.491,0.506,0.088,0.0098,0.0500
19050,-34.61940,-19.31633,-15.30308,-6.50016,-8.21466,-0.58825,0.9464,-72.77,-0.0754,30.25,2.10,0.491,0.506,0.088,0.0098,0.0500
19075,-34.65117,-19.37096,-15.28021,-6.50863,-8.18953,-0.58205,0.9477,-72.72,-0.0754,30.25,2.07,0.491,0.506,0.088,0.0098,0.0500
19100,-34.64339,-19.37561,-15.26778,-6.51462,-8.17593,-0.57723,0.9485,-162.89,-0.1688,30.13,2.23,0.491,0.506,0.088,0.0098,0.0500
19125,-34.62327,-19.35264,-15.27063,-6.51005,-8.19673,-0.56385,0.9479,-252.95,-0.2622,30.33,1.81,0.491,0.506,0.088,0.0098,0.0500
19150,-34.66446,-19.34617,-15.31829,-6.52322,-8.22805,-0.56703,0.9498,-163.01,-0.1689,30.58,1.42,0.491,0.506,0.088,0.0098,0.0500
19175,-34.60581,-19.32925,-15.27656,-6.48205,-8.21845,-0.57607,0.9438,-252.95,-0.2621,30.15,2.63,0.491,0.506,0.088,0.0098,0.0500
19200,-34.58811,-19.32751,-15.26060,-6.50728,-8.17529,-0.57803,0.9475,-163.10,-0.1690,30.27,1.67,0.491,0.506,0.088,0.0098,0.0500
19225,-34.61957,-19.35828,-15.26128,-6.49246,-8.17115,-0.59767,0.9453,-73.17,-0.0758,30.24,1.85,0.491,0.506,0.088,0.0098,0.0500
19250,-34.71372,-19.41268,-15.30104,-6.50318,-8.20192,-0.59593,0.9469,-73.11,-0.0758,30.41,1.93,0.491,0.506,0.088,0.0098,0.0500
19275,-34.65316,-19.38994,-15.26322,-6.51389,-8.16701,-0.58232,0.9484,-163.04,-0.1690,30.17,2.34,0.491,0.506,0.088,0.0098,0.0500
19300,-34.72449,-19.43996,-15.28453,-6.52777,-8.18178,-0.57498,0.9505,-73.06,-0.0757,29.69,2.25,0.491,0.506,0.088,0.0098,0.0500
19325,-34.68793,-19.41784,-15.27009,-6.50414,-8.17158,-0.59436,0.9470,-73.01,-0.0757,29.69,2.25,0.491,0.506,0.088,0.0098,0.0500
19350,-34.66899,-19.44381,-15.22518,-6.49902,-8.16148,-0.56468,0.9463,-73.04,-0.0757,29.88,2.50,0.491,0.506,0.088,0.0098,0.0500
19375,-34.69432,-19.38783,-15.30649,-6.51420,-8.20655,-0.58574,0.9485,-72.82,-0.0755,29.55,2.53,0.491,0.506,0.088,0.0098,0.0500
19400,-34.72878,-19.42654,-15.30224,-6.50080,-8.19962,-0.60182,0.9465,17.23,0.0179,29.86,1.94,0.491,0.506,0.088,0.0098,0.0500
19425,-34.69552,-19.41332,-15.28220,-6.49307,-8.21059,-0.57854,0.9454,-72.89,-0.0755,29.59,2.18,0.491,0.506,0.088,0.0098,0.0500
19450,-34.78635,-19.47340,-15.31295,-6.51752,-8.20920,-0.58623,0.9490,17.11,0.0177,29.70,2.25,0.491,0.506,0.088,0.0098,0.0500
19475,-34.71294,-19.42168,-15.29127,-6.51173,-8.18184,-0.59770,0.9481,-72.73,-0.0754,29.53,3.19,0.491,0.506,0.088,0.0098,0.0500
19500,-34.68629,-19.43733,-15.24896,-6.47822,-8.18585,-0.58489,0.9432,17.16,0.0178,29.70,2.26,0.491,0.506,0.088,0.0098,0.0500
19525,-34.69226,-19.43590,-15.25636,-6.50555,-8.16997,-0.58084,0.9472,-72.99,-0.0756,29.26,3.11,0.491,0.506,0.088,0.0098,0.0500
19550,-34.75220,-19.47913,-15.27307,-6.50771,-8.19681,-0.56854,0.9475,-72.71,-0.0754,29.36,2.67,0.491,0.506,0.088,0.0098,0.0500
19575,-34.78404,-19.48813,-15.29591,-6.51977,-8.20570,-0.57044,0.9493,-72.53,-0.0752,29.57,2.43,0.491,0.506,0.088,0.0098,0.0500
19600,-34.76802,-19.50382,-15.26420,-6.47654,-8.18803,-0.59962,0.9430,-72.80,-0.0754,29.43,2.78,0.491,0.506,0.088,0.0098,0.0500
19625,-34.70910,-19.45796,-15.25114,-6.48861,-8.18544,-0.57709,0.9448,16.96,0.0176,29.84,1.92,0.491,0.506,0.088,0.0098,0.0500
19650,-34.81132,-19.50643,-15.30488,-6.49359,-8.23275,-0.57854,0.9455,16.91,0.0175,29.69,2.20,0.491,0.506,0.088,0.0098,0.0500
19675,-34.73826,-19.42128,-15.31698,-6.49389,-8.21777,-0.60532,0.9455,16.86,0.0175,29.70,2.20,0.491,0.506,0.088,0.0098,0.0500
19700,-34.72357,-19.44052,-15.28306,-6.51121,-8.20248,-0.56936,0.9481,17.00,0.0176,29.54,2.50,0.491,0.506,0.088,0.0098,0.0500
19725,-34.70180,-19.44120,-15.26061,-6.50846,-8.16377,-0.58838,0.9477,16.97,0.0176,29.87,1.94,0.491,0.506,0.088,0.0098,0.0500
19750,-34.83207,-19.52212,-15.30994,-6.51917,-8.20572,-0.58505,0.9492,17.05,0.0177,29.83,1.87,0.491,0.506,0.088,0.0098,0.0500
19775,-34.76494,-19.48014,-15.28480,-6.50688,-8.17903,-0.59889,0.9474,17.13,0.0178,29.66,2.13,0.491,0.506,0.088,0.0098,0.0500
19800,-34.73530,-19.45185,-15.28345,-6.51551,-8.19935,-0.56859,0.9487,17.22,0.0179,29.66,2.13,0.491,0.506,0.088,0.0098,0.0500
19825,-34.66014,-19.43637,-15.22377,-6.47967,-8.16998,-0.57412,0.9435,17.38,0.0180,29.68,2.16,0.491,0.506,0.088,0.0098,0.0500
19850,-34.83923,-19.51582,-15.32341,-6.52938,-8.22256,-0.57147,0.9507,17.16,0.0178,29.81,1.84,0.491,0.506,0.088,0.0098,0.0500
19875,-34.79776,-19.53995,-15.25781,-6.52217,-8.15997,-0.57567,0.9496,17.27,0.0179,29.53,2.46,0.491,0.506,0.088,0.0098,0.0500
19900,-34.73872,-19.45631,-15.28240,-6.50100,-8.18739,-0.59401,0.9466,17.37,0.0180,29.89,1.94,0.491,0.506,0.088,0.0098,0.0500
19925,-34.73141,-19.47353,-15.25788,-6.48430,-8.19327,-0.58031,0.9441,17.44,0.0181,29.53,2.46,0.491,0.506,0.088,0.0098,0.0500
19950,-34.77980,-19.48574,-15.29406,-6.53315,-8.18304,-0.57786,0.9512,17.32,0.0180,29.88,1.94,0.491,0.506,0.088,0.0098,0.0500
19975,-34.78618,-19.50740,-15.27878,-6.50780,-8.21275,-0.55824,0.9476,17.09,0.0177,29.74,2.25,0.491,0.506,0.088,0.0098,0.0500
20000,-34.75274,-19.47298,-15.27977,-6.49597,-8.18958,-0.59422,0.9458,17.18,0.0178,29.73,2.24,0.491,0.506,0.083,0.0094,0.0500
20025,-34.76143,-19.45722,-15.30421,-6.52241,-8.21216,-0.56963,0.9497,17.03,0.0176,29.57,2.34,0.491,0.506,0.083,0.0094,0.0500
20050,-34.76571,-19.48623,-15.27949,-6.51025,-8.19214,-0.57710,0.9479,17.04,0.0177,29.41,2.64,0.491,0.506,0.083,0.0094,0.0500
20075,-34.77280,-19.50974,-15.26307,-6.51080,-8.17467,-0.57760,0.9480,17.01,0.0176,29.58,2.38,0.491,0.506,0.083,0.0094,0.0500
20100,-34.80142,-19.51315,-15.28827,-6.54319,-8.18675,-0.55832,0.9527,16.85,0.0175,29.57,2.54,0.491,0.506,0.083,0.0094,0.0500
20125,-34.72980,-19.48259,-15.24721,-6.48454,-8.19120,-0.57147,0.9442,16.75,0.0174,29.59,2.84,0.491,0.506,0.083,0.0094,0.0500
20150,-34.79081,-19.50410,-15.28671,-6.50371,-8.20719,-0.57581,0.9470,16.79,0.0174,29.76,2.26,0.491,0.506,0.083,0.0094,0.0500
20175,-34.81032,-19.56209,-15.24824,-6.48857,-8.18566,-0.57401,0.9448,16.56,0.0172,29.58,2.53,0.491,0.506,0.083,0.0094,0.0500
20200,-34.82795,-19.54974,-15.27821,-6.48032,-8.18962,-0.60827,0.9436,16.44,0.0170,29.55,2.49,0.491,0.506,0.083,0.0094,0.0500
20225,-34.82358,-19.52564,-15.29794,-6.50685,-8.20723,-0.58386,0.9474,16.23,0.0168,29.88,2.30,0.491,0.506,0.083,0.0094,0.0500
20250,-34.88545,-19.57511,-15.31034,-6.51120,-8.20639,-0.59276,0.9481,16.39,0.0170,29.99,2.00,0.491,0.506,0.083,0.0094,0.0500
20275,-34.88766,-19.57652,-15.31114,-6.51916,-8.21127,-0.58071,0.9492,16.40,0.0170,30.02,2.03,0.491,0.506,0.083,0.0094,0.0500
20300,-34.84521,-19.56003,-15.28518,-6.49217,-8.20189,-0.59111,0.9453,16.45,0.0171,30.04,2.03,0.491,0.506,0.083,0.0094,0.0500
20325,-34.86727,-19.57621,-15.29106,-6.53142,-8.18740,-0.57225,0.9510,16.43,0.0170,29.89,2.31,0.491,0.506,0.083,0.0094,0.0500
20350,-34.72933,-19.51471,-15.21462,-6.49022,-8.13346,-0.59094,0.9450,16.43,0.0170,29.71,2.59,0.491,0.506,0.083,0.0094,0.0500
20375,-34.77162,-19.49312,-15.27850,-6.51706,-8.18489,-0.57655,0.9489,16.71,0.0173,29.72,2.20,0.491,0.506,0.083,0.0094,0.0500
20400,-34.76542,-19.47804,-15.28738,-6.50567,-8.21454,-0.56717,0.9472,16.73,0.0173,29.72,2.21,0.491,0.506,0.083,0.0094,0.0500
20425,-34.80477,-19.52576,-15.27901,-6.49002,-8.21332,-0.57566,0.9450,16.43,0.0170,30.04,1.50,0.491,0.506,0.083,0.0094,0.0500
20450,-34.80924,-19.52772,-15.28151,-6.50890,-8.17635,-0.59626,0.9477,16.56,0.0172,29.88,1.95,0.491,0.506,0.083,0.0094,0.0500
20475,-34.84649,-19.56729,-15.27919,-6.49750,-8.18656,-0.59513,0.9461,17.04,0.0177,30.07,2.07,0.491,0.506,0.083,0.0094,0.0500
20500,-34.92013,-19.58510,-15.33503,-6.51333,-8.25093,-0.57076,0.9484,17.08,0.0177,29.72,2.37,0.491,0.506,0.083,0.0094,0.0500
20525,-34.79235,-19.51969,-15.27267,-6.51366,-8.18925,-0.56976,0.9484,16.95,0.0176,29.70,2.30,0.491,0.506,0.083,0.0094,0.0500
20550,-34.73925,-19.49824,-15.24101,-6.46385,-8.18172,-0.59543,0.9412,16.70,0.0173,29.70,2.31,0.491,0.506,0.083,0.0094,0.0500
20575,-34.79210,-19.52207,-15.27003,-6.48842,-8.19481,-0.58681,0.9447,16.74,0.0173,29.52,2.74,0.491,0.506,0.083,0.0094,0.0500
20600,-34.71803,-19.48353,-15.23449,-6.49808,-8.15791,-0.57850,0.9461,16.71,0.0173,29.53,2.75,0.492,0.506,0.083,0.0094,0.0500
20625,-34.73843,-19.48583,-15.25260,-6.51076,-8.15635,-0.58549,0.9480,16.62,0.0172,29.91,2.49,0.492,0.506,0.083,0.0094,0.0500
20650,-34.76736,-19.51331,-15.25405,-6.48917,-8.17563,-0.58924,0.9448,16.58,0.0172,29.52,2.75,0.492,0.506,0.083,0.0094,0.0500
20675,-34.84402,-19.56067,-15.28335,-6.52705,-8.17974,-0.57656,0.9504,16.69,0.0173,29.75,2.39,0.492,0.506,0.083,0.0094,0.0500
20700,-34.82219,-19.55796,-15.26423,-6.47775,-8.19625,-0.59023,0.9432,16.72,0.0173,29.92,1.97,0.492,0.506,0.083,0.0094,0.0500
20725,-34.83870,-19.57334,-15.26536,-6.50619,-8.17043,-0.58874,0.9473,16.77,0.0174,29.51,2.74,0.492,0.506,0.083,0.0094,0.0500
20750,-34.84717,-19.57858,-15.26859,-6.50366,-8.20633,-0.55860,0.9470,16.69,0.0173,29.52,2.74,0.492,0.506,0.083,0.0094,0.0500
20775,-34.83048,-19.53206,-15.29842,-6.49269,-8.23065,-0.57509,0.9454,16.88,0.0175,29.64,2.79,0.492,0.506,0.083,0.0094,0.0500
20800,-34.85661,-19.56890,-15.28771,-6.49406,-8.22392,-0.56973,0.9456,16.57,0.0172,29.86,2.43,0.492,0.506,0.083,0.0094,0.0500
20825,-34.76534,-19.49142,-15.27392,-6.46604,-8.22449,-0.58339,0.9415,16.53,0.0171,29.50,2.72,0.492,0.506,0.083,0.0094,0.0500
20850,-34.75357,-19.48427,-15.26930,-6.50888,-8.16165,-0.59877,0.9477,16.37,0.0170,29.65,2.61,0.492,0.506,0.083,0.0094,0.0500
20875,-34.83371,-19.54105,-15.29266,-6.51708,-8.20310,-0.57248,0.9489,16.29,0.0169,29.63,2.58,0.492,0.506,0.083,0.0094,0.0500
20900,-34.80814,-19.56531,-15.24283,-6.47411,-8.18345,-0.58527,0.9426,16.18,0.0168,29.65,2.26,0.492,0.506,0.083,0.0094,0.0500
20925,-34.92272,-19.62523,-15.29749,-6.52442,-8.19161,-0.58146,0.9500,16.36,0.0170,29.71,2.35,0.492,0.506,0.083,0.0094,0.0500
20950,-34.86793,-19.59355,-15.27438,-6.49675,-8.20164,-0.57600,0.9459,16.03,0.0166,29.84,2.73,0.492,0.506,0.083,0.0094,0.0500
20975,-34.86619,-19.58023,-15.28597,-6.50397,-8.21646,-0.56553,0.9470,16.20,0.0168,29.82,2.72,0.492,0.506,0.083,0.0094,0.0500
