cycle,Eall,EvdW,Emag,Ez,Edd,Ea,Mz,twist_deg,twist_rate,width_nm,coil_nm,acc_mech,acc_mag,delta_s,delta_a,delta_tw
2000,-45.92237,-26.31483,-19.60754,-6.52457,-12.65203,-0.43094,0.9500,18.25,0.0189,29.43,0.61,0.435,0.504,0.077,0.0087,0.0500
2025,-45.96750,-26.37410,-19.59339,-6.52628,-12.62776,-0.43935,0.9502,17.98,0.0186,29.48,0.77,0.436,0.504,0.077,0.0087,0.0500
2050,-45.92302,-26.38177,-19.54124,-6.48992,-12.58684,-0.46448,0.9450,18.07,0.0187,29.68,1.04,0.437,0.504,0.077,0.0087,0.0500
2075,-45.97298,-26.39120,-19.58179,-6.51162,-12.63683,-0.43333,0.9481,18.23,0.0189,29.48,0.82,0.438,0.504,0.077,0.0087,0.0500
2100,-46.00196,-26.41925,-19.58271,-6.49291,-12.64658,-0.44321,0.9454,18.31,0.0190,29.66,0.99,0.439,0.504,0.077,0.0087,0.0500
2125,-46.02145,-26.44644,-19.57502,-6.47727,-12.64328,-0.45446,0.9431,18.39,0.0191,29.61,0.89,0.440,0.504,0.077,0.0087,0.0500
2150,-46.05077,-26.47151,-19.57926,-6.48733,-12.63169,-0.46024,0.9446,18.24,0.0189,29.67,0.99,0.441,0.504,0.077,0.0087,0.0500
2175,-46.06891,-26.48924,-19.57967,-6.51277,-12.62399,-0.44291,0.9483,18.27,0.0189,29.67,0.99,0.442,0.504,0.077,0.0087,0.0500
2200,-46.07051,-26.49144,-19.57907,-6.52771,-12.61722,-0.43415,0.9505,18.13,0.0188,29.51,0.77,0.443,0.504,0.077,0.0087,0.0500
2225,-46.23762,-26.65390,-19.58372,-6.52029,-12.60813,-0.45530,0.9494,18.17,0.0188,29.68,1.00,0.444,0.504,0.077,0.0087,0.0500
2250,-46.21639,-26.65843,-19.55795,-6.50834,-12.59237,-0.45725,0.9476,108.30,0.1122,29.89,1.35,0.444,0.504,0.077,0.0087,0.0500
2275,-46.20729,-26.61366,-19.59363,-6.48422,-12.65418,-0.45524,0.9441,108.48,0.1124,29.92,1.39,0.445,0.504,0.077,0.0087,0.0500
2300,-46.29875,-26.68852,-19.61023,-6.52721,-12.64089,-0.44213,0.9504,18.35,0.0190,29.73,1.74,0.446,0.504,0.077,0.0087,0.0500
2325,-46.20086,-26.64371,-19.55715,-6.50237,-12.58374,-0.47104,0.9468,18.55,0.0192,29.66,1.02,0.447,0.504,0.077,0.0087,0.0500
2350,-46.24653,-26.64007,-19.60646,-6.52456,-12.63710,-0.44480,0.9500,18.70,0.0194,29.66,1.02,0.447,0.504,0.077,0.0087,0.0500
2375,-46.24486,-26.61159,-19.63327,-6.52938,-12.66683,-0.43705,0.9507,18.59,0.0193,29.47,0.80,0.448,0.504,0.077,0.0087,0.0500
2400,-46.24924,-26.69733,-19.55190,-6.50819,-12.58824,-0.45547,0.9476,18.55,0.0192,29.48,0.86,0.448,0.504,0.077,0.0087,0.0500
2425,-46.34807,-26.76013,-19.58794,-6.51233,-12.62768,-0.44793,0.9482,108.39,0.1123,29.87,0.81,0.449,0.504,0.077,0.0087,0.0500
2450,-46.33238,-26.78390,-19.54848,-6.52203,-12.59022,-0.43623,0.9496,18.32,0.0190,29.84,0.76,0.450,0.504,0.077,0.0087,0.0500
2475,-46.28561,-26.71684,-19.56877,-6.49777,-12.61597,-0.45502,0.9461,18.47,0.0191,29.48,0.85,0.450,0.504,0.077,0.0087,0.0500
2500,-46.33264,-26.74819,-19.58445,-6.51568,-12.61809,-0.45068,0.9487,18.67,0.0193,29.47,0.80,0.451,0.504,0.077,0.0087,0.0500
2525,-46.32040,-26.75402,-19.56638,-6.49970,-12.60956,-0.45712,0.9464,18.54,0.0192,29.47,0.81,0.451,0.504,0.077,0.0087,0.0500
2550,-46.40755,-26.82000,-19.58755,-6.54098,-12.60519,-0.44139,0.9524,18.48,0.0192,29.46,0.80,0.452,0.504,0.077,0.0087,0.0500
2575,-46.38100,-26.81269,-19.56831,-6.48860,-12.62392,-0.45578,0.9448,18.38,0.0190,29.88,0.77,0.453,0.504,0.077,0.0087,0.0500
2600,-46.53493,-26.89229,-19.64264,-6.55184,-12.66427,-0.42653,0.9540,108.45,0.1124,29.87,0.78,0.453,0.505,0.077,0.0087,0.0500
2625,-46.48768,-26.87053,-19.61715,-6.51460,-12.64241,-0.46013,0.9485,18.60,0.0193,29.47,0.85,0.454,0.505,0.077,0.0087,0.0500
2650,-46.51382,-26.92486,-19.58896,-6.50861,-12.62850,-0.45185,0.9477,108.41,0.1124,29.88,0.83,0.454,0.505,0.077,0.0087,0.0500
2675,-46.55133,-26.97029,-19.58104,-6.51808,-12.60701,-0.45594,0.9491,108.44,0.1124,29.88,0.82,0.455,0.505,0.077,0.0087,0.0500
2700,-46.54493,-26.99085,-19.55407,-6.54249,-12.56194,-0.44964,0.9526,108.45,0.1124,30.04,1.02,0.455,0.505,0.077,0.0087,0.0500
2725,-46.53461,-26.93714,-19.59748,-6.52364,-12.61707,-0.45677,0.9499,108.37,0.1123,29.88,0.83,0.455,0.505,0.077,0.0087,0.0500
2750,-46.51326,-26.94348,-19.56978,-6.49355,-12.62239,-0.45385,0.9455,108.35,0.1123,29.79,0.68,0.456,0.505,0.077,0.0087,0.0500
2775,-46.51894,-26.93007,-19.58888,-6.52244,-12.60848,-0.45796,0.9497,108.32,0.1123,29.87,0.85,0.456,0.505,0.077,0.0087,0.0500
2800,-46.48166,-26.93065,-19.55100,-6.50971,-12.56684,-0.47446,0.9478,108.38,0.1123,29.84,0.84,0.457,0.505,0.077,0.0087,0.0500
2825,-46.55878,-26.96612,-19.59265,-6.50673,-12.63226,-0.45365,0.9474,18.51,0.0192,29.40,0.78,0.457,0.505,0.077,0.0087,0.0500
2850,-46.67373,-27.05868,-19.61506,-6.54332,-12.63132,-0.44042,0.9527,108.37,0.1123,29.86,0.85,0.458,0.505,0.077,0.0087,0.0500
2875,-46.66482,-27.03090,-19.63392,-6.55933,-12.64443,-0.43016,0.9551,108.48,0.1124,30.42,1.01,0.458,0.505,0.077,0.0087,0.0500
2900,-46.67465,-27.04675,-19.62789,-6.49397,-12.66210,-0.47182,0.9455,108.48,0.1125,29.89,0.85,0.458,0.505,0.077,0.0087,0.0500
2925,-46.55954,-26.97290,-19.58664,-6.51072,-12.63520,-0.44072,0.9480,108.41,0.1124,29.83,0.82,0.459,0.505,0.077,0.0087,0.0500
2950,-46.52061,-26.94899,-19.57162,-6.54160,-12.58305,-0.44696,0.9525,108.38,0.1123,29.79,0.70,0.459,0.505,0.077,0.0087,0.0500
2975,-46.55859,-26.97410,-19.58449,-6.51667,-12.61620,-0.45161,0.9488,108.39,0.1123,29.79,0.70,0.460,0.505,0.077,0.0087,0.0500
3000,-46.64986,-27.00697,-19.64289,-6.57416,-12.62748,-0.44125,0.9572,18.45,0.0191,29.78,0.71,0.460,0.505,0.081,0.0091,0.0500
3025,-46.62388,-27.06494,-19.55893,-6.52951,-12.59059,-0.43883,0.9507,108.44,0.1124,29.75,0.60,0.460,0.505,0.081,0.0091,0.0500
3050,-46.68485,-27.09703,-19.58782,-6.51471,-12.60962,-0.46349,0.9486,108.43,0.1124,29.75,0.60,0.460,0.504,0.081,0.0091,0.0500
3075,-46.72643,-27.12156,-19.60487,-6.53483,-12.63160,-0.43844,0.9515,18.41,0.0191,29.35,0.64,0.461,0.504,0.081,0.0091,0.0500
3100,-46.67455,-27.07431,-19.60024,-6.51978,-12.62908,-0.45137,0.9493,18.30,0.0190,29.37,0.64,0.461,0.504,0.081,0.0091,0.0500
3125,-46.70624,-27.10536,-19.60087,-6.52416,-12.64088,-0.43583,0.9499,18.25,0.0189,29.76,0.60,0.461,0.504,0.081,0.0091,0.0500
3150,-46.67262,-27.09024,-19.58237,-6.52322,-12.61016,-0.44900,0.9498,18.21,0.0189,29.36,0.65,0.461,0.504,0.081,0.0091,0.0500
3175,-46.79882,-27.17365,-19.62517,-6.53548,-12.65044,-0.43925,0.9516,17.92,0.0186,29.37,0.60,0.461,0.504,0.081,0.0091,0.0500
3200,-46.73485,-27.14972,-19.58513,-6.52932,-12.60783,-0.44797,0.9507,17.94,0.0186,29.37,0.70,0.462,0.504,0.081,0.0091,0.0500
3225,-46.70699,-27.13102,-19.57597,-6.51083,-12.62020,-0.44495,0.9480,107.89,0.1118,29.78,0.66,0.462,0.504,0.081,0.0091,0.0500
3250,-46.71365,-27.14442,-19.56923,-6.50421,-12.59827,-0.46675,0.9470,18.02,0.0187,29.80,0.71,0.462,0.504,0.081,0.0091,0.0500
3275,-46.73433,-27.15173,-19.58259,-6.51154,-12.61564,-0.45541,0.9481,17.92,0.0186,29.80,0.71,0.462,0.504,0.081,0.0091,0.0500
3300,-46.80370,-27.23320,-19.57049,-6.50375,-12.59200,-0.47474,0.9470,107.92,0.1119,29.78,0.66,0.462,0.503,0.081,0.0091,0.0500
3325,-46.76414,-27.17823,-19.58591,-6.50752,-12.60649,-0.47190,0.9475,107.95,0.1119,30.14,0.61,0.462,0.503,0.081,0.0091,0.0500
3350,-46.81455,-27.22324,-19.59130,-6.50718,-12.63193,-0.45219,0.9475,108.06,0.1120,29.78,0.66,0.463,0.503,0.081,0.0091,0.0500
3375,-46.80906,-27.18471,-19.62435,-6.53339,-12.64851,-0.44245,0.9513,108.17,0.1121,29.77,0.66,0.463,0.503,0.081,0.0091,0.0500
3400,-46.82995,-27.23599,-19.59395,-6.54219,-12.59179,-0.45998,0.9526,17.96,0.0186,29.40,0.73,0.463,0.503,0.081,0.0091,0.0500
3425,-46.79982,-27.23687,-19.56294,-6.48088,-12.61769,-0.46437,0.9436,17.74,0.0184,29.40,0.76,0.463,0.503,0.081,0.0091,0.0500
3450,-46.87211,-27.27223,-19.59989,-6.51370,-12.63592,-0.45027,0.9484,17.86,0.0185,29.38,0.71,0.463,0.503,0.081,0.0091,0.0500
3475,-46.85527,-27.26241,-19.59285,-6.53840,-12.61941,-0.43504,0.9520,17.66,0.0183,29.37,0.71,0.463,0.503,0.081,0.0091,0.0500
3500,-46.95230,-27.31527,-19.63703,-6.54131,-12.65027,-0.44545,0.9524,17.82,0.0185,29.37,0.66,0.463,0.503,0.081,0.0091,0.0500
3525,-46.82857,-27.24546,-19.58311,-6.52914,-12.60294,-0.45102,0.9507,17.83,0.0185,29.37,0.66,0.464,0.503,0.081,0.0091,0.0500
3550,-46.93461,-27.32726,-19.60735,-6.53768,-12.62156,-0.44811,0.9519,17.93,0.0186,29.37,0.66,0.464,0.503,0.081,0.0091,0.0500
3575,-46.86143,-27.32456,-19.53687,-6.50619,-12.55382,-0.47686,0.9473,17.94,0.0186,29.36,0.70,0.464,0.503,0.081,0.0091,0.0500
3600,-46.94894,-27.37944,-19.56950,-6.48951,-12.60249,-0.47750,0.9449,17.99,0.0186,29.39,0.69,0.464,0.502,0.081,0.0091,0.0500
3625,-46.97372,-27.35175,-19.62197,-6.49688,-12.65481,-0.47028,0.9460,17.81,0.0185,29.36,0.69,0.464,0.502,0.081,0.0091,0.0500
3650,-46.91038,-27.31408,-19.59630,-6.47370,-12.63825,-0.48434,0.9426,17.77,0.0184,29.36,0.65,0.464,0.502,0.081,0.0091,0.0500
3675,-47.04226,-27.40452,-19.63774,-6.53842,-12.67249,-0.42682,0.9520,17.68,0.0183,29.37,0.66,0.464,0.502,0.081,0.0091,0.0500
3700,-47.05786,-27.40921,-19.64865,-6.51185,-12.66674,-0.47005,0.9481,17.61,0.0182,29.36,0.66,0.464,0.502,0.081,0.0091,0.0500
3725,-47.01717,-27.40599,-19.61118,-6.53145,-12.62451,-0.45521,0.9510,17.73,0.0184,29.38,0.72,0.464,0.502,0.081,0.0091,0.0500
3750,-47.02105,-27.39389,-19.62716,-6.54018,-12.63483,-0.45215,0.9523,17.66,0.0183,29.43,0.84,0.464,0.502,0.081,0.0091,0.0500
3775,-47.01417,-27.39796,-19.61621,-6.53369,-12.62221,-0.46032,0.9513,17.62,0.0183,29.43,0.84,0.465,0.502,0.081,0.0091,0.0500
3800,-47.05171,-27.44772,-19.60399,-6.51199,-12.63664,-0.45536,0.9482,17.59,0.0182,29.42,0.84,0.465,0.502,0.081,0.0091,0.0500
3825,-47.05916,-27.47522,-19.58393,-6.49959,-12.62583,-0.45851,0.9464,17.58,0.0182,29.38,0.78,0.465,0.502,0.081,0.0091,0.0500
3850,-47.08513,-27.44729,-19.63784,-6.51685,-12.65806,-0.46292,0.9489,17.56,0.0182,29.35,0.70,0.465,0.502,0.081,0.0091,0.0500
3875,-47.06004,-27.41607,-19.64397,-6.52392,-12.64167,-0.47838,0.9499,17.67,0.0183,29.34,0.66,0.465,0.502,0.081,0.0091,0.0500
3900,-47.06546,-27.44398,-19.62148,-6.50932,-12.65755,-0.45461,0.9478,17.72,0.0184,29.36,0.71,0.465,0.502,0.081,0.0091,0.0500
3925,-47.05138,-27.42930,-19.62209,-6.50931,-12.63815,-0.47463,0.9478,17.82,0.0185,29.35,0.66,0.465,0.501,0.081,0.0091,0.0500
3950,-47.02804,-27.41686,-19.61118,-6.51312,-12.62070,-0.47736,0.9483,17.76,0.0184,29.36,0.71,0.465,0.501,0.081,0.0091,0.0500
3975,-47.12615,-27.50898,-19.61716,-6.50267,-12.64572,-0.46877,0.9468,17.70,0.0184,29.34,0.71,0.465,0.501,0.081,0.0091,0.0500
4000,-47.06935,-27.49786,-19.57149,-6.52637,-12.58368,-0.46145,0.9503,17.86,0.0185,29.36,0.71,0.465,0.501,0.077,0.0086,0.0500
4025,-47.03036,-27.43028,-19.60008,-6.51422,-12.60812,-0.47774,0.9485,17.83,0.0185,29.37,0.72,0.465,0.501,0.077,0.0086,0.0500
4050,-47.05451,-27.41665,-19.63786,-6.50981,-12.66523,-0.46282,0.9478,18.00,0.0187,29.38,0.71,0.465,0.501,0.077,0.0086,0.0500
4075,-47.10189,-27.47383,-19.62805,-6.52359,-12.64411,-0.46035,0.9499,17.94,0.0186,29.40,0.77,0.466,0.501,0.077,0.0086,0.0500
4100,-47.04792,-27.44425,-19.60367,-6.50937,-12.61443,-0.47987,0.9478,18.02,0.0187,29.40,0.77,0.466,0.501,0.077,0.0086,0.0500
4125,-47.10702,-27.46509,-19.64194,-6.54617,-12.64532,-0.45045,0.9531,18.06,0.0187,29.40,0.76,0.466,0.501,0.077,0.0086,0.0500
4150,-46.99312,-27.41390,-19.57922,-6.52174,-12.58299,-0.47449,0.9496,18.02,0.0187,29.37,0.66,0.466,0.501,0.077,0.0086,0.0500
4175,-47.04623,-27.44623,-19.59999,-6.54593,-12.59113,-0.46293,0.9531,18.05,0.0187,29.38,0.66,0.466,0.501,0.077,0.0086,0.0500
4200,-47.04146,-27.51461,-19.52685,-6.50535,-12.55994,-0.46156,0.9472,18.12,0.0188,29.37,0.66,0.466,0.501,0.077,0.0086,0.0500
4225,-47.11904,-27.48785,-19.63119,-6.53079,-12.64925,-0.45115,0.9509,17.91,0.0186,29.37,0.66,0.466,0.502,0.077,0.0086,0.0500
4250,-47.07710,-27.48263,-19.59446,-6.51715,-12.60333,-0.47398,0.9489,17.93,0.0186,29.39,0.71,0.467,0.502,0.077,0.0086,0.0500
4275,-47.14745,-27.56314,-19.58432,-6.52787,-12.58705,-0.46940,0.9505,17.83,0.0185,29.38,0.71,0.467,0.502,0.077,0.0086,0.0500
4300,-47.10942,-27.52830,-19.58111,-6.50810,-12.59998,-0.47303,0.9476,17.79,0.0184,29.37,0.69,0.467,0.502,0.077,0.0086,0.0500
4325,-47.08904,-27.51185,-19.57720,-6.50704,-12.59724,-0.47292,0.9474,17.83,0.0185,29.37,0.75,0.467,0.502,0.077,0.0086,0.0500
4350,-47.21208,-27.59271,-19.61937,-6.48356,-12.64743,-0.48838,0.9440,17.74,0.0184,29.37,0.72,0.467,0.502,0.077,0.0086,0.0500
4375,-47.20978,-27.59925,-19.61053,-6.54163,-12.60920,-0.45970,0.9525,17.71,0.0184,29.38,0.68,0.467,0.502,0.077,0.0086,0.0500
4400,-47.20239,-27.58458,-19.61781,-6.49459,-12.64429,-0.47894,0.9456,17.87,0.0185,29.36,0.68,0.467,0.502,0.077,0.0086,0.0500
4425,-47.10034,-27.51156,-19.58878,-6.54116,-12.59354,-0.45407,0.9524,17.90,0.0186,29.36,0.67,0.467,0.502,0.077,0.0086,0.0500
4450,-47.15466,-27.51730,-19.63736,-6.49840,-12.66377,-0.47519,0.9462,17.95,0.0186,29.33,0.63,0.468,0.502,0.077,0.0086,0.0500
4475,-47.20411,-27.58972,-19.61439,-6.49447,-12.65319,-0.46674,0.9456,17.95,0.0186,29.37,0.68,0.468,0.502,0.077,0.0086,0.0500
4500,-47.15391,-27.57196,-19.58195,-6.50874,-12.61114,-0.46206,0.9477,17.76,0.0184,29.36,0.64,0.468,0.502,0.077,0.0086,0.0500
4525,-47.12695,-27.54100,-19.58595,-6.52868,-12.59278,-0.46449,0.9506,17.49,0.0181,29.38,0.68,0.468,0.502,0.077,0.0086,0.0500
4550,-47.18809,-27.62016,-19.56793,-6.51788,-12.57021,-0.47984,0.9490,17.56,0.0182,29.40,0.70,0.468,0.502,0.077,0.0086,0.0500
4575,-47.20124,-27.61156,-19.58968,-6.48744,-12.62220,-0.48004,0.9446,17.50,0.0181,29.37,0.65,0.468,0.502,0.077,0.0086,0.0500
4600,-47.15844,-27.57977,-19.57867,-6.50470,-12.62312,-0.45084,0.9471,17.49,0.0181,29.39,0.68,0.468,0.502,0.077,0.0086,0.0500
4625,-47.25203,-27.65703,-19.59499,-6.51666,-12.61716,-0.46118,0.9488,17.60,0.0182,29.38,0.67,0.468,0.502,0.077,0.0086,0.0500
4650,-47.13941,-27.55963,-19.57978,-6.51459,-12.60220,-0.46300,0.9485,17.60,0.0182,29.44,1.07,0.469,0.502,0.077,0.0086,0.0500
4675,-47.15741,-27.56195,-19.59546,-6.51993,-12.61214,-0.46339,0.9493,17.78,0.0184,29.41,0.71,0.469,0.502,0.077,0.0086,0.0500
4700,-47.24184,-27.62187,-19.61997,-6.53423,-12.63383,-0.45190,0.9514,17.86,0.0185,29.50,1.13,0.469,0.502,0.077,0.0086,0.0500
4725,-47.20426,-27.67102,-19.53324,-6.47985,-12.56879,-0.48461,0.9435,17.81,0.0185,29.48,1.10,0.469,0.502,0.077,0.0086,0.0500
4750,-47.18288,-27.58140,-19.60148,-6.49153,-12.62110,-0.48885,0.9452,17.69,0.0183,29.42,0.71,0.469,0.502,0.077,0.0086,0.0500
4775,-47.17864,-27.57935,-19.59929,-6.50152,-12.61317,-0.48461,0.9466,17.67,0.0183,29.38,0.66,0.469,0.502,0.077,0.0086,0.0500
4800,-47.19330,-27.63120,-19.56210,-6.52085,-12.57709,-0.46416,0.9495,17.60,0.0182,29.40,0.69,0.469,0.502,0.077,0.0086,0.0500
4825,-47.17480,-27.62014,-19.55466,-6.50522,-12.57555,-0.47388,0.9472,17.51,0.0181,29.39,0.70,0.469,0.502,0.077,0.0086,0.0500
4850,-47.30348,-27.68395,-19.61953,-6.52813,-12.62668,-0.46472,0.9505,17.71,0.0184,29.39,0.68,0.469,0.502,0.077,0.0086,0.0500
4875,-47.36604,-27.70411,-19.66193,-6.51001,-12.68405,-0.46787,0.9479,17.71,0.0184,29.44,0.75,0.469,0.502,0.077,0.0086,0.0500
4900,-47.22971,-27.63153,-19.59818,-6.51129,-12.61817,-0.46871,0.9481,17.70,0.0183,29.47,0.80,0.470,0.502,0.077,0.0086,0.0500
4925,-47.32628,-27.72094,-19.60534,-6.52672,-12.60146,-0.47716,0.9503,17.66,0.0183,29.45,0.77,0.470,0.502,0.077,0.0086,0.0500
4950,-47.31825,-27.75912,-19.55913,-6.52287,-12.57311,-0.46314,0.9497,17.50,0.0181,29.39,0.70,0.470,0.502,0.077,0.0086,0.0500
4975,-47.41092,-27.76938,-19.64153,-6.50535,-12.67147,-0.46472,0.9472,17.55,0.0182,29.37,0.66,0.470,0.502,0.077,0.0086,0.0500
5000,-47.38155,-27.80769,-19.57386,-6.51688,-12.59101,-0.46597,0.9489,17.59,0.0182,29.38,0.67,0.470,0.502,0.073,0.0082,0.0500
5025,-47.36040,-27.75981,-19.60060,-6.52684,-12.61458,-0.45918,0.9503,17.81,0.0185,29.30,1.20,0.470,0.502,0.073,0.0082,0.0500
5050,-47.34449,-27.76391,-19.58057,-6.50313,-12.60575,-0.47169,0.9469,17.90,0.0186,29.30,1.19,0.470,0.502,0.073,0.0082,0.0500
5075,-47.38719,-27.78774,-19.59945,-6.51347,-12.61662,-0.46937,0.9484,17.94,0.0186,29.27,1.16,0.470,0.502,0.073,0.0082,0.0500
5100,-47.35541,-27.74448,-19.61092,-6.49888,-12.62363,-0.48841,0.9463,18.18,0.0188,29.37,0.67,0.470,0.502,0.073,0.0082,0.0500
5125,-47.35126,-27.78936,-19.56190,-6.49764,-12.57087,-0.49339,0.9461,18.20,0.0189,29.44,0.80,0.470,0.502,0.073,0.0082,0.0500
5150,-47.30658,-27.74662,-19.55996,-6.49296,-12.58607,-0.48093,0.9454,18.28,0.0189,29.46,1.10,0.470,0.502,0.073,0.0082,0.0500
5175,-47.27763,-27.72317,-19.55446,-6.50505,-12.56682,-0.48259,0.9472,18.36,0.0190,29.44,0.78,0.470,0.502,0.073,0.0082,0.0500
5200,-47.37810,-27.77985,-19.59826,-6.52798,-12.59122,-0.47906,0.9505,18.28,0.0189,29.45,0.81,0.471,0.502,0.073,0.0082,0.0500
5225,-47.34193,-27.77469,-19.56725,-6.51032,-12.58146,-0.47547,0.9479,18.35,0.0190,29.38,0.67,0.471,0.502,0.073,0.0082,0.0500
5250,-47.44943,-27.81941,-19.63003,-6.51129,-12.64566,-0.47307,0.9481,18.46,0.0191,29.41,0.73,0.471,0.502,0.073,0.0082,0.0500
5275,-47.42584,-27.82245,-19.60338,-6.51128,-12.61063,-0.48147,0.9481,18.50,0.0192,29.43,0.77,0.471,0.502,0.073,0.0082,0.0500
5300,-47.41920,-27.79402,-19.62518,-6.51032,-12.62779,-0.48707,0.9479,18.58,0.0193,29.43,0.68,0.471,0.502,0.073,0.0082,0.0500
5325,-47.41077,-27.82094,-19.58983,-6.51869,-12.59276,-0.47838,0.9491,18.45,0.0191,29.54,1.16,0.471,0.502,0.073,0.0082,0.0500
5350,-47.37511,-27.77823,-19.59688,-6.51096,-12.59914,-0.48677,0.9480,18.31,0.0190,29.50,0.81,0.471,0.501,0.073,0.0082,0.0500
5375,-47.42046,-27.84157,-19.57889,-6.50417,-12.59496,-0.47977,0.9470,18.46,0.0191,29.35,1.26,0.471,0.501,0.073,0.0082,0.0500
5400,-47.43855,-27.83785,-19.60070,-6.49215,-12.61884,-0.48970,0.9453,18.45,0.0191,29.35,1.54,0.471,0.501,0.073,0.0082,0.0500
5425,-47.40884,-27.82087,-19.58797,-6.50965,-12.60918,-0.46913,0.9478,18.59,0.0193,29.38,1.58,0.472,0.501,0.073,0.0082,0.0500
5450,-47.42522,-27.82082,-19.60440,-6.50322,-12.61406,-0.48712,0.9469,18.53,0.0192,29.31,1.18,0.472,0.501,0.073,0.0082,0.0500
5475,-47.48999,-27.83103,-19.65896,-6.51418,-12.66675,-0.47802,0.9485,18.50,0.0192,29.67,0.96,0.472,0.501,0.073,0.0082,0.0500
5500,-47.41379,-27.79224,-19.62155,-6.52458,-12.62823,-0.46874,0.9500,18.55,0.0192,29.48,0.84,0.472,0.501,0.073,0.0082,0.0500
5525,-47.43578,-27.79489,-19.64089,-6.53858,-12.63483,-0.46747,0.9520,18.64,0.0193,29.66,1.52,0.472,0.501,0.073,0.0082,0.0500
5550,-47.35998,-27.75772,-19.60226,-6.52171,-12.60935,-0.47119,0.9496,18.63,0.0193,29.74,1.62,0.472,0.501,0.073,0.0082,0.0500
5575,-47.33088,-27.71175,-19.61913,-6.52755,-12.61940,-0.47218,0.9504,18.61,0.0193,29.50,1.61,0.472,0.501,0.073,0.0082,0.0500
5600,-47.29738,-27.69571,-19.60167,-6.53126,-12.60783,-0.46257,0.9510,18.58,0.0193,29.26,1.42,0.472,0.501,0.073,0.0082,0.0500
5625,-47.28815,-27.68221,-19.60594,-6.49521,-12.62546,-0.48527,0.9457,108.73,0.1127,29.12,2.11,0.472,0.501,0.073,0.0082,0.0500
5650,-47.33484,-27.72126,-19.61359,-6.49688,-12.62525,-0.49145,0.9460,108.66,0.1126,29.34,2.30,0.473,0.501,0.073,0.0082,0.0500
5675,-47.35979,-27.76301,-19.59678,-6.51757,-12.61660,-0.46261,0.9490,108.54,0.1125,29.07,2.52,0.473,0.501,0.073,0.0082,0.0500
5700,-47.33305,-27.74070,-19.59235,-6.48369,-12.60689,-0.50177,0.9440,108.73,0.1127,29.28,2.28,0.473,0.501,0.073,0.0082,0.0500
5725,-47.31359,-27.73877,-19.57482,-6.53065,-12.57715,-0.46701,0.9509,108.67,0.1126,29.22,2.21,0.473,0.501,0.073,0.0082,0.0500
5750,-47.38033,-27.78862,-19.59171,-6.47710,-12.61760,-0.49701,0.9431,108.67,0.1126,29.37,2.46,0.473,0.501,0.073,0.0082,0.0500
5775,-47.42369,-27.82120,-19.60249,-6.53805,-12.58190,-0.48254,0.9520,108.63,0.1126,29.44,2.54,0.473,0.501,0.073,0.0082,0.0500
5800,-47.45127,-27.85360,-19.59767,-6.49139,-12.63214,-0.47413,0.9452,18.58,0.0193,29.29,2.53,0.473,0.501,0.073,0.0082,0.0500
5825,-47.40547,-27.81116,-19.59431,-6.47796,-12.61929,-0.49705,0.9432,18.37,0.0190,29.43,1.81,0.473,0.501,0.073,0.0082,0.0500
5850,-47.49657,-27.87021,-19.62635,-6.54256,-12.61418,-0.46961,0.9526,-71.81,-0.0744,29.49,2.19,0.473,0.501,0.073,0.0082,0.0500
5875,-47.44628,-27.82970,-19.61658,-6.48522,-12.65392,-0.47744,0.9443,108.26,0.1122,29.47,2.17,0.473,0.501,0.073,0.0082,0.0500
5900,-47.45071,-27.85789,-19.59281,-6.48583,-12.61817,-0.48881,0.9444,18.31,0.0190,29.36,2.43,0.473,0.501,0.073,0.0082,0.0500
5925,-47.46500,-27.89321,-19.57179,-6.48280,-12.61087,-0.47813,0.9439,18.30,0.0190,29.32,2.60,0.473,0.500,0.073,0.0082,0.0500
5950,-47.44491,-27.88903,-19.55588,-6.46366,-12.58762,-0.50460,0.9411,108.34,0.1123,29.46,2.57,0.474,0.500,0.073,0.0082,0.0500
5975,-47.48213,-27.87412,-19.60801,-6.50492,-12.63451,-0.46858,0.9471,18.28,0.0189,29.57,2.07,0.474,0.500,0.073,0.0082,0.0500
6000,-47.52397,-27.89486,-19.62912,-6.50509,-12.66073,-0.46330,0.9472,18.26,0.0189,29.60,1.83,0.474,0.500,0.069,0.0078,0.0500
6025,-47.48617,-27.87043,-19.61574,-6.51823,-12.63630,-0.46122,0.9491,18.17,0.0188,29.60,1.84,0.474,0.500,0.069,0.0078,0.0500
6050,-47.44984,-27.85232,-19.59752,-6.51638,-12.62131,-0.45983,0.9488,18.19,0.0189,29.55,2.07,0.474,0.500,0.069,0.0078,0.0500
6075,-47.46656,-27.90977,-19.55679,-6.51052,-12.56953,-0.47674,0.9480,-71.83,-0.0744,29.37,2.50,0.474,0.500,0.069,0.0078,0.0500
6100,-47.49470,-27.86389,-19.63082,-6.52464,-12.63644,-0.46973,0.9500,-71.71,-0.0743,29.38,2.51,0.474,0.500,0.069,0.0078,0.0500
6125,-47.51732,-27.89083,-19.62649,-6.52559,-12.63968,-0.46122,0.9501,18.39,0.0191,29.41,2.45,0.474,0.500,0.069,0.0078,0.0500
6150,-47.55254,-27.93764,-19.61491,-6.50765,-12.62854,-0.47872,0.9475,-71.62,-0.0742,29.11,2.80,0.474,0.500,0.069,0.0078,0.0500
