cycle,Eall,EvdW,Emag,Ez,Edd,Ea,Mz,twist_deg,twist_rate,width_nm,coil_nm,acc_mech,acc_mag,delta_s,delta_a,delta_tw
5825,-23.14833,-7.79853,-15.34981,-6.52639,-8.22019,-0.60323,0.9503,-196.04,-0.2032,30.57,6.33,0.469,0.503,0.243,0.0273,0.0500
5850,-23.07439,-7.78164,-15.29275,-6.51226,-8.17714,-0.60335,0.9482,-195.55,-0.2027,30.89,5.80,0.469,0.503,0.243,0.0273,0.0500
5875,-23.06838,-7.76223,-15.30616,-6.48276,-8.22143,-0.60196,0.9439,-195.72,-0.2029,30.77,5.90,0.469,0.503,0.243,0.0273,0.0500
5900,-23.12262,-7.78582,-15.33680,-6.51468,-8.23883,-0.58329,0.9486,-105.67,-0.1096,31.31,5.55,0.469,0.503,0.243,0.0273,0.0500
5925,-23.08219,-7.77401,-15.30818,-6.47618,-8.24025,-0.59175,0.9430,-14.41,-0.0149,31.11,5.98,0.469,0.503,0.243,0.0273,0.0500
5950,-23.14392,-7.80681,-15.33710,-6.51246,-8.21375,-0.61090,0.9482,-15.49,-0.0161,31.11,5.81,0.469,0.503,0.243,0.0273,0.0500
5975,-23.11166,-7.81714,-15.29452,-6.49092,-8.21926,-0.58434,0.9451,-106.06,-0.1100,31.01,5.66,0.469,0.503,0.243,0.0273,0.0500
6000,-23.13143,-7.79935,-15.33209,-6.49904,-8.22887,-0.60418,0.9463,-105.59,-0.1095,30.65,5.97,0.469,0.503,0.231,0.0259,0.0500
6025,-23.16101,-7.80187,-15.35914,-6.50735,-8.24513,-0.60667,0.9475,-196.16,-0.2034,31.11,5.37,0.469,0.503,0.231,0.0259,0.0500
6050,-23.10691,-7.75059,-15.35633,-6.52388,-8.22734,-0.60511,0.9499,-106.03,-0.1100,30.81,5.58,0.469,0.503,0.231,0.0259,0.0500
6075,-23.20959,-7.85704,-15.35254,-6.50433,-8.23944,-0.60878,0.9470,-13.70,-0.0142,30.61,6.12,0.469,0.503,0.231,0.0259,0.0500
6100,-23.20492,-7.82488,-15.38004,-6.54357,-8.24150,-0.59497,0.9528,-193.32,-0.2004,31.20,5.86,0.470,0.503,0.231,0.0259,0.0500
6125,-23.10876,-7.74673,-15.36203,-6.51466,-8.23747,-0.60990,0.9486,-193.16,-0.2003,30.93,5.72,0.470,0.503,0.231,0.0259,0.0500
6150,-23.09049,-7.77095,-15.31954,-6.48878,-8.23434,-0.59641,0.9448,-103.63,-0.1075,30.91,6.01,0.470,0.503,0.231,0.0259,0.0500
6175,-23.17428,-7.77559,-15.39869,-6.55058,-8.25627,-0.59184,0.9538,-103.95,-0.1078,31.17,5.88,0.470,0.503,0.231,0.0259,0.0500
6200,-23.12453,-7.78477,-15.33977,-6.53357,-8.20421,-0.60198,0.9513,-14.27,-0.0148,31.12,6.07,0.470,0.503,0.231,0.0259,0.0500
6225,-23.14540,-7.79685,-15.34854,-6.52068,-8.26896,-0.55890,0.9494,-106.47,-0.1104,31.25,5.87,0.470,0.503,0.231,0.0259,0.0500
6250,-23.11634,-7.75983,-15.35651,-6.52577,-8.23138,-0.59936,0.9502,-106.60,-0.1105,31.34,5.80,0.470,0.503,0.231,0.0259,0.0500
6275,-23.12392,-7.77238,-15.35155,-6.51521,-8.24476,-0.59157,0.9486,-196.49,-0.2037,31.03,5.99,0.470,0.503,0.231,0.0259,0.0500
6300,-23.12351,-7.81143,-15.31208,-6.49993,-8.18455,-0.62760,0.9464,-196.00,-0.2032,30.88,6.17,0.470,0.503,0.231,0.0259,0.0500
6325,-23.14090,-7.81373,-15.32718,-6.50583,-8.22221,-0.59914,0.9473,-105.48,-0.1093,31.38,5.61,0.470,0.503,0.231,0.0259,0.0500
6350,-23.18474,-7.85629,-15.32845,-6.51811,-8.21141,-0.59893,0.9491,-196.05,-0.2032,31.40,5.56,0.470,0.503,0.231,0.0259,0.0500
6375,-23.22986,-7.88728,-15.34258,-6.49956,-8.25389,-0.58913,0.9464,-15.89,-0.0165,30.69,5.79,0.470,0.503,0.231,0.0259,0.0500
6400,-23.26194,-7.89200,-15.36994,-6.50698,-8.25583,-0.60713,0.9474,-16.22,-0.0168,30.86,5.98,0.470,0.503,0.231,0.0259,0.0500
6425,-23.14210,-7.83588,-15.30622,-6.49266,-8.21330,-0.60026,0.9454,-105.54,-0.1094,30.80,5.90,0.470,0.503,0.231,0.0259,0.0500
6450,-23.22333,-7.83897,-15.38436,-6.51598,-8.25429,-0.61409,0.9487,-15.53,-0.0161,30.36,6.05,0.470,0.503,0.231,0.0259,0.0500
6475,-23.13397,-7.79993,-15.33404,-6.53252,-8.21571,-0.58580,0.9512,-15.32,-0.0159,31.13,6.08,0.470,0.503,0.231,0.0259,0.0500
6500,-23.21015,-7.88082,-15.32933,-6.50274,-8.21772,-0.60887,0.9468,-105.53,-0.1094,30.90,5.85,0.470,0.503,0.231,0.0259,0.0500
6525,-23.22365,-7.84153,-15.38212,-6.53272,-8.25768,-0.59172,0.9512,-106.32,-0.1102,30.87,6.49,0.470,0.503,0.231,0.0259,0.0500
6550,-23.03833,-7.73705,-15.30129,-6.51199,-8.19238,-0.59692,0.9482,-106.13,-0.1101,31.18,6.21,0.470,0.503,0.231,0.0259,0.0500
6575,-23.10974,-7.72633,-15.38341,-6.52386,-8.27820,-0.58135,0.9499,-106.07,-0.1100,30.93,6.20,0.470,0.503,0.231,0.0259,0.0500
6600,-23.10479,-7.78275,-15.32203,-6.52362,-8.20995,-0.58846,0.9499,-16.12,-0.0167,30.54,6.33,0.470,0.502,0.231,0.0259,0.0500
6625,-23.19101,-7.82570,-15.36531,-6.51483,-8.24472,-0.60576,0.9486,-106.15,-0.1101,31.21,5.83,0.470,0.502,0.231,0.0259,0.0500
6650,-23.10805,-7.78871,-15.31934,-6.52385,-8.20078,-0.59471,0.9499,-15.81,-0.0164,31.37,5.92,0.470,0.502,0.231,0.0259,0.0500
6675,-23.10870,-7.79286,-15.31584,-6.51093,-8.19793,-0.60698,0.9480,-15.90,-0.0165,31.50,5.97,0.470,0.502,0.231,0.0259,0.0500
6700,-23.16457,-7.84143,-15.32315,-6.51434,-8.22390,-0.58491,0.9485,-195.09,-0.2024,31.35,6.16,0.470,0.502,0.231,0.0259,0.0500
6725,-23.21822,-7.85373,-15.36449,-6.51757,-8.25377,-0.59315,0.9490,-14.45,-0.0150,31.37,5.87,0.470,0.502,0.231,0.0259,0.0500
6750,-23.26016,-7.85882,-15.40134,-6.54312,-8.28281,-0.57541,0.9527,75.27,0.0781,31.73,5.49,0.470,0.502,0.231,0.0259,0.0500
6775,-23.22353,-7.85092,-15.37261,-6.51221,-8.24277,-0.61763,0.9482,-14.89,-0.0154,31.13,5.86,0.471,0.502,0.231,0.0259,0.0500
6800,-23.25631,-7.85431,-15.40201,-6.54479,-8.28118,-0.57603,0.9529,-15.17,-0.0157,30.96,5.69,0.471,0.502,0.231,0.0259,0.0500
6825,-23.19185,-7.89660,-15.29526,-6.51292,-8.18791,-0.59443,0.9483,-14.69,-0.0152,31.09,6.04,0.471,0.502,0.231,0.0259,0.0500
6850,-23.14211,-7.86626,-15.27585,-6.48773,-8.18805,-0.60008,0.9446,75.14,0.0779,30.84,6.34,0.471,0.502,0.231,0.0259,0.0500
6875,-23.13760,-7.85566,-15.28194,-6.49109,-8.18626,-0.60460,0.9451,75.22,0.0780,31.23,5.78,0.471,0.502,0.231,0.0259,0.0500
6900,-23.18265,-7.79707,-15.38557,-6.53166,-8.26333,-0.59058,0.9510,74.92,0.0777,31.07,6.17,0.471,0.502,0.231,0.0259,0.0500
6925,-23.14224,-7.78870,-15.35354,-6.53456,-8.22721,-0.59177,0.9515,164.68,0.1708,31.07,6.00,0.471,0.502,0.231,0.0259,0.0500
6950,-23.14739,-7.77253,-15.37486,-6.53621,-8.26839,-0.57025,0.9517,74.75,0.0775,31.18,5.93,0.471,0.502,0.231,0.0259,0.0500
6975,-23.02573,-7.75707,-15.26866,-6.49894,-8.18360,-0.58612,0.9463,-15.14,-0.0157,31.85,5.49,0.471,0.502,0.231,0.0259,0.0500
7000,-23.06999,-7.74259,-15.32740,-6.51510,-8.22624,-0.58606,0.9486,-14.87,-0.0154,31.37,6.09,0.471,0.502,0.219,0.0246,0.0500
7025,-23.13163,-7.75778,-15.37385,-6.53843,-8.24261,-0.59281,0.9520,-14.60,-0.0151,31.39,6.12,0.471,0.502,0.219,0.0246,0.0500
7050,-23.13309,-7.80165,-15.33144,-6.52531,-8.21771,-0.58841,0.9501,-14.84,-0.0154,31.00,6.12,0.471,0.502,0.219,0.0246,0.0500
7075,-23.18066,-7.85285,-15.32781,-6.52594,-8.21019,-0.59169,0.9502,164.58,0.1706,31.01,6.32,0.471,0.502,0.219,0.0246,0.0500
7100,-23.09906,-7.79161,-15.30744,-6.50695,-8.21680,-0.58369,0.9474,164.64,0.1707,30.83,6.21,0.471,0.502,0.219,0.0246,0.0500
7125,-23.10156,-7.78119,-15.32037,-6.50154,-8.23057,-0.58826,0.9466,-14.93,-0.0155,31.24,6.52,0.471,0.502,0.219,0.0246,0.0500
7150,-23.09185,-7.80232,-15.28953,-6.49030,-8.19026,-0.60897,0.9450,74.53,0.0773,30.99,6.78,0.472,0.502,0.219,0.0246,0.0500
7175,-23.12900,-7.81944,-15.30955,-6.52418,-8.21992,-0.56545,0.9499,-15.11,-0.0157,31.28,6.72,0.472,0.502,0.219,0.0246,0.0500
7200,-23.13942,-7.82181,-15.31761,-6.49918,-8.22040,-0.59804,0.9463,165.05,0.1712,31.25,6.08,0.472,0.502,0.219,0.0246,0.0500
7225,-23.20606,-7.87348,-15.33258,-6.51823,-8.20468,-0.60967,0.9491,75.30,0.0781,31.19,6.53,0.472,0.502,0.219,0.0246,0.0500
7250,-23.16635,-7.84444,-15.32191,-6.50873,-8.24114,-0.57205,0.9477,-14.93,-0.0155,31.12,5.89,0.472,0.502,0.219,0.0246,0.0500
7275,-23.24585,-7.85822,-15.38763,-6.53813,-8.25765,-0.59185,0.9520,75.04,0.0778,31.28,6.17,0.472,0.502,0.219,0.0246,0.0500
7300,-23.22724,-7.85202,-15.37522,-6.52377,-8.26142,-0.59003,0.9499,74.68,0.0774,30.89,6.27,0.472,0.502,0.219,0.0246,0.0500
7325,-23.27992,-7.89093,-15.38899,-6.54214,-8.25374,-0.59311,0.9526,74.61,0.0774,31.34,6.18,0.472,0.502,0.219,0.0246,0.0500
7350,-23.23225,-7.88182,-15.35043,-6.51429,-8.24576,-0.59037,0.9485,73.01,0.0757,30.79,6.08,0.472,0.502,0.219,0.0246,0.0500
7375,-23.23711,-7.87987,-15.35724,-6.52205,-8.25191,-0.58328,0.9496,72.05,0.0747,31.15,5.81,0.472,0.502,0.219,0.0246,0.0500
7400,-23.25382,-7.86852,-15.38529,-6.53278,-8.25394,-0.59857,0.9512,73.15,0.0758,31.20,5.66,0.472,0.502,0.219,0.0246,0.0500
7425,-23.22499,-7.82829,-15.39670,-6.52715,-8.27709,-0.59246,0.9504,-18.29,-0.0190,31.52,5.77,0.472,0.502,0.219,0.0246,0.0500
7450,-23.24670,-7.85925,-15.38744,-6.53453,-8.26686,-0.58605,0.9514,72.58,0.0752,31.34,5.78,0.472,0.502,0.219,0.0246,0.0500
7475,-23.09937,-7.82016,-15.27921,-6.50909,-8.17478,-0.59533,0.9477,-17.30,-0.0179,30.92,5.78,0.472,0.502,0.219,0.0246,0.0500
7500,-23.19470,-7.86074,-15.33396,-6.49975,-8.23176,-0.60246,0.9464,-16.06,-0.0167,31.02,5.90,0.472,0.502,0.219,0.0246,0.0500
7525,-23.25655,-7.91561,-15.34095,-6.54063,-8.19808,-0.60225,0.9523,74.34,0.0771,30.75,6.02,0.472,0.502,0.219,0.0246,0.0500
7550,-23.25577,-7.90940,-15.34636,-6.52206,-8.22230,-0.60201,0.9496,-16.25,-0.0168,31.38,5.86,0.472,0.502,0.219,0.0246,0.0500
7575,-23.20003,-7.87417,-15.32586,-6.50386,-8.21200,-0.60999,0.9470,-196.76,-0.2039,31.17,5.82,0.473,0.503,0.219,0.0246,0.0500
7600,-23.23617,-7.88062,-15.35555,-6.51675,-8.23384,-0.60496,0.9489,-106.08,-0.1099,31.21,5.59,0.473,0.503,0.219,0.0246,0.0500
7625,-23.27211,-7.89880,-15.37332,-6.53690,-8.24863,-0.58779,0.9518,-16.35,-0.0169,31.13,5.41,0.473,0.503,0.219,0.0246,0.0500
7650,-23.28541,-7.93043,-15.35498,-6.50213,-8.25155,-0.60130,0.9467,164.95,0.1710,31.62,5.11,0.473,0.503,0.219,0.0246,0.0500
7675,-23.21425,-7.88619,-15.32806,-6.51850,-8.20348,-0.60608,0.9491,164.59,0.1706,31.66,5.36,0.473,0.503,0.219,0.0246,0.0500
7700,-23.23801,-7.88771,-15.35030,-6.51448,-8.24004,-0.59578,0.9485,75.43,0.0782,31.27,5.26,0.473,0.503,0.219,0.0246,0.0500
7725,-23.19898,-7.84953,-15.34944,-6.50548,-8.25542,-0.58855,0.9472,75.93,0.0787,31.06,5.47,0.473,0.503,0.219,0.0246,0.0500
7750,-23.23245,-7.90701,-15.32543,-6.50720,-8.21147,-0.60676,0.9475,75.46,0.0782,30.97,5.78,0.473,0.503,0.219,0.0246,0.0500
7775,-23.29505,-7.92340,-15.37165,-6.52071,-8.26229,-0.58866,0.9494,75.38,0.0782,31.05,5.56,0.473,0.503,0.219,0.0246,0.0500
7800,-23.31820,-7.92144,-15.39675,-6.51322,-8.28503,-0.59850,0.9483,-15.02,-0.0156,30.53,6.13,0.473,0.503,0.219,0.0246,0.0500
7825,-23.26330,-7.91309,-15.35021,-6.52588,-8.24157,-0.58276,0.9502,-17.21,-0.0178,30.57,6.11,0.473,0.503,0.219,0.0246,0.0500
7850,-23.24689,-7.84103,-15.40586,-6.51240,-8.28917,-0.60429,0.9482,-17.26,-0.0179,30.73,5.92,0.473,0.503,0.219,0.0246,0.0500
7875,-23.29506,-7.92895,-15.36611,-6.52279,-8.24475,-0.59857,0.9497,74.82,0.0776,30.65,5.33,0.473,0.503,0.219,0.0246,0.0500
7900,-23.28025,-7.94980,-15.33045,-6.50562,-8.21428,-0.61055,0.9472,74.97,0.0777,30.96,5.22,0.473,0.503,0.219,0.0246,0.0500
7925,-23.29538,-7.93495,-15.36043,-6.52103,-8.27124,-0.56816,0.9495,76.48,0.0793,31.04,5.48,0.473,0.503,0.219,0.0246,0.0500
7950,-23.32918,-7.93920,-15.38997,-6.53519,-8.26582,-0.58897,0.9515,77.13,0.0799,31.33,5.85,0.473,0.503,0.219,0.0246,0.0500
7975,-23.28062,-7.92906,-15.35156,-6.53852,-8.23062,-0.58242,0.9520,77.57,0.0804,31.29,5.98,0.473,0.503,0.219,0.0246,0.0500
8000,-23.31968,-7.97321,-15.34648,-6.51434,-8.23120,-0.60094,0.9485,75.90,0.0787,31.48,5.72,0.473,0.503,0.208,0.0234,0.0500
8025,-23.33266,-7.98642,-15.34624,-6.51056,-8.22675,-0.60893,0.9480,76.22,0.0790,30.94,5.83,0.474,0.503,0.208,0.0234,0.0500
8050,-23.27471,-7.95587,-15.31884,-6.48602,-8.22562,-0.60721,0.9444,-13.73,-0.0142,31.56,6.14,0.474,0.503,0.208,0.0234,0.0500
8075,-23.26658,-7.94808,-15.31850,-6.52510,-8.20172,-0.59168,0.9501,-12.81,-0.0133,31.61,6.07,0.474,0.503,0.208,0.0234,0.0500
8100,-23.27145,-7.93564,-15.33581,-6.51183,-8.20725,-0.61673,0.9481,-12.64,-0.0131,31.01,6.13,0.474,0.503,0.208,0.0234,0.0500
8125,-23.25373,-7.87742,-15.37632,-6.53825,-8.23969,-0.59838,0.9520,-102.49,-0.1063,30.95,6.59,0.474,0.503,0.208,0.0234,0.0500
8150,-23.29498,-7.89279,-15.40219,-6.52583,-8.26670,-0.60966,0.9502,77.58,0.0804,31.17,6.72,0.474,0.503,0.208,0.0234,0.0500
8175,-23.26903,-7.93454,-15.33449,-6.51698,-8.22991,-0.58760,0.9489,-12.66,-0.0131,31.22,6.53,0.474,0.503,0.208,0.0234,0.0500
8200,-23.15657,-7.83536,-15.32121,-6.49230,-8.21662,-0.61229,0.9453,77.61,0.0805,31.34,6.63,0.474,0.503,0.208,0.0234,0.0500
8225,-23.38844,-7.99482,-15.39362,-6.53116,-8.27095,-0.59151,0.9510,-13.92,-0.0144,31.14,6.60,0.474,0.503,0.208,0.0234,0.0500
8250,-23.33326,-7.99079,-15.34247,-6.48821,-8.23566,-0.61861,0.9447,-12.42,-0.0129,30.73,6.98,0.474,0.503,0.208,0.0234,0.0500
8275,-23.37351,-7.96846,-15.40506,-6.53995,-8.28495,-0.58016,0.9522,77.35,0.0802,30.65,7.02,0.474,0.503,0.208,0.0234,0.0500
8300,-23.23362,-7.89489,-15.33873,-6.50610,-8.21595,-0.61668,0.9473,-13.58,-0.0141,30.31,6.74,0.474,0.503,0.208,0.0234,0.0500
8325,-23.33428,-7.99223,-15.34204,-6.50823,-8.22478,-0.60903,0.9476,-12.23,-0.0127,30.50,7.04,0.474,0.503,0.208,0.0234,0.0500
8350,-23.28594,-7.94946,-15.33648,-6.50299,-8.25147,-0.58202,0.9469,-146.16,-0.1511,30.77,6.75,0.475,0.502,0.208,0.0234,0.0500
8375,-23.22972,-7.89736,-15.33236,-6.52614,-8.20041,-0.60581,0.9502,-12.04,-0.0125,30.17,6.95,0.475,0.502,0.208,0.0234,0.0500
8400,-23.33227,-7.96407,-15.36820,-6.51431,-8.25707,-0.59682,0.9485,-13.86,-0.0144,30.37,6.91,0.475,0.502,0.208,0.0234,0.0500
8425,-23.27493,-7.94339,-15.33153,-6.51956,-8.22173,-0.59025,0.9493,-13.47,-0.0140,30.69,6.32,0.475,0.502,0.208,0.0234,0.0500
8450,-23.34080,-7.96473,-15.37606,-6.49740,-8.26721,-0.61145,0.9460,74.78,0.0775,30.81,6.18,0.475,0.502,0.208,0.0234,0.0500
8475,-23.29998,-7.94157,-15.35841,-6.50302,-8.25065,-0.60474,0.9469,73.09,0.0757,30.59,6.27,0.475,0.502,0.208,0.0234,0.0500
8500,-23.28595,-7.90723,-15.37872,-6.50969,-8.24795,-0.62108,0.9478,72.51,0.0752,30.81,6.27,0.475,0.502,0.208,0.0234,0.0500
8525,-23.30721,-7.94268,-15.36452,-6.51572,-8.27035,-0.57846,0.9487,-108.74,-0.1127,30.97,6.09,0.475,0.502,0.208,0.0234,0.0500
8550,-23.28242,-7.90537,-15.37705,-6.50660,-8.23013,-0.64032,0.9474,72.50,0.0751,31.40,5.97,0.475,0.502,0.208,0.0234,0.0500
8575,-23.29489,-7.91776,-15.37714,-6.52027,-8.24775,-0.60912,0.9494,72.89,0.0756,31.18,5.91,0.475,0.502,0.208,0.0234,0.0500
8600,-23.36640,-7.96238,-15.40402,-6.54643,-8.24823,-0.60936,0.9532,72.84,0.0755,31.12,6.12,0.475,0.502,0.208,0.0234,0.0500
8625,-23.36983,-7.95425,-15.41558,-6.53936,-8.26175,-0.61448,0.9521,73.45,0.0761,31.43,6.00,0.475,0.502,0.208,0.0234,0.0500
8650,-23.39107,-7.98527,-15.40580,-6.51346,-8.27027,-0.62206,0.9484,77.07,0.0799,30.84,6.33,0.475,0.502,0.208,0.0234,0.0500
8675,-23.28503,-7.92803,-15.35701,-6.50555,-8.23899,-0.61247,0.9472,75.41,0.0782,30.69,6.52,0.476,0.502,0.208,0.0234,0.0500
8700,-23.28600,-7.90265,-15.38335,-6.50918,-8.26642,-0.60775,0.9478,76.59,0.0794,30.44,6.31,0.476,0.502,0.208,0.0234,0.0500
8725,-23.35152,-7.96272,-15.38880,-6.50845,-8.26031,-0.62004,0.9477,75.19,0.0779,30.67,6.49,0.476,0.502,0.208,0.0234,0.0500
8750,-23.33240,-7.95320,-15.37920,-6.52110,-8.24523,-0.61288,0.9495,167.47,0.1736,30.56,6.43,0.476,0.502,0.208,0.0234,0.0500
8775,-23.37116,-7.93947,-15.43169,-6.54621,-8.28349,-0.60199,0.9531,-12.43,-0.0129,30.73,6.29,0.476,0.502,0.208,0.0234,0.0500
8800,-23.30835,-7.92532,-15.38303,-6.50722,-8.25316,-0.62265,0.9475,-12.58,-0.0130,30.71,6.36,0.476,0.502,0.208,0.0234,0.0500
8825,-23.37562,-7.98547,-15.39015,-6.50297,-8.27623,-0.61095,0.9469,77.33,0.0802,31.04,6.07,0.476,0.502,0.208,0.0234,0.0500
8850,-23.33415,-7.94404,-15.39011,-6.49365,-8.28113,-0.61533,0.9455,-12.90,-0.0134,30.95,6.01,0.476,0.502,0.208,0.0234,0.0500
8875,-23.42100,-8.02061,-15.40039,-6.52227,-8.26435,-0.61376,0.9497,-13.04,-0.0135,30.97,6.10,0.476,0.502,0.208,0.0234,0.0500
8900,-23.39863,-7.99074,-15.40789,-6.51743,-8.29315,-0.59730,0.9490,75.79,0.0786,30.52,6.12,0.476,0.502,0.208,0.0234,0.0500
8925,-23.40423,-8.01055,-15.39368,-6.48356,-8.29216,-0.61796,0.9440,-13.66,-0.0142,30.50,6.12,0.476,0.502,0.208,0.0234,0.0500
8950,-23.38273,-8.03417,-15.34857,-6.51659,-8.24438,-0.58760,0.9488,-103.18,-0.1070,30.65,6.02,0.476,0.502,0.208,0.0234,0.0500
8975,-23.44279,-8.04254,-15.40026,-6.50992,-8.27174,-0.61860,0.9479,-12.73,-0.0132,30.90,6.24,0.476,0.502,0.208,0.0234,0.0500
9000,-23.46318,-8.07216,-15.39102,-6.50456,-8.27250,-0.61396,0.9471,74.84,0.0776,30.61,6.33,0.476,0.502,0.198,0.0222,0.0500
9025,-23.41961,-7.99549,-15.42412,-6.52778,-8.29066,-0.60568,0.9505,77.76,0.0806,30.60,6.18,0.476,0.502,0.198,0.0222,0.0500
9050,-23.39614,-7.96536,-15.43078,-6.53670,-8.29407,-0.60001,0.9518,-104.56,-0.1083,30.52,6.15,0.477,0.502,0.198,0.0222,0.0500
9075,-23.40432,-7.96700,-15.43733,-6.52424,-8.29478,-0.61830,0.9499,-101.92,-0.1057,31.03,6.05,0.477,0.502,0.198,0.0222,0.0500
9100,-23.42899,-8.02325,-15.40575,-6.50550,-8.29422,-0.60602,0.9472,-103.85,-0.1077,31.42,6.34,0.477,0.502,0.198,0.0222,0.0500
9125,-23.41963,-8.02446,-15.39517,-6.51184,-8.26827,-0.61505,0.9481,-14.31,-0.0148,31.10,6.52,0.477,0.502,0.198,0.0222,0.0500
9150,-23.46755,-8.07587,-15.39168,-6.49686,-8.27887,-0.61595,0.9460,-14.07,-0.0146,31.14,6.47,0.477,0.502,0.198,0.0222,0.0500
9175,-23.44209,-8.05173,-15.39035,-6.51679,-8.25959,-0.61396,0.9489,-13.99,-0.0145,31.38,6.21,0.477,0.502,0.198,0.0222,0.0500
9200,-23.36332,-7.97096,-15.39236,-6.50478,-8.28960,-0.59798,0.9471,-12.92,-0.0134,31.19,6.45,0.477,0.502,0.198,0.0222,0.0500
9225,-23.42415,-8.01608,-15.40807,-6.52072,-8.27457,-0.61278,0.9494,-14.12,-0.0146,31.11,5.96,0.477,0.502,0.198,0.0222,0.0500
9250,-23.40200,-7.99485,-15.40716,-6.52244,-8.27752,-0.60720,0.9497,-13.66,-0.0142,31.11,6.04,0.477,0.502,0.198,0.0222,0.0500
9275,-23.44835,-8.03861,-15.40974,-6.50916,-8.28679,-0.61379,0.9478,-12.81,-0.0133,31.39,5.92,0.477,0.502,0.198,0.0222,0.0500
9300,-23.43856,-8.03929,-15.39927,-6.51385,-8.28591,-0.59950,0.9484,167.37,0.1735,31.15,6.31,0.477,0.502,0.198,0.0222,0.0500
9325,-23.41031,-8.03654,-15.37377,-6.50559,-8.25369,-0.61449,0.9472,78.02,0.0809,31.04,6.12,0.478,0.502,0.198,0.0222,0.0500
9350,-23.47301,-8.06290,-15.41011,-6.52471,-8.26845,-0.61696,0.9500,167.59,0.1737,31.12,6.28,0.478,0.502,0.198,0.0222,0.0500
9375,-23.52273,-8.16482,-15.35791,-6.48387,-8.24492,-0.62912,0.9441,77.30,0.0801,30.81,6.31,0.478,0.502,0.198,0.0222,0.0500
9400,-23.53941,-8.13964,-15.39977,-6.50981,-8.29818,-0.59179,0.9478,77.33,0.0802,31.15,6.29,0.478,0.502,0.198,0.0222,0.0500
9425,-23.44758,-8.07800,-15.36958,-6.51897,-8.23648,-0.61413,0.9492,-11.64,-0.0121,31.17,6.68,0.478,0.502,0.198,0.0222,0.0500
9450,-23.48964,-8.09619,-15.39345,-6.52491,-8.25436,-0.61418,0.9500,78.18,0.0811,31.53,6.29,0.478,0.502,0.198,0.0222,0.0500
9475,-23.53939,-8.06815,-15.47124,-6.54768,-8.31651,-0.60706,0.9534,-11.42,-0.0118,31.43,6.37,0.478,0.502,0.198,0.0222,0.0500
9500,-23.53790,-8.14264,-15.39526,-6.52146,-8.28047,-0.59332,0.9495,-11.27,-0.0117,31.37,6.24,0.478,0.502,0.198,0.0222,0.0500
9525,-23.55466,-8.14089,-15.41377,-6.52780,-8.29945,-0.58652,0.9505,-20.86,-0.0215,30.89,6.86,0.478,0.502,0.198,0.0222,0.0500
9550,-23.51101,-8.14711,-15.36389,-6.49838,-8.23933,-0.62618,0.9462,-11.64,-0.0121,31.40,6.46,0.478,0.502,0.198,0.0222,0.0500
9575,-23.49869,-8.17164,-15.32705,-6.48743,-8.22459,-0.61503,0.9446,-20.34,-0.0210,31.26,6.55,0.478,0.502,0.198,0.0222,0.0500
9600,-23.49547,-8.11050,-15.38497,-6.53078,-8.24762,-0.60657,0.9509,-13.65,-0.0142,31.69,6.25,0.478,0.502,0.198,0.0222,0.0500
9625,-23.48220,-8.10713,-15.37508,-6.51929,-8.27229,-0.58350,0.9492,-13.76,-0.0143,31.63,6.11,0.478,0.502,0.198,0.0222,0.0500
9650,-23.50565,-8.10024,-15.40541,-6.49948,-8.29043,-0.61550,0.9463,-13.56,-0.0141,30.98,6.33,0.478,0.502,0.198,0.0222,0.0500
9675,-23.50504,-8.09212,-15.41292,-6.52413,-8.28088,-0.60791,0.9499,-13.94,-0.0144,31.15,6.11,0.478,0.502,0.198,0.0222,0.0500
9700,-23.39904,-8.07260,-15.32644,-6.48028,-8.21443,-0.63174,0.9435,-13.04,-0.0135,31.19,6.53,0.479,0.502,0.198,0.0222,0.0500
9725,-23.46914,-8.08790,-15.38124,-6.50609,-8.25665,-0.61850,0.9473,-13.25,-0.0137,31.00,6.03,0.479,0.502,0.198,0.0222,0.0500
9750,-23.42353,-8.05049,-15.37304,-6.51351,-8.23196,-0.62757,0.9484,-13.13,-0.0136,31.30,6.01,0.479,0.502,0.198,0.0222,0.0500
9775,-23.44364,-8.07566,-15.36798,-6.51859,-8.24011,-0.60928,0.9491,-13.60,-0.0141,31.26,5.93,0.479,0.502,0.198,0.0222,0.0500
9800,-23.56714,-8.15907,-15.40806,-6.52234,-8.27557,-0.61015,0.9497,-12.15,-0.0126,31.25,6.20,0.479,0.502,0.198,0.0222,0.0500
9825,-23.51948,-8.13566,-15.38383,-6.51222,-8.25391,-0.61770,0.9482,-13.18,-0.0137,31.16,5.97,0.479,0.502,0.198,0.0222,0.0500
9850,-23.51961,-8.14211,-15.37750,-6.49920,-8.27734,-0.60096,0.9463,-12.71,-0.0132,31.27,5.70,0.479,0.502,0.198,0.0222,0.0500
9875,-23.52774,-8.14584,-15.38191,-6.48222,-8.28285,-0.61684,0.9438,-13.05,-0.0135,31.23,5.72,0.479,0.502,0.198,0.0222,0.0500
9900,-23.56886,-8.17327,-15.39560,-6.51995,-8.27050,-0.60514,0.9493,-19.71,-0.0204,31.06,6.34,0.479,0.502,0.198,0.0222,0.0500
9925,-23.45345,-8.06898,-15.38447,-6.50649,-8.24880,-0.62918,0.9474,69.42,0.0717,31.12,6.44,0.479,0.502,0.198,0.0222,0.0500
