cycle,Eall,EvdW,Emag,Ez,Edd,Ea,Mz,twist_deg,twist_rate,width_nm,coil_nm,acc_mech,acc_mag,delta_s,delta_a,delta_tw
425,-35.22784,-20.06732,-15.16052,-6.47437,-8.22896,-0.45719,0.9427,-19.81,-0.0205,29.77,0.62,0.224,0.532,0.155,0.0174,0.0500
450,-35.32413,-20.14096,-15.18317,-6.48990,-8.23357,-0.45971,0.9449,-20.12,-0.0209,29.73,0.57,0.237,0.530,0.133,0.0149,0.0500
475,-35.36874,-20.15768,-15.21106,-6.50713,-8.24179,-0.46214,0.9475,-20.12,-0.0209,29.69,0.49,0.250,0.528,0.120,0.0135,0.0500
500,-35.41324,-20.20957,-15.20367,-6.51727,-8.23656,-0.44984,0.9489,-20.23,-0.0210,29.67,0.46,0.262,0.527,0.126,0.0141,0.0500
525,-35.36794,-20.19700,-15.17094,-6.49673,-8.21946,-0.45475,0.9459,-20.39,-0.0211,29.64,0.46,0.273,0.526,0.125,0.0141,0.0500
550,-35.53669,-20.30758,-15.22911,-6.51131,-8.26106,-0.45674,0.9481,-20.57,-0.0213,29.64,0.46,0.283,0.524,0.119,0.0133,0.0500
575,-35.55098,-20.32616,-15.22481,-6.50921,-8.26029,-0.45531,0.9478,-20.65,-0.0214,29.66,0.51,0.292,0.523,0.118,0.0133,0.0500
600,-35.59331,-20.38784,-15.20547,-6.49645,-8.25137,-0.45765,0.9459,-20.80,-0.0216,29.70,0.61,0.302,0.522,0.112,0.0126,0.0500
625,-35.71401,-20.44522,-15.26879,-6.55067,-8.27059,-0.44753,0.9538,-20.80,-0.0216,29.67,0.56,0.309,0.522,0.124,0.0139,0.0500
650,-35.61842,-20.44748,-15.17094,-6.45254,-8.23279,-0.48561,0.9395,-20.71,-0.0215,29.82,1.07,0.317,0.521,0.117,0.0132,0.0500
675,-35.68802,-20.45443,-15.23359,-6.48901,-8.27710,-0.46748,0.9448,-20.61,-0.0214,29.86,1.16,0.323,0.520,0.117,0.0131,0.0500
700,-35.62980,-20.44424,-15.18556,-6.49407,-8.20612,-0.48537,0.9456,-20.45,-0.0212,29.64,0.55,0.330,0.520,0.123,0.0138,0.0500
725,-35.80191,-20.56748,-15.23443,-6.49727,-8.28163,-0.45552,0.9460,-20.42,-0.0212,29.73,0.75,0.335,0.519,0.111,0.0124,0.0500
750,-35.77360,-20.63634,-15.13726,-6.49174,-8.17690,-0.46862,0.9452,-20.40,-0.0211,29.71,0.67,0.340,0.519,0.116,0.0130,0.0500
775,-35.94463,-20.72413,-15.22051,-6.49394,-8.24498,-0.48158,0.9455,-20.59,-0.0213,29.65,0.60,0.345,0.518,0.116,0.0130,0.0500
800,-35.95041,-20.77175,-15.17865,-6.49520,-8.21450,-0.46896,0.9457,-20.58,-0.0213,29.69,0.69,0.350,0.518,0.110,0.0123,0.0500
825,-35.97658,-20.78759,-15.18899,-6.47309,-8.22061,-0.49529,0.9425,-20.57,-0.0213,29.61,0.56,0.355,0.517,0.109,0.0123,0.0500
850,-36.05400,-20.83556,-15.21843,-6.45852,-8.26253,-0.49738,0.9404,-20.55,-0.0213,29.59,0.50,0.359,0.516,0.104,0.0116,0.0500
875,-36.10250,-20.88085,-15.22166,-6.50221,-8.24119,-0.47826,0.9467,-20.25,-0.0210,29.59,0.51,0.363,0.516,0.114,0.0128,0.0500
900,-36.01844,-20.84141,-15.17704,-6.49735,-8.20114,-0.47855,0.9460,-20.27,-0.0210,29.59,0.50,0.367,0.515,0.108,0.0121,0.0500
925,-36.12340,-20.91697,-15.20643,-6.46753,-8.26490,-0.47400,0.9417,-20.37,-0.0211,29.60,0.51,0.370,0.515,0.108,0.0121,0.0500
950,-36.19789,-20.93336,-15.26453,-6.53795,-8.27141,-0.45516,0.9519,-20.30,-0.0210,29.59,0.51,0.373,0.514,0.113,0.0127,0.0500
975,-36.21177,-20.97141,-15.24036,-6.52285,-8.25924,-0.45827,0.9497,-20.35,-0.0211,29.58,0.52,0.377,0.514,0.113,0.0126,0.0500
1000,-36.20833,-21.00405,-15.20428,-6.46276,-8.23507,-0.50645,0.9410,-20.50,-0.0212,29.55,0.52,0.380,0.514,0.107,0.0120,0.0500
1025,-36.26662,-21.05801,-15.20861,-6.47290,-8.24591,-0.48980,0.9425,-20.55,-0.0213,29.56,0.58,0.383,0.513,0.107,0.0120,0.0500
1050,-36.27207,-21.06805,-15.20402,-6.47235,-8.24696,-0.48471,0.9424,-20.57,-0.0213,29.56,0.57,0.386,0.513,0.101,0.0113,0.0500
1075,-36.32685,-21.14072,-15.18613,-6.48864,-8.21607,-0.48142,0.9448,-20.54,-0.0213,29.59,0.56,0.388,0.513,0.111,0.0125,0.0500
1100,-36.38211,-21.13384,-15.24827,-6.53455,-8.25219,-0.46153,0.9515,-20.45,-0.0212,29.56,0.62,0.391,0.513,0.105,0.0118,0.0500
1125,-36.31556,-21.14270,-15.17286,-6.47550,-8.20514,-0.49222,0.9429,-20.26,-0.0210,29.54,0.52,0.393,0.512,0.105,0.0118,0.0500
1150,-36.46952,-21.23027,-15.23925,-6.48083,-8.26432,-0.49409,0.9436,-19.95,-0.0207,29.53,0.52,0.396,0.512,0.100,0.0112,0.0500
1175,-36.43795,-21.23541,-15.20254,-6.50053,-8.22086,-0.48115,0.9465,-19.78,-0.0205,29.53,0.56,0.398,0.512,0.099,0.0112,0.0500
1200,-36.41426,-21.23470,-15.17956,-6.45630,-8.24643,-0.47683,0.9401,-19.88,-0.0206,29.53,0.56,0.400,0.512,0.104,0.0117,0.0500
1225,-36.54240,-21.32379,-15.21861,-6.46093,-8.26423,-0.49345,0.9407,-19.73,-0.0204,29.52,0.52,0.402,0.512,0.094,0.0105,0.0500
1250,-36.53076,-21.32886,-15.20190,-6.49266,-8.22136,-0.48788,0.9454,-19.72,-0.0204,29.53,0.57,0.404,0.511,0.098,0.0110,0.0500
1275,-36.55008,-21.35375,-15.19634,-6.46427,-8.23554,-0.49653,0.9412,-19.65,-0.0204,29.50,0.52,0.406,0.511,0.109,0.0122,0.0500
1300,-36.55600,-21.35601,-15.20000,-6.48670,-8.23177,-0.48153,0.9445,-19.86,-0.0206,29.50,0.46,0.408,0.511,0.103,0.0115,0.0500
1325,-36.57488,-21.36307,-15.21181,-6.49916,-8.24107,-0.47157,0.9463,-20.09,-0.0208,29.52,0.46,0.410,0.510,0.103,0.0115,0.0500
1350,-36.55172,-21.36854,-15.18318,-6.49215,-8.20890,-0.48213,0.9453,-19.96,-0.0207,29.53,0.51,0.411,0.510,0.097,0.0109,0.0500
1375,-36.59913,-21.34573,-15.25340,-6.48280,-8.28245,-0.48815,0.9439,-19.91,-0.0206,29.52,0.51,0.413,0.510,0.097,0.0109,0.0500
1400,-36.65425,-21.40355,-15.25070,-6.50713,-8.26393,-0.47964,0.9475,-20.21,-0.0209,29.53,0.57,0.414,0.510,0.102,0.0114,0.0500
1425,-36.46962,-21.31047,-15.15915,-6.47332,-8.20280,-0.48303,0.9425,-20.24,-0.0210,29.55,0.61,0.416,0.510,0.101,0.0114,0.0500
1450,-36.53214,-21.32921,-15.20293,-6.48321,-8.24328,-0.47644,0.9440,-20.45,-0.0212,29.56,0.61,0.417,0.509,0.106,0.0119,0.0500
1475,-36.61436,-21.37372,-15.24064,-6.51734,-8.25202,-0.47128,0.9489,-20.35,-0.0211,29.56,0.62,0.418,0.509,0.106,0.0119,0.0500
1500,-36.59600,-21.39187,-15.20413,-6.49870,-8.22104,-0.48439,0.9462,-20.26,-0.0210,29.55,0.56,0.420,0.509,0.100,0.0113,0.0500
1525,-36.63401,-21.39078,-15.24323,-6.50862,-8.25475,-0.47986,0.9477,-20.03,-0.0208,29.57,0.61,0.421,0.509,0.100,0.0112,0.0500
1550,-36.67006,-21.46675,-15.20331,-6.48405,-8.23774,-0.48151,0.9441,-20.01,-0.0207,29.54,0.57,0.423,0.509,0.105,0.0118,0.0500
1575,-36.62549,-21.43219,-15.19329,-6.47043,-8.23739,-0.48547,0.9421,-20.14,-0.0209,29.55,0.61,0.424,0.509,0.105,0.0117,0.0500
1600,-36.69339,-21.49152,-15.20187,-6.49433,-8.21591,-0.49163,0.9456,-19.94,-0.0207,29.54,0.57,0.425,0.509,0.099,0.0111,0.0500
1625,-36.63644,-21.43120,-15.20523,-6.51681,-8.19341,-0.49501,0.9489,-19.88,-0.0206,29.56,0.57,0.426,0.509,0.099,0.0111,0.0500
1650,-36.74211,-21.49944,-15.24267,-6.49364,-8.25619,-0.49285,0.9455,-19.81,-0.0205,29.56,0.57,0.427,0.509,0.104,0.0116,0.0500
1675,-36.75867,-21.56954,-15.18913,-6.46947,-8.22501,-0.49465,0.9420,-19.83,-0.0205,29.56,0.58,0.428,0.509,0.093,0.0105,0.0500
1700,-36.75479,-21.52324,-15.23155,-6.50430,-8.23942,-0.48783,0.9470,-19.87,-0.0206,29.56,0.57,0.429,0.508,0.098,0.0110,0.0500
1725,-36.76116,-21.55477,-15.20638,-6.47968,-8.23608,-0.49062,0.9435,-19.69,-0.0204,29.54,0.58,0.430,0.508,0.108,0.0121,0.0500
1750,-36.75081,-21.56541,-15.18541,-6.49298,-8.21250,-0.47994,0.9454,-19.84,-0.0205,29.54,0.58,0.431,0.508,0.102,0.0115,0.0500
1775,-36.79288,-21.58181,-15.21107,-6.49474,-8.23145,-0.48488,0.9457,-19.58,-0.0203,29.53,0.58,0.432,0.508,0.102,0.0114,0.0500
1800,-36.86073,-21.66388,-15.19685,-6.47850,-8.21571,-0.50264,0.9433,-19.59,-0.0203,29.52,0.59,0.433,0.508,0.097,0.0108,0.0500
1825,-36.84393,-21.58196,-15.26198,-6.51623,-8.26581,-0.47994,0.9488,-19.78,-0.0205,29.52,0.58,0.434,0.508,0.096,0.0108,0.0500
1850,-36.84618,-21.61742,-15.22875,-6.51084,-8.23547,-0.48244,0.9480,-19.75,-0.0205,29.55,0.68,0.435,0.508,0.101,0.0113,0.0500
1875,-36.84045,-21.66598,-15.17447,-6.46704,-8.20999,-0.49744,0.9416,-19.76,-0.0205,29.51,0.59,0.436,0.508,0.101,0.0113,0.0500
1900,-36.80047,-21.63174,-15.16873,-6.47940,-8.19095,-0.49837,0.9434,-19.91,-0.0206,29.55,0.63,0.436,0.508,0.095,0.0107,0.0500
1925,-36.93712,-21.76200,-15.17512,-6.48820,-8.19549,-0.49142,0.9447,-19.71,-0.0204,29.55,0.58,0.437,0.508,0.095,0.0107,0.0500
1950,-37.00404,-21.77515,-15.22889,-6.48591,-8.24708,-0.49590,0.9444,-19.68,-0.0204,29.55,0.58,0.438,0.507,0.100,0.0112,0.0500
1975,-36.97568,-21.76335,-15.21233,-6.50738,-8.24294,-0.46201,0.9475,-19.67,-0.0204,29.55,0.57,0.439,0.507,0.099,0.0112,0.0500
2000,-36.94851,-21.75830,-15.19021,-6.46373,-8.21728,-0.50920,0.9411,-19.53,-0.0202,29.55,0.57,0.440,0.507,0.094,0.0106,0.0500
2025,-36.99636,-21.76279,-15.23356,-6.51740,-8.23149,-0.48467,0.9490,-19.37,-0.0201,29.54,0.58,0.441,0.507,0.094,0.0106,0.0500
2050,-37.00039,-21.77204,-15.22834,-6.51559,-8.22842,-0.48433,0.9487,-19.52,-0.0202,29.55,0.63,0.441,0.507,0.094,0.0106,0.0500
2075,-37.05373,-21.85226,-15.20147,-6.50367,-8.20873,-0.48907,0.9470,-19.39,-0.0201,29.55,0.64,0.442,0.507,0.094,0.0106,0.0500
2100,-37.05175,-21.80343,-15.24832,-6.50179,-8.26358,-0.48294,0.9467,-19.26,-0.0200,29.57,0.64,0.443,0.507,0.094,0.0106,0.0500
2125,-36.97243,-21.77526,-15.19717,-6.50833,-8.20274,-0.48610,0.9476,-19.11,-0.0198,29.59,0.99,0.444,0.507,0.094,0.0106,0.0500
2150,-37.10404,-21.85320,-15.25084,-6.51632,-8.26655,-0.46796,0.9488,70.79,0.0734,29.57,1.27,0.444,0.507,0.094,0.0106,0.0500
2175,-37.02958,-21.81792,-15.21166,-6.49086,-8.21278,-0.50803,0.9451,70.75,0.0733,29.58,1.32,0.445,0.507,0.094,0.0106,0.0500
2200,-36.98254,-21.80329,-15.17925,-6.48684,-8.20009,-0.49232,0.9445,70.75,0.0733,29.59,1.34,0.446,0.507,0.094,0.0106,0.0500
2225,-37.02596,-21.78159,-15.24437,-6.51676,-8.25223,-0.47538,0.9489,-19.34,-0.0200,29.58,1.05,0.447,0.506,0.094,0.0106,0.0500
2250,-36.95575,-21.74506,-15.21068,-6.49940,-8.22950,-0.48178,0.9463,-19.23,-0.0199,29.60,1.11,0.448,0.506,0.094,0.0106,0.0500
2275,-37.04078,-21.84644,-15.19434,-6.48178,-8.22960,-0.48296,0.9438,-19.29,-0.0200,29.60,1.05,0.448,0.506,0.094,0.0106,0.0500
2300,-37.06437,-21.82962,-15.23475,-6.52523,-8.22990,-0.47963,0.9501,-19.39,-0.0201,29.62,1.05,0.449,0.506,0.094,0.0106,0.0500
2325,-37.01572,-21.77807,-15.23765,-6.54200,-8.22630,-0.46934,0.9525,-19.49,-0.0202,29.62,1.05,0.449,0.506,0.094,0.0106,0.0500
2350,-37.00708,-21.82884,-15.17824,-6.50268,-8.19117,-0.48440,0.9468,-19.44,-0.0201,29.59,0.75,0.450,0.506,0.094,0.0106,0.0500
2375,-37.15091,-21.90566,-15.24524,-6.51813,-8.24079,-0.48633,0.9491,-19.37,-0.0201,29.59,0.74,0.451,0.506,0.094,0.0106,0.0500
2400,-37.19105,-21.93781,-15.25324,-6.51844,-8.24984,-0.48496,0.9491,-19.36,-0.0201,29.58,0.71,0.451,0.506,0.094,0.0106,0.0500
2425,-37.10703,-21.87303,-15.23400,-6.51029,-8.22985,-0.49386,0.9479,-19.32,-0.0200,29.58,0.71,0.452,0.506,0.094,0.0106,0.0500
2450,-37.16394,-21.91451,-15.24943,-6.51172,-8.24829,-0.48941,0.9481,-19.50,-0.0202,29.60,0.78,0.452,0.506,0.094,0.0106,0.0500
2475,-37.26407,-21.99119,-15.27289,-6.52948,-8.25885,-0.48456,0.9507,-19.52,-0.0202,29.62,1.11,0.453,0.506,0.094,0.0106,0.0500
2500,-37.21549,-22.02281,-15.19269,-6.48514,-8.20967,-0.49788,0.9443,70.50,0.0730,29.63,1.40,0.453,0.506,0.094,0.0106,0.0500
2525,-37.26253,-21.99845,-15.26408,-6.51479,-8.26927,-0.48002,0.9486,-19.55,-0.0203,29.71,1.22,0.454,0.506,0.094,0.0106,0.0500
2550,-37.21979,-21.99007,-15.22971,-6.50438,-8.22529,-0.50005,0.9471,-19.49,-0.0202,29.70,1.17,0.454,0.506,0.094,0.0106,0.0500
2575,-37.23506,-21.99966,-15.23540,-6.51888,-8.24296,-0.47356,0.9492,-19.43,-0.0201,29.68,1.20,0.455,0.506,0.094,0.0106,0.0500
2600,-37.27358,-22.02143,-15.25215,-6.51677,-8.23797,-0.49742,0.9489,-19.46,-0.0202,29.60,0.81,0.455,0.505,0.094,0.0106,0.0500
2625,-37.18985,-21.97613,-15.21372,-6.48575,-8.21552,-0.51245,0.9443,-19.47,-0.0202,29.59,0.78,0.456,0.505,0.094,0.0106,0.0500
2650,-37.20033,-22.02202,-15.17831,-6.47404,-8.19894,-0.50533,0.9426,-19.49,-0.0202,29.68,1.21,0.456,0.505,0.094,0.0106,0.0500
2675,-37.26428,-22.05416,-15.21012,-6.49327,-8.20861,-0.50824,0.9454,-19.39,-0.0201,29.67,1.15,0.456,0.505,0.094,0.0106,0.0500
2700,-37.32508,-22.12156,-15.20352,-6.49184,-8.21927,-0.49241,0.9452,-19.28,-0.0200,29.67,1.18,0.457,0.505,0.094,0.0106,0.0500
2725,-37.39686,-22.17224,-15.22463,-6.49021,-8.22664,-0.50777,0.9450,-19.22,-0.0199,29.66,1.16,0.457,0.505,0.094,0.0106,0.0500
2750,-37.36120,-22.13552,-15.22568,-6.50888,-8.23087,-0.48594,0.9477,70.54,0.0731,29.60,1.40,0.457,0.505,0.094,0.0106,0.0500
2775,-37.37722,-22.16766,-15.20956,-6.50146,-8.21276,-0.49534,0.9466,-19.36,-0.0201,29.60,1.10,0.458,0.505,0.094,0.0106,0.0500
2800,-37.41770,-22.17998,-15.23772,-6.51528,-8.22551,-0.49694,0.9486,70.53,0.0731,29.58,1.38,0.458,0.505,0.094,0.0106,0.0500
2825,-37.35330,-22.11483,-15.23847,-6.47921,-8.26393,-0.49533,0.9434,-19.24,-0.0199,29.61,1.15,0.458,0.505,0.094,0.0106,0.0500
2850,-37.43124,-22.19048,-15.24076,-6.49953,-8.25806,-0.48316,0.9464,70.61,0.0732,29.57,1.38,0.459,0.505,0.094,0.0106,0.0500
2875,-37.33762,-22.12849,-15.20913,-6.46974,-8.21142,-0.52797,0.9420,-19.66,-0.0204,29.50,0.67,0.459,0.505,0.094,0.0106,0.0500
2900,-37.34008,-22.14586,-15.19422,-6.48410,-8.20132,-0.50880,0.9441,-19.79,-0.0205,29.53,0.71,0.459,0.505,0.094,0.0106,0.0500
2925,-37.39651,-22.19685,-15.19966,-6.47511,-8.21761,-0.50694,0.9428,-19.58,-0.0203,29.55,0.76,0.460,0.505,0.094,0.0106,0.0500
2950,-37.44747,-22.23307,-15.21440,-6.49898,-8.23676,-0.47866,0.9463,-19.75,-0.0205,29.58,1.10,0.460,0.505,0.094,0.0106,0.0500
2975,-37.44795,-22.19367,-15.25429,-6.52567,-8.23864,-0.48998,0.9502,-19.84,-0.0206,29.53,0.72,0.460,0.505,0.094,0.0106,0.0500
3000,-37.42250,-22.18441,-15.23809,-6.48868,-8.24302,-0.50638,0.9448,-19.88,-0.0206,29.51,0.62,0.460,0.505,0.099,0.0111,0.0500
3025,-37.42216,-22.21066,-15.21149,-6.47050,-8.22894,-0.51206,0.9421,-19.77,-0.0205,29.52,0.67,0.460,0.505,0.099,0.0111,0.0500
3050,-37.43963,-22.23672,-15.20290,-6.48073,-8.21493,-0.50724,0.9436,-19.79,-0.0205,29.53,0.72,0.461,0.505,0.099,0.0111,0.0500
3075,-37.47160,-22.22627,-15.24532,-6.50893,-8.21747,-0.51892,0.9477,-19.90,-0.0206,29.52,0.66,0.461,0.505,0.099,0.0111,0.0500
3100,-37.44856,-22.24662,-15.20194,-6.48681,-8.23763,-0.47750,0.9445,-19.89,-0.0206,29.53,0.72,0.461,0.505,0.099,0.0111,0.0500
3125,-37.52711,-22.28666,-15.24045,-6.51403,-8.23657,-0.48985,0.9485,-19.96,-0.0207,29.54,0.68,0.461,0.505,0.099,0.0111,0.0500
3150,-37.45511,-22.22344,-15.23167,-6.52358,-8.22811,-0.47998,0.9499,-20.10,-0.0208,29.57,0.99,0.461,0.505,0.099,0.0111,0.0500
3175,-37.43598,-22.18813,-15.24785,-6.53333,-8.23744,-0.47708,0.9513,-19.93,-0.0206,29.63,1.12,0.461,0.505,0.099,0.0111,0.0500
3200,-37.52149,-22.28585,-15.23564,-6.51948,-8.21504,-0.50112,0.9493,-19.66,-0.0204,29.56,1.06,0.461,0.505,0.099,0.0111,0.0500
3225,-37.49709,-22.24307,-15.25402,-6.51767,-8.24750,-0.48885,0.9490,-19.85,-0.0206,29.54,0.72,0.462,0.505,0.099,0.0111,0.0500
3250,-37.53584,-22.34490,-15.19094,-6.50710,-8.17789,-0.50595,0.9475,-19.77,-0.0205,29.55,0.65,0.462,0.506,0.099,0.0111,0.0500
3275,-37.49923,-22.30107,-15.19816,-6.49604,-8.19918,-0.50294,0.9458,-19.55,-0.0202,29.54,0.72,0.462,0.506,0.099,0.0111,0.0500
3300,-37.57927,-22.37009,-15.20919,-6.50717,-8.20846,-0.49356,0.9475,-19.54,-0.0202,29.56,0.77,0.462,0.506,0.099,0.0111,0.0500
3325,-37.57928,-22.35154,-15.22774,-6.49908,-8.22016,-0.50851,0.9463,-19.34,-0.0200,29.54,0.77,0.462,0.506,0.099,0.0111,0.0500
3350,-37.49475,-22.30836,-15.18640,-6.50247,-8.19898,-0.48494,0.9468,-19.12,-0.0198,29.55,0.77,0.462,0.506,0.099,0.0111,0.0500
3375,-37.56768,-22.31732,-15.25036,-6.52073,-8.23979,-0.48984,0.9494,-19.37,-0.0201,29.53,0.72,0.462,0.506,0.099,0.0111,0.0500
3400,-37.49493,-22.30979,-15.18514,-6.48531,-8.19070,-0.50913,0.9443,-19.27,-0.0200,29.53,0.71,0.462,0.506,0.099,0.0111,0.0500
3425,-37.51504,-22.25798,-15.25706,-6.52397,-8.25771,-0.47538,0.9499,-19.17,-0.0199,29.51,0.67,0.463,0.506,0.099,0.0111,0.0500
3450,-37.60725,-22.39591,-15.21134,-6.51110,-8.20953,-0.49071,0.9480,-19.03,-0.0197,29.56,0.67,0.463,0.506,0.099,0.0111,0.0500
3475,-37.59935,-22.36710,-15.23225,-6.50307,-8.23796,-0.49122,0.9469,-18.77,-0.0194,29.63,0.80,0.463,0.506,0.099,0.0111,0.0500
3500,-37.63188,-22.40399,-15.22789,-6.50698,-8.22420,-0.49670,0.9474,-18.84,-0.0195,29.53,0.72,0.463,0.506,0.099,0.0111,0.0500
3525,-37.58203,-22.35790,-15.22413,-6.50264,-8.21391,-0.50758,0.9468,-18.89,-0.0196,29.58,0.76,0.463,0.506,0.099,0.0111,0.0500
3550,-37.57738,-22.38192,-15.19546,-6.48737,-8.19409,-0.51401,0.9446,-18.82,-0.0195,29.60,0.74,0.463,0.506,0.099,0.0111,0.0500
3575,-37.57851,-22.35361,-15.22490,-6.48893,-8.21248,-0.52349,0.9448,-18.90,-0.0196,29.56,0.68,0.463,0.506,0.099,0.0111,0.0500
3600,-37.63929,-22.38685,-15.25244,-6.50599,-8.25700,-0.48945,0.9473,-18.87,-0.0195,29.64,0.79,0.463,0.506,0.099,0.0111,0.0500
3625,-37.62122,-22.43459,-15.18663,-6.49068,-8.18558,-0.51036,0.9451,-18.96,-0.0196,29.61,0.75,0.463,0.506,0.099,0.0111,0.0500
3650,-37.60953,-22.36293,-15.24660,-6.50816,-8.24414,-0.49430,0.9476,-18.93,-0.0196,29.54,0.63,0.463,0.507,0.099,0.0111,0.0500
3675,-37.61343,-22.40724,-15.20619,-6.47614,-8.19840,-0.53165,0.9429,-18.86,-0.0195,29.53,0.68,0.463,0.507,0.099,0.0111,0.0500
3700,-37.65565,-22.41720,-15.23844,-6.47772,-8.24090,-0.51982,0.9432,-18.85,-0.0195,29.53,0.67,0.463,0.507,0.099,0.0111,0.0500
3725,-37.62009,-22.37424,-15.24584,-6.51699,-8.25652,-0.47233,0.9489,-18.99,-0.0197,29.60,0.73,0.463,0.507,0.099,0.0111,0.0500
3750,-37.56839,-22.39355,-15.17484,-6.46642,-8.19901,-0.50941,0.9415,-18.93,-0.0196,29.77,1.21,0.464,0.507,0.099,0.0111,0.0500
3775,-37.68035,-22.40737,-15.27298,-6.51097,-8.25557,-0.50644,0.9480,-18.89,-0.0196,29.70,1.16,0.464,0.507,0.099,0.0111,0.0500
3800,-37.71116,-22.47332,-15.23785,-6.50759,-8.20506,-0.52520,0.9475,-19.00,-0.0197,29.72,1.21,0.464,0.507,0.099,0.0111,0.0500
3825,-37.70096,-22.45496,-15.24601,-6.51608,-8.22271,-0.50722,0.9488,-18.99,-0.0197,29.63,1.16,0.464,0.507,0.099,0.0111,0.0500
3850,-37.63356,-22.41181,-15.22175,-6.47063,-8.22417,-0.52695,0.9421,-18.95,-0.0196,29.61,0.82,0.464,0.507,0.099,0.0111,0.0500
3875,-37.61465,-22.41934,-15.19531,-6.47747,-8.21185,-0.50598,0.9431,-18.86,-0.0195,29.56,0.72,0.464,0.507,0.099,0.0111,0.0500
3900,-37.58196,-22.35912,-15.22283,-6.50011,-8.21409,-0.50863,0.9464,-18.97,-0.0196,29.57,0.73,0.464,0.507,0.099,0.0111,0.0500
3925,-37.59684,-22.40004,-15.19680,-6.49425,-8.17755,-0.52500,0.9456,-18.92,-0.0196,29.52,0.69,0.464,0.507,0.099,0.0111,0.0500
3950,-37.74579,-22.49947,-15.24632,-6.51741,-8.23593,-0.49298,0.9490,-18.74,-0.0194,29.60,0.79,0.464,0.507,0.099,0.0111,0.0500
3975,-37.70741,-22.49362,-15.21379,-6.50150,-8.19400,-0.51828,0.9466,-18.78,-0.0195,29.56,0.74,0.464,0.507,0.099,0.0111,0.0500
4000,-37.64618,-22.47961,-15.16658,-6.48158,-8.16648,-0.51852,0.9437,-18.78,-0.0195,29.55,0.74,0.464,0.507,0.094,0.0105,0.0500
4025,-37.73441,-22.50056,-15.23385,-6.50719,-8.22055,-0.50611,0.9475,-18.74,-0.0194,29.53,0.69,0.464,0.507,0.094,0.0105,0.0500
4050,-37.79238,-22.53718,-15.25520,-6.52230,-8.25050,-0.48241,0.9497,-18.92,-0.0196,29.54,0.73,0.464,0.507,0.094,0.0105,0.0500
