cycle,Eall,EvdW,Emag,Ez,Edd,Ea,Mz,twist_deg,twist_rate,width_nm,coil_nm,acc_mech,acc_mag,delta_s,delta_a,delta_tw
275,-21.19881,-5.01243,-16.18638,-6.60846,-9.12980,-0.44812,0.9622,-15.79,-0.0164,19.71,2.78,0.389,0.542,0.409,0.0459,0.0500
300,-21.24678,-5.07055,-16.17623,-6.61155,-9.13909,-0.42559,0.9627,-14.83,-0.0154,19.72,2.84,0.400,0.539,0.387,0.0435,0.0500
325,-21.20644,-5.01866,-16.18778,-6.59939,-9.12405,-0.46435,0.9609,6.18,0.0064,19.75,2.70,0.408,0.536,0.387,0.0434,0.0500
350,-21.23537,-5.06426,-16.17111,-6.59568,-9.11445,-0.46098,0.9604,-84.27,-0.0874,19.61,3.03,0.413,0.533,0.366,0.0411,0.0500
375,-21.19915,-5.06788,-16.13127,-6.57681,-9.10545,-0.44901,0.9576,15.05,0.0156,19.56,2.62,0.420,0.530,0.404,0.0453,0.0500
400,-21.28969,-5.15861,-16.13107,-6.59358,-9.10468,-0.43281,0.9600,-146.66,-0.1521,20.22,2.28,0.425,0.528,0.383,0.0429,0.0500
425,-21.24172,-5.15056,-16.09117,-6.55649,-9.06569,-0.46898,0.9546,-236.28,-0.2451,20.53,2.71,0.429,0.526,0.422,0.0473,0.0500
450,-21.34079,-5.18313,-16.15766,-6.60326,-9.11213,-0.44227,0.9615,123.54,0.1281,20.76,2.19,0.432,0.525,0.362,0.0406,0.0500
475,-21.42021,-5.23755,-16.18266,-6.60517,-9.11911,-0.45837,0.9617,122.98,0.1275,20.45,2.46,0.435,0.524,0.399,0.0447,0.0500
500,-21.37082,-5.22931,-16.14151,-6.60368,-9.08628,-0.45155,0.9615,126.00,0.1306,20.42,1.63,0.438,0.522,0.378,0.0424,0.0500
525,-21.38360,-5.21313,-16.17047,-6.61274,-9.07467,-0.48306,0.9628,35.37,0.0367,19.76,1.90,0.442,0.521,0.377,0.0423,0.0500
550,-21.41834,-5.34543,-16.07291,-6.60924,-8.99239,-0.47129,0.9623,48.71,0.0505,20.00,2.14,0.443,0.521,0.395,0.0443,0.0500
575,-21.32755,-5.20655,-16.12100,-6.61405,-9.04009,-0.46686,0.9630,50.39,0.0522,19.87,2.54,0.446,0.520,0.356,0.0400,0.0500
600,-21.42251,-5.30386,-16.11865,-6.59228,-9.06003,-0.46635,0.9599,50.81,0.0527,20.24,1.95,0.448,0.519,0.373,0.0419,0.0500
625,-21.49262,-5.35734,-16.13529,-6.61179,-9.06737,-0.45613,0.9627,-35.49,-0.0368,19.65,1.50,0.450,0.518,0.372,0.0418,0.0500
650,-21.52537,-5.33466,-16.19071,-6.63458,-9.14903,-0.40711,0.9660,-34.48,-0.0357,19.65,2.40,0.452,0.518,0.353,0.0396,0.0500
675,-21.59778,-5.47510,-16.12268,-6.58554,-9.03900,-0.49815,0.9589,-123.80,-0.1284,19.72,2.19,0.454,0.518,0.352,0.0395,0.0500
700,-21.55009,-5.41179,-16.13830,-6.59278,-9.08366,-0.46187,0.9599,-214.19,-0.2220,20.20,2.02,0.456,0.517,0.369,0.0413,0.0500
725,-21.67340,-5.48732,-16.18608,-6.62077,-9.10507,-0.46024,0.9640,-124.86,-0.1294,20.13,1.60,0.457,0.516,0.368,0.0412,0.0500
750,-21.52757,-5.39762,-16.12995,-6.59053,-9.06607,-0.47335,0.9596,-128.76,-0.1335,20.48,1.91,0.458,0.516,0.348,0.0391,0.0500
775,-21.54001,-5.40648,-16.13354,-6.59054,-9.06907,-0.47393,0.9596,-37.79,-0.0392,20.32,1.81,0.460,0.515,0.348,0.0390,0.0500
800,-21.60823,-5.43209,-16.17614,-6.59703,-9.08220,-0.49690,0.9605,-130.32,-0.1351,20.16,2.08,0.460,0.515,0.329,0.0369,0.0500
825,-21.69220,-5.48001,-16.21219,-6.61509,-9.13317,-0.46392,0.9632,51.76,0.0537,19.65,1.87,0.462,0.515,0.328,0.0369,0.0500
850,-21.76872,-5.55935,-16.20936,-6.59656,-9.12240,-0.49041,0.9605,-40.51,-0.0420,20.16,2.01,0.463,0.514,0.344,0.0386,0.0500
875,-21.68371,-5.55636,-16.12735,-6.55920,-9.09606,-0.47208,0.9550,-126.39,-0.1311,20.22,2.61,0.464,0.514,0.343,0.0385,0.0500
900,-21.73267,-5.52602,-16.20665,-6.59437,-9.09260,-0.51967,0.9602,-308.64,-0.3203,20.35,2.67,0.464,0.513,0.325,0.0365,0.0500
925,-21.74092,-5.56394,-16.17698,-6.57448,-9.10391,-0.49860,0.9573,-127.36,-0.1321,19.84,2.85,0.466,0.513,0.324,0.0364,0.0500
950,-21.80543,-5.56359,-16.24184,-6.60457,-9.17658,-0.46069,0.9616,-195.98,-0.2034,20.05,2.69,0.466,0.512,0.340,0.0381,0.0500
975,-21.74133,-5.56162,-16.17971,-6.57949,-9.10589,-0.49433,0.9580,-17.27,-0.0179,19.87,2.74,0.467,0.512,0.307,0.0344,0.0500
1000,-21.65011,-5.56664,-16.08348,-6.55022,-9.01717,-0.51609,0.9537,-103.32,-0.1072,20.03,2.77,0.468,0.512,0.321,0.0360,0.0500
1025,-21.75272,-5.50937,-16.24335,-6.57972,-9.17349,-0.49014,0.9580,-199.87,-0.2076,20.15,2.85,0.469,0.511,0.320,0.0359,0.0500
1050,-21.78193,-5.49457,-16.28736,-6.60165,-9.18762,-0.49809,0.9612,-282.49,-0.2933,20.21,2.50,0.469,0.511,0.336,0.0376,0.0500
1075,-21.83552,-5.60540,-16.23012,-6.59961,-9.15178,-0.47873,0.9609,-196.15,-0.2036,20.37,2.32,0.470,0.511,0.303,0.0340,0.0500
1100,-21.90744,-5.74104,-16.16640,-6.56730,-9.08145,-0.51764,0.9562,-100.74,-0.1046,20.01,2.63,0.471,0.511,0.317,0.0356,0.0500
1125,-21.90509,-5.73266,-16.17243,-6.57673,-9.09428,-0.50142,0.9576,-23.35,-0.0242,19.96,3.03,0.472,0.510,0.316,0.0355,0.0500
1150,-21.88170,-5.68945,-16.19226,-6.58394,-9.11878,-0.48954,0.9586,-204.15,-0.2119,20.37,2.48,0.473,0.510,0.331,0.0372,0.0500
1175,-21.94799,-5.70109,-16.24690,-6.60709,-9.12923,-0.51058,0.9620,-203.67,-0.2114,20.23,2.57,0.473,0.510,0.299,0.0336,0.0500
1200,-21.87952,-5.62589,-16.25363,-6.58566,-9.17109,-0.49689,0.9589,-192.80,-0.2000,20.35,2.61,0.474,0.510,0.313,0.0351,0.0500
1225,-21.88635,-5.70684,-16.17952,-6.59736,-9.08663,-0.49553,0.9606,-193.80,-0.2010,20.43,2.45,0.474,0.510,0.312,0.0351,0.0500
1250,-21.87259,-5.68722,-16.18536,-6.60592,-9.08959,-0.48985,0.9618,-105.03,-0.1089,20.52,2.59,0.475,0.509,0.327,0.0367,0.0500
1275,-21.85002,-5.72736,-16.12266,-6.56371,-9.05238,-0.50657,0.9557,-291.81,-0.3026,20.49,2.56,0.475,0.509,0.326,0.0366,0.0500
1300,-21.80820,-5.68468,-16.12352,-6.55676,-9.04981,-0.51696,0.9547,-290.67,-0.3015,20.57,2.43,0.476,0.509,0.309,0.0347,0.0500
1325,-21.77574,-5.56959,-16.20615,-6.57929,-9.13302,-0.49384,0.9580,-297.11,-0.3083,20.65,2.73,0.476,0.509,0.309,0.0346,0.0500
1350,-21.78741,-5.64246,-16.14495,-6.59021,-9.08160,-0.47315,0.9596,-297.04,-0.3082,20.29,2.73,0.477,0.508,0.323,0.0363,0.0500
1375,-21.79560,-5.61286,-16.18275,-6.59357,-9.08928,-0.49990,0.9600,-301.01,-0.3123,20.52,2.65,0.477,0.508,0.292,0.0327,0.0500
1400,-21.77313,-5.57104,-16.20209,-6.57782,-9.12362,-0.50065,0.9578,-32.24,-0.0334,20.43,2.14,0.478,0.508,0.338,0.0379,0.0500
1425,-21.76444,-5.58701,-16.17743,-6.62811,-9.06411,-0.48521,0.9651,147.22,0.1526,20.13,2.26,0.478,0.508,0.337,0.0378,0.0500
1450,-21.73232,-5.56415,-16.16816,-6.58826,-9.06828,-0.51162,0.9593,148.16,0.1537,20.34,2.37,0.478,0.508,0.353,0.0396,0.0500
1475,-21.86731,-5.69852,-16.16879,-6.58301,-9.09995,-0.48582,0.9585,154.30,0.1600,20.29,2.59,0.478,0.508,0.318,0.0357,0.0500
1500,-21.91012,-5.69519,-16.21493,-6.59840,-9.13080,-0.48573,0.9607,153.74,0.1594,20.23,2.48,0.479,0.508,0.333,0.0374,0.0500
1525,-21.86844,-5.71785,-16.15058,-6.57247,-9.07237,-0.50574,0.9570,154.33,0.1599,20.23,2.47,0.479,0.508,0.301,0.0338,0.0500
1550,-21.87250,-5.67976,-16.19274,-6.57605,-9.09911,-0.51757,0.9575,153.06,0.1586,20.11,2.61,0.480,0.508,0.315,0.0354,0.0500
1575,-21.90498,-5.62735,-16.27763,-6.61701,-9.17864,-0.48198,0.9635,61.36,0.0636,19.95,2.52,0.480,0.508,0.314,0.0353,0.0500
1600,-21.86714,-5.62789,-16.23925,-6.61089,-9.13942,-0.48895,0.9626,147.30,0.1527,20.26,2.47,0.480,0.508,0.298,0.0334,0.0500
1625,-21.82283,-5.58985,-16.23298,-6.59724,-9.12322,-0.51252,0.9606,-122.10,-0.1266,20.20,2.58,0.480,0.507,0.328,0.0369,0.0500
1650,-21.69109,-5.57076,-16.12032,-6.56706,-9.03245,-0.52081,0.9562,-31.97,-0.0331,20.52,2.41,0.480,0.507,0.311,0.0349,0.0500
1675,-21.91443,-5.59000,-16.32443,-6.64236,-9.21495,-0.46712,0.9671,49.91,0.0518,20.08,2.42,0.480,0.507,0.310,0.0348,0.0500
1700,-21.90879,-5.68095,-16.22784,-6.59901,-9.13772,-0.49112,0.9608,50.03,0.0519,20.05,2.38,0.480,0.507,0.294,0.0330,0.0500
1725,-21.91284,-5.66705,-16.24579,-6.62260,-9.15688,-0.46631,0.9643,51.01,0.0529,19.96,2.55,0.481,0.507,0.293,0.0329,0.0500
1750,-21.75387,-5.62434,-16.12952,-6.56473,-9.05165,-0.51315,0.9558,49.12,0.0509,19.92,2.53,0.481,0.507,0.307,0.0345,0.0500
1775,-21.86610,-5.61443,-16.25167,-6.59706,-9.13862,-0.51599,0.9606,51.98,0.0539,20.43,2.57,0.482,0.507,0.307,0.0344,0.0500
1800,-21.83564,-5.60897,-16.22667,-6.60995,-9.12882,-0.48790,0.9624,48.84,0.0506,20.41,2.58,0.482,0.506,0.321,0.0360,0.0500
1825,-21.72527,-5.55444,-16.17083,-6.58134,-9.06589,-0.52360,0.9583,135.85,0.1408,20.39,2.42,0.482,0.506,0.320,0.0359,0.0500
1850,-21.79104,-5.62681,-16.16423,-6.58975,-9.06776,-0.50673,0.9595,52.57,0.0545,20.07,2.89,0.483,0.506,0.336,0.0376,0.0500
1875,-21.84304,-5.69751,-16.14553,-6.57743,-9.04543,-0.52267,0.9577,51.39,0.0533,20.15,2.70,0.483,0.506,0.335,0.0375,0.0500
1900,-21.90040,-5.68276,-16.21764,-6.60237,-9.09575,-0.51952,0.9613,49.50,0.0513,19.98,2.50,0.483,0.506,0.317,0.0356,0.0500
1925,-21.87058,-5.60309,-16.26749,-6.61587,-9.14682,-0.50480,0.9633,55.05,0.0570,19.88,2.71,0.483,0.506,0.316,0.0355,0.0500
1950,-21.80912,-5.66482,-16.14430,-6.57920,-9.06328,-0.50182,0.9580,55.88,0.0579,19.90,2.71,0.484,0.506,0.331,0.0372,0.0500
1975,-21.97126,-5.74974,-16.22152,-6.61961,-9.10431,-0.49761,0.9638,137.87,0.1429,20.16,2.86,0.484,0.506,0.299,0.0335,0.0500
2000,-21.82385,-5.70236,-16.12149,-6.57742,-9.04240,-0.50167,0.9577,138.79,0.1438,20.14,3.05,0.484,0.506,0.313,0.0351,0.0500
2025,-21.84870,-5.66984,-16.17886,-6.57704,-9.07949,-0.52232,0.9576,142.90,0.1480,20.12,2.92,0.484,0.506,0.313,0.0351,0.0500
2050,-21.70736,-5.62798,-16.07939,-6.56498,-8.99472,-0.51969,0.9559,142.18,0.1473,20.33,2.97,0.485,0.505,0.313,0.0351,0.0500
2075,-21.80081,-5.66887,-16.13194,-6.56820,-9.03881,-0.52493,0.9564,53.13,0.0550,19.94,2.99,0.485,0.505,0.313,0.0351,0.0500
2100,-21.93385,-5.82148,-16.11237,-6.56354,-9.01071,-0.53812,0.9557,54.41,0.0564,20.10,3.15,0.485,0.505,0.313,0.0351,0.0500
2125,-21.93419,-5.78852,-16.14567,-6.57931,-9.06696,-0.49940,0.9580,145.96,0.1512,20.22,3.00,0.485,0.505,0.313,0.0351,0.0500
2150,-21.97327,-5.81728,-16.15599,-6.60120,-9.05507,-0.49973,0.9612,57.00,0.0591,19.93,3.24,0.485,0.505,0.313,0.0351,0.0500
2175,-22.09085,-5.86438,-16.22647,-6.61153,-9.12550,-0.48944,0.9627,147.30,0.1526,20.23,2.76,0.485,0.504,0.313,0.0351,0.0500
2200,-21.92791,-5.76989,-16.15802,-6.60701,-9.05506,-0.49594,0.9620,56.30,0.0583,20.18,2.55,0.485,0.504,0.313,0.0351,0.0500
2225,-21.93871,-5.83054,-16.10817,-6.57129,-9.01858,-0.51830,0.9568,58.76,0.0609,20.00,2.78,0.485,0.504,0.313,0.0351,0.0500
2250,-21.96817,-5.85049,-16.11767,-6.58901,-9.03577,-0.49289,0.9594,155.24,0.1608,20.24,2.71,0.486,0.504,0.313,0.0351,0.0500
2275,-22.01623,-5.89499,-16.12124,-6.58586,-9.02845,-0.50693,0.9589,66.55,0.0689,20.13,2.61,0.486,0.503,0.313,0.0351,0.0500
2300,-21.94046,-5.82775,-16.11271,-6.59102,-8.98336,-0.53833,0.9597,69.77,0.0724,20.34,2.70,0.486,0.503,0.313,0.0351,0.0500
2325,-22.00733,-5.91387,-16.09346,-6.57721,-9.02443,-0.49182,0.9577,74.29,0.0770,20.30,2.70,0.486,0.503,0.313,0.0351,0.0500
2350,-22.00327,-5.82786,-16.17541,-6.61409,-9.06312,-0.49820,0.9630,73.27,0.0760,20.08,3.31,0.486,0.503,0.313,0.0351,0.0500
2375,-22.02351,-5.93847,-16.08504,-6.57784,-9.02433,-0.48287,0.9578,73.36,0.0761,20.32,2.71,0.486,0.503,0.313,0.0351,0.0500
2400,-22.05382,-5.85639,-16.19743,-6.61499,-9.11234,-0.47009,0.9632,58.14,0.0602,20.08,2.93,0.486,0.503,0.313,0.0351,0.0500
2425,-22.00247,-5.91834,-16.08412,-6.56385,-9.00912,-0.51116,0.9557,59.92,0.0621,20.20,2.80,0.486,0.502,0.313,0.0351,0.0500
2450,-21.99281,-5.84687,-16.14594,-6.58764,-9.05540,-0.50290,0.9592,62.48,0.0647,20.24,2.97,0.487,0.502,0.313,0.0351,0.0500
2475,-21.98181,-5.87930,-16.10250,-6.57136,-8.99692,-0.53422,0.9568,64.61,0.0670,20.15,3.11,0.487,0.502,0.313,0.0351,0.0500
2500,-21.98983,-5.85555,-16.13428,-6.57509,-9.04612,-0.51308,0.9574,64.89,0.0673,20.24,2.82,0.487,0.502,0.313,0.0351,0.0500
2525,-21.95545,-5.81073,-16.14472,-6.57115,-9.05865,-0.51491,0.9568,63.66,0.0660,20.29,2.75,0.487,0.502,0.313,0.0351,0.0500
2550,-21.95324,-5.89097,-16.06228,-6.51938,-8.98345,-0.55945,0.9492,74.32,0.0771,20.35,2.75,0.487,0.502,0.313,0.0351,0.0500
2575,-22.00123,-5.90612,-16.09511,-6.55654,-9.02224,-0.51633,0.9547,164.23,0.1703,20.47,2.70,0.487,0.502,0.313,0.0351,0.0500
2600,-22.11227,-5.95076,-16.16151,-6.58549,-9.09066,-0.48536,0.9589,74.51,0.0773,20.24,2.81,0.487,0.501,0.313,0.0351,0.0500
2625,-22.00634,-5.90354,-16.10280,-6.53127,-9.03264,-0.53889,0.9510,65.38,0.0678,20.41,2.84,0.488,0.501,0.313,0.0351,0.0500
2650,-22.03666,-5.85415,-16.18251,-6.57345,-9.09234,-0.51672,0.9571,75.18,0.0780,20.21,2.98,0.488,0.501,0.313,0.0351,0.0500
2675,-22.03237,-5.89791,-16.13446,-6.55695,-9.05034,-0.52718,0.9547,76.25,0.0791,20.33,2.81,0.488,0.501,0.313,0.0351,0.0500
2700,-22.06318,-5.92614,-16.13704,-6.57594,-9.07238,-0.48872,0.9575,66.16,0.0686,20.33,2.88,0.488,0.501,0.313,0.0351,0.0500
2725,-22.27206,-6.06329,-16.20877,-6.60573,-9.12410,-0.47893,0.9618,73.74,0.0765,20.48,3.00,0.488,0.501,0.313,0.0351,0.0500
2750,-22.13867,-5.97013,-16.16854,-6.57385,-9.06063,-0.53405,0.9572,73.84,0.0766,19.90,3.61,0.488,0.501,0.313,0.0351,0.0500
2775,-22.09983,-5.97526,-16.12457,-6.54439,-9.06311,-0.51706,0.9529,73.10,0.0758,19.82,3.74,0.488,0.500,0.313,0.0351,0.0500
2800,-22.15415,-5.97749,-16.17666,-6.57209,-9.04903,-0.55554,0.9569,71.04,0.0737,19.80,3.73,0.488,0.500,0.313,0.0351,0.0500
2825,-22.22673,-6.06522,-16.16151,-6.56351,-9.05775,-0.54025,0.9557,79.50,0.0825,19.98,3.18,0.488,0.500,0.313,0.0351,0.0500
2850,-22.17656,-6.01515,-16.16141,-6.56829,-9.08457,-0.50854,0.9564,78.75,0.0817,19.83,3.74,0.488,0.500,0.313,0.0351,0.0500
2875,-22.20299,-6.07085,-16.13214,-6.53574,-9.05433,-0.54207,0.9516,81.97,0.0850,19.75,4.18,0.488,0.500,0.313,0.0351,0.0500
2900,-22.11419,-6.00353,-16.11065,-6.50288,-9.01375,-0.59402,0.9468,81.05,0.0840,19.78,3.87,0.488,0.500,0.313,0.0351,0.0500
2925,-22.23609,-6.02501,-16.21108,-6.58001,-9.11020,-0.52087,0.9581,173.58,0.1801,20.33,2.99,0.488,0.500,0.313,0.0351,0.0500
2950,-22.21701,-6.02694,-16.19007,-6.56274,-9.06000,-0.56733,0.9556,81.59,0.0846,20.11,3.41,0.488,0.500,0.313,0.0351,0.0500
2975,-22.07699,-5.90190,-16.17509,-6.57556,-9.07425,-0.52528,0.9574,82.18,0.0853,20.07,3.57,0.487,0.499,0.313,0.0351,0.0500
3000,-22.20106,-5.98832,-16.21274,-6.58966,-9.13015,-0.49293,0.9595,88.86,0.0922,19.91,3.91,0.488,0.499,0.298,0.0334,0.0500
3025,-22.30628,-6.05509,-16.25120,-6.58452,-9.14889,-0.51778,0.9587,87.24,0.0905,19.93,3.49,0.487,0.499,0.298,0.0334,0.0500
3050,-22.26948,-6.05390,-16.21558,-6.56982,-9.12356,-0.52219,0.9566,89.20,0.0925,19.93,3.73,0.487,0.499,0.298,0.0334,0.0500
3075,-22.14599,-5.95598,-16.19001,-6.56571,-9.08690,-0.53740,0.9560,-10.98,-0.0115,20.09,3.38,0.487,0.499,0.298,0.0334,0.0500
3100,-22.19578,-6.03879,-16.15699,-6.57692,-9.08515,-0.49492,0.9576,87.28,0.0905,20.06,3.26,0.488,0.499,0.298,0.0334,0.0500
3125,-22.22809,-6.08586,-16.14223,-6.56502,-9.06614,-0.51107,0.9559,80.94,0.0852,19.91,3.23,0.488,0.499,0.298,0.0334,0.0500
3150,-22.32150,-6.08757,-16.23393,-6.58221,-9.12451,-0.52721,0.9584,85.74,0.0903,19.78,3.21,0.488,0.499,0.298,0.0334,0.0500
3175,-22.24399,-6.09229,-16.15170,-6.56114,-9.08387,-0.50670,0.9553,82.62,0.0869,20.20,2.99,0.488,0.499,0.298,0.0334,0.0500
3200,-22.32474,-6.14887,-16.17587,-6.57110,-9.07651,-0.52826,0.9568,-8.46,-0.0089,19.96,3.45,0.488,0.499,0.298,0.0334,0.0500
3225,-22.30255,-6.05859,-16.24396,-6.57899,-9.13175,-0.53323,0.9579,83.17,0.0862,19.93,3.65,0.488,0.499,0.298,0.0334,0.0500
3250,-22.32306,-6.14805,-16.17502,-6.56159,-9.05278,-0.56065,0.9554,51.62,0.0536,19.99,3.51,0.488,0.499,0.298,0.0334,0.0500
3275,-22.42849,-6.24544,-16.18306,-6.58376,-9.04094,-0.55836,0.9586,78.12,0.0810,19.84,3.43,0.488,0.499,0.298,0.0334,0.0500
3300,-22.36820,-6.20228,-16.16592,-6.59580,-9.03241,-0.53771,0.9604,92.64,0.0961,20.03,3.78,0.488,0.499,0.298,0.0334,0.0500
3325,-22.38545,-6.22365,-16.16179,-6.56534,-9.05541,-0.54105,0.9559,-4.34,-0.0046,20.04,3.84,0.488,0.499,0.298,0.0334,0.0500
3350,-22.54280,-6.38243,-16.16037,-6.56203,-9.04760,-0.55075,0.9555,-6.25,-0.0066,20.00,3.81,0.487,0.499,0.298,0.0334,0.0500
3375,-22.54939,-6.35700,-16.19238,-6.60869,-9.08869,-0.49501,0.9622,-2.41,-0.0025,20.08,3.95,0.487,0.499,0.298,0.0334,0.0500
3400,-22.46060,-6.32508,-16.13552,-6.56380,-9.02665,-0.54508,0.9557,-2.45,-0.0025,20.08,3.64,0.487,0.499,0.298,0.0334,0.0500
3425,-22.40057,-6.24287,-16.15770,-6.55870,-9.04433,-0.55468,0.9550,77.03,0.0799,19.74,4.10,0.487,0.499,0.298,0.0334,0.0500
3450,-22.46986,-6.30597,-16.16388,-6.57439,-9.05422,-0.53527,0.9573,-2.74,-0.0028,19.85,4.05,0.487,0.499,0.298,0.0334,0.0500
3475,-22.41938,-6.30970,-16.10968,-6.55228,-9.02328,-0.53412,0.9540,-5.09,-0.0053,19.81,3.55,0.487,0.499,0.298,0.0334,0.0500
3500,-22.52145,-6.34946,-16.17199,-6.58322,-9.08394,-0.50484,0.9585,-4.53,-0.0047,19.78,3.83,0.486,0.499,0.298,0.0334,0.0500
3525,-22.57414,-6.38366,-16.19047,-6.58520,-9.06866,-0.53661,0.9588,86.80,0.0900,19.97,3.93,0.486,0.499,0.298,0.0334,0.0500
3550,-22.34356,-6.20643,-16.13714,-6.57019,-9.04628,-0.52066,0.9566,76.17,0.0790,19.75,3.89,0.486,0.499,0.298,0.0334,0.0500
3575,-22.42733,-6.25958,-16.16775,-6.57946,-9.06376,-0.52453,0.9580,-10.03,-0.0104,19.93,3.88,0.486,0.500,0.298,0.0334,0.0500
3600,-22.34252,-6.16339,-16.17913,-6.59501,-9.05920,-0.52492,0.9603,1.26,0.0013,20.08,3.71,0.486,0.500,0.298,0.0334,0.0500
3625,-22.30243,-6.14158,-16.16085,-6.57555,-9.03800,-0.54730,0.9574,-4.35,-0.0045,19.86,3.96,0.486,0.500,0.298,0.0334,0.0500
3650,-22.31677,-6.14578,-16.17099,-6.58428,-9.06604,-0.52067,0.9587,96.87,0.1004,19.62,4.31,0.486,0.500,0.298,0.0334,0.0500
3675,-22.43292,-6.22358,-16.20934,-6.60155,-9.06876,-0.53903,0.9612,95.22,0.0987,19.88,4.08,0.486,0.500,0.298,0.0334,0.0500
3700,-22.39605,-6.24303,-16.15302,-6.58052,-9.04767,-0.52483,0.9581,88.94,0.0935,19.81,4.03,0.486,0.500,0.298,0.0334,0.0500
3725,-22.36883,-6.19522,-16.17361,-6.57797,-9.06483,-0.53081,0.9578,88.26,0.0928,19.68,4.19,0.486,0.500,0.298,0.0334,0.0500
3750,-22.44596,-6.25674,-16.18922,-6.59154,-9.10776,-0.48992,0.9597,7.59,0.0079,19.81,3.89,0.486,0.500,0.298,0.0334,0.0500
3775,-22.38377,-6.18472,-16.19905,-6.58553,-9.06959,-0.54393,0.9589,10.31,0.0107,20.02,3.85,0.486,0.500,0.298,0.0334,0.0500
3800,-22.44020,-6.23133,-16.20886,-6.57461,-9.10196,-0.53229,0.9573,98.32,0.1019,19.58,4.48,0.486,0.500,0.298,0.0334,0.0500
3825,-22.39899,-6.23333,-16.16566,-6.56059,-9.04496,-0.56010,0.9552,8.55,0.0089,19.97,4.20,0.486,0.500,0.298,0.0334,0.0500
3850,-22.36807,-6.18424,-16.18383,-6.55191,-9.07336,-0.55856,0.9540,94.77,0.0983,19.80,4.29,0.486,0.500,0.298,0.0334,0.0500
3875,-22.41224,-6.18625,-16.22599,-6.57621,-9.11170,-0.53808,0.9575,93.90,0.0974,19.70,4.23,0.486,0.500,0.298,0.0334,0.0500
3900,-22.40929,-6.15944,-16.24984,-6.57955,-9.12588,-0.54441,0.9580,93.40,0.0968,19.81,4.15,0.486,0.500,0.298,0.0334,0.0500
3925,-22.41294,-6.15789,-16.25506,-6.57335,-9.14911,-0.53260,0.9571,4.35,0.0045,19.81,4.18,0.486,0.500,0.298,0.0334,0.0500
3950,-22.34072,-6.18587,-16.15485,-6.57474,-9.03981,-0.54030,0.9573,-3.73,-0.0039,19.76,3.92,0.486,0.500,0.298,0.0334,0.0500
3975,-22.36316,-6.17137,-16.19179,-6.55776,-9.09209,-0.54193,0.9548,179.68,0.1863,19.78,4.11,0.486,0.500,0.298,0.0334,0.0500
4000,-22.42427,-6.16142,-16.26284,-6.58536,-9.15642,-0.52106,0.9588,181.06,0.1877,19.95,3.84,0.486,0.500,0.283,0.0317,0.0500
4025,-22.50582,-6.26120,-16.24462,-6.57919,-9.11306,-0.55237,0.9580,90.93,0.0943,19.78,4.29,0.486,0.499,0.283,0.0317,0.0500
4050,-22.49633,-6.25660,-16.23972,-6.57457,-9.12640,-0.53876,0.9573,181.97,0.1887,19.75,4.44,0.486,0.499,0.283,0.0317,0.0500
4075,-22.44979,-6.22559,-16.22420,-6.55918,-9.12276,-0.54225,0.9550,182.61,0.1894,19.57,4.44,0.486,0.499,0.283,0.0317,0.0500
4100,-22.48346,-6.24507,-16.23839,-6.57479,-9.10033,-0.56327,0.9573,92.76,0.0962,19.69,4.33,0.486,0.499,0.283,0.0317,0.0500
