cycle,Eall,EvdW,Emag,Ez,Edd,Ea,Mz,twist_deg,twist_rate,width_nm,coil_nm,acc_mech,acc_mag,delta_s,delta_a,delta_tw
675,-39.60123,-20.36866,-19.23256,-10.56067,-8.27235,-0.39954,0.9599,-2.65,-0.0027,29.61,0.50,0.329,0.516,0.129,0.0145,0.0500
700,-39.65242,-20.36772,-19.28471,-10.59829,-8.28871,-0.39771,0.9633,-2.54,-0.0026,29.61,0.51,0.336,0.516,0.123,0.0138,0.0500
725,-39.79268,-20.51434,-19.27834,-10.56215,-8.31355,-0.40264,0.9600,-2.75,-0.0028,29.63,0.58,0.341,0.515,0.122,0.0137,0.0500
750,-39.76943,-20.50264,-19.26679,-10.58577,-8.26828,-0.41275,0.9622,-2.75,-0.0028,29.62,0.58,0.346,0.515,0.116,0.0130,0.0500
775,-39.83605,-20.56004,-19.27601,-10.57135,-8.27666,-0.42801,0.9609,-2.71,-0.0028,29.57,0.51,0.351,0.514,0.116,0.0130,0.0500
800,-39.87324,-20.61562,-19.25763,-10.55998,-8.27960,-0.41805,0.9598,-2.53,-0.0026,29.57,0.52,0.356,0.514,0.110,0.0123,0.0500
825,-39.87064,-20.60126,-19.26938,-10.57838,-8.29024,-0.40076,0.9615,-2.38,-0.0025,29.58,0.51,0.361,0.513,0.121,0.0135,0.0500
850,-39.91735,-20.63188,-19.28547,-10.58624,-8.29025,-0.40899,0.9622,-2.41,-0.0025,29.58,0.51,0.365,0.513,0.114,0.0128,0.0500
875,-39.98411,-20.72750,-19.25662,-10.56541,-8.27981,-0.41140,0.9603,-2.42,-0.0025,29.56,0.51,0.368,0.513,0.114,0.0128,0.0500
900,-39.98653,-20.73167,-19.25486,-10.57479,-8.28035,-0.39973,0.9612,-2.69,-0.0028,29.58,0.52,0.372,0.512,0.120,0.0134,0.0500
925,-39.97360,-20.75140,-19.22220,-10.52369,-8.28257,-0.41594,0.9565,-2.73,-0.0028,29.57,0.52,0.375,0.512,0.108,0.0121,0.0500
950,-40.02015,-20.76149,-19.25867,-10.57799,-8.27552,-0.40516,0.9615,-2.73,-0.0028,29.57,0.53,0.378,0.512,0.113,0.0127,0.0500
975,-40.09598,-20.82283,-19.27315,-10.58805,-8.27368,-0.41142,0.9624,-2.73,-0.0028,29.62,0.67,0.381,0.512,0.113,0.0126,0.0500
1000,-40.11916,-20.86355,-19.25560,-10.54616,-8.29130,-0.41814,0.9586,-3.05,-0.0032,29.58,0.62,0.384,0.512,0.107,0.0120,0.0500
1025,-40.09781,-20.87138,-19.22644,-10.55305,-8.24804,-0.42534,0.9592,-3.06,-0.0032,29.53,0.52,0.387,0.511,0.118,0.0132,0.0500
1050,-40.18498,-20.87450,-19.31048,-10.60010,-8.30863,-0.40175,0.9635,-2.96,-0.0031,29.55,0.54,0.390,0.511,0.123,0.0138,0.0500
1075,-40.19509,-20.95265,-19.24244,-10.54024,-8.26993,-0.43227,0.9580,-3.19,-0.0033,29.53,0.55,0.392,0.511,0.111,0.0125,0.0500
1100,-40.29687,-20.99399,-19.30288,-10.60025,-8.30633,-0.39630,0.9635,-3.34,-0.0035,29.55,0.62,0.395,0.511,0.105,0.0118,0.0500
1125,-40.30648,-20.98367,-19.32281,-10.61969,-8.30629,-0.39682,0.9653,-3.33,-0.0034,29.54,0.61,0.397,0.511,0.116,0.0130,0.0500
1150,-40.24706,-20.99291,-19.25415,-10.57366,-8.25303,-0.42746,0.9611,-3.17,-0.0033,29.54,0.62,0.399,0.510,0.110,0.0124,0.0500
1175,-40.32632,-21.06285,-19.26347,-10.59272,-8.25506,-0.41569,0.9628,-3.08,-0.0032,29.53,0.61,0.401,0.510,0.110,0.0123,0.0500
1200,-40.32610,-21.09088,-19.23522,-10.55346,-8.27102,-0.41074,0.9592,-3.19,-0.0033,29.51,0.56,0.403,0.510,0.115,0.0129,0.0500
1225,-40.33901,-21.03229,-19.30673,-10.60611,-8.27955,-0.42107,0.9640,-3.11,-0.0032,29.56,0.61,0.405,0.510,0.104,0.0117,0.0500
1250,-40.37800,-21.08675,-19.29125,-10.60097,-8.27535,-0.41493,0.9636,-3.07,-0.0032,29.57,0.56,0.407,0.509,0.109,0.0122,0.0500
1275,-40.34992,-21.08563,-19.26429,-10.57881,-8.27411,-0.41138,0.9615,-3.15,-0.0033,29.56,0.61,0.409,0.509,0.109,0.0122,0.0500
1300,-40.41663,-21.13840,-19.27823,-10.57454,-8.28663,-0.41707,0.9612,-3.09,-0.0032,29.57,0.61,0.411,0.509,0.103,0.0115,0.0500
1325,-40.44957,-21.19619,-19.25337,-10.56423,-8.27301,-0.41613,0.9602,-3.02,-0.0031,29.57,0.61,0.412,0.509,0.103,0.0115,0.0500
1350,-40.36876,-21.08974,-19.27903,-10.60524,-8.27027,-0.40352,0.9639,-2.99,-0.0031,29.57,0.61,0.414,0.509,0.107,0.0121,0.0500
1375,-40.49272,-21.22702,-19.26569,-10.59344,-8.25293,-0.41932,0.9629,-3.13,-0.0032,29.57,0.61,0.416,0.509,0.107,0.0120,0.0500
1400,-40.50315,-21.23030,-19.27285,-10.58988,-8.27546,-0.40752,0.9625,-3.24,-0.0034,29.58,0.66,0.417,0.509,0.102,0.0114,0.0500
1425,-40.58640,-21.29699,-19.28942,-10.60246,-8.27552,-0.41144,0.9637,-3.08,-0.0032,29.59,0.61,0.419,0.509,0.112,0.0126,0.0500
1450,-40.57147,-21.31985,-19.25163,-10.57085,-8.26828,-0.41250,0.9608,-3.03,-0.0031,29.59,0.63,0.420,0.508,0.106,0.0119,0.0500
1475,-40.61636,-21.30857,-19.30780,-10.59747,-8.28700,-0.42333,0.9632,-3.00,-0.0031,29.59,0.68,0.421,0.508,0.106,0.0119,0.0500
1500,-40.55088,-21.28289,-19.26799,-10.58848,-8.25721,-0.42230,0.9624,-3.10,-0.0032,29.57,0.58,0.423,0.508,0.100,0.0113,0.0500
1525,-40.60684,-21.31693,-19.28991,-10.60382,-8.24824,-0.43785,0.9638,-2.89,-0.0030,29.56,0.59,0.424,0.508,0.111,0.0124,0.0500
1550,-40.63994,-21.30750,-19.33244,-10.61775,-8.30141,-0.41328,0.9651,-2.66,-0.0028,29.56,0.59,0.425,0.508,0.105,0.0118,0.0500
1575,-40.60811,-21.32570,-19.28242,-10.58930,-8.27311,-0.42001,0.9625,-2.86,-0.0030,29.59,0.65,0.426,0.508,0.105,0.0117,0.0500
1600,-40.58641,-21.29930,-19.28712,-10.59816,-8.26740,-0.42156,0.9633,-2.82,-0.0029,29.60,0.64,0.428,0.507,0.110,0.0123,0.0500
1625,-40.66460,-21.35039,-19.31421,-10.63365,-8.27493,-0.40562,0.9665,-3.01,-0.0031,29.59,0.64,0.428,0.507,0.109,0.0123,0.0500
1650,-40.68216,-21.39707,-19.28509,-10.59467,-8.27420,-0.41622,0.9630,-3.03,-0.0031,29.59,0.68,0.429,0.507,0.104,0.0116,0.0500
1675,-40.65077,-21.35022,-19.30055,-10.59019,-8.29885,-0.41152,0.9626,-0.71,-0.0007,29.59,0.63,0.430,0.507,0.114,0.0128,0.0500
1700,-40.71271,-21.42916,-19.28355,-10.59357,-8.29515,-0.39482,0.9629,-0.74,-0.0008,29.57,0.64,0.431,0.507,0.098,0.0110,0.0500
1725,-40.68162,-21.42591,-19.25572,-10.58169,-8.24080,-0.43323,0.9618,-0.78,-0.0008,29.58,0.64,0.432,0.507,0.108,0.0121,0.0500
1750,-40.75161,-21.48549,-19.26612,-10.56612,-8.27940,-0.42060,0.9604,-0.74,-0.0008,29.56,0.58,0.433,0.507,0.102,0.0115,0.0500
1775,-40.80542,-21.52343,-19.28199,-10.59798,-8.26676,-0.41726,0.9633,-0.63,-0.0007,29.57,0.63,0.434,0.507,0.102,0.0114,0.0500
1800,-40.77382,-21.49042,-19.28339,-10.57685,-8.27152,-0.43503,0.9614,-0.74,-0.0008,29.58,0.64,0.435,0.507,0.097,0.0108,0.0500
1825,-40.78062,-21.47900,-19.30161,-10.61565,-8.27254,-0.41342,0.9649,-0.59,-0.0006,29.55,0.58,0.436,0.507,0.107,0.0120,0.0500
1850,-40.74743,-21.47699,-19.27045,-10.56236,-8.28280,-0.42528,0.9600,-0.47,-0.0005,29.55,0.58,0.437,0.507,0.101,0.0113,0.0500
1875,-40.81325,-21.51779,-19.29546,-10.60503,-8.27986,-0.41057,0.9639,-0.41,-0.0004,29.56,0.58,0.438,0.506,0.101,0.0113,0.0500
1900,-40.88234,-21.54141,-19.34093,-10.61712,-8.30080,-0.42300,0.9650,-0.46,-0.0005,29.55,0.58,0.439,0.506,0.095,0.0107,0.0500
1925,-40.85456,-21.57334,-19.28122,-10.59454,-8.26161,-0.42507,0.9630,-0.40,-0.0004,29.55,0.58,0.439,0.506,0.095,0.0107,0.0500
1950,-40.85294,-21.55240,-19.30053,-10.59544,-8.28512,-0.41998,0.9630,-0.34,-0.0004,29.56,0.57,0.440,0.506,0.100,0.0112,0.0500
1975,-40.87079,-21.55583,-19.31496,-10.58942,-8.28962,-0.43593,0.9625,-0.36,-0.0004,29.55,0.57,0.441,0.506,0.099,0.0112,0.0500
2000,-40.84120,-21.51615,-19.32505,-10.59900,-8.30169,-0.42437,0.9634,-0.34,-0.0004,29.55,0.58,0.442,0.506,0.104,0.0117,0.0500
2025,-40.87984,-21.57055,-19.30929,-10.58159,-8.30633,-0.42137,0.9618,0.06,0.0001,29.56,0.64,0.442,0.506,0.104,0.0117,0.0500
2050,-40.89762,-21.61253,-19.28508,-10.56993,-8.28873,-0.42642,0.9607,-0.11,-0.0001,29.57,0.64,0.443,0.506,0.104,0.0117,0.0500
2075,-40.86922,-21.59323,-19.27599,-10.56736,-8.27425,-0.43437,0.9605,0.09,0.0001,29.57,0.64,0.444,0.506,0.104,0.0117,0.0500
2100,-40.92164,-21.62053,-19.30111,-10.60021,-8.26955,-0.43135,0.9635,-0.02,-0.0000,29.57,0.64,0.444,0.506,0.104,0.0117,0.0500
2125,-40.96603,-21.67432,-19.29171,-10.55458,-8.28832,-0.44881,0.9593,0.09,0.0001,29.57,0.64,0.445,0.506,0.104,0.0117,0.0500
2150,-41.01365,-21.70001,-19.31364,-10.60666,-8.29520,-0.41178,0.9641,-0.01,-0.0000,29.56,0.64,0.445,0.506,0.104,0.0117,0.0500
2175,-40.96305,-21.69567,-19.26738,-10.57421,-8.25560,-0.43757,0.9611,-0.05,-0.0001,29.56,0.65,0.445,0.506,0.104,0.0117,0.0500
2200,-41.11434,-21.82224,-19.29210,-10.61261,-8.26191,-0.41759,0.9646,-0.09,-0.0001,29.53,0.60,0.446,0.506,0.104,0.0117,0.0500
2225,-41.10786,-21.80533,-19.30253,-10.60206,-8.28792,-0.41255,0.9637,-0.12,-0.0001,29.52,0.60,0.446,0.506,0.104,0.0117,0.0500
2250,-41.07776,-21.76004,-19.31771,-10.61157,-8.27822,-0.42792,0.9645,0.03,0.0000,29.53,0.59,0.447,0.506,0.104,0.0117,0.0500
2275,-41.11929,-21.79449,-19.32480,-10.59896,-8.29518,-0.43067,0.9634,-0.09,-0.0001,29.53,0.60,0.447,0.506,0.104,0.0117,0.0500
2300,-41.10812,-21.81595,-19.29216,-10.57889,-8.28384,-0.42943,0.9615,0.01,0.0000,29.54,0.60,0.447,0.506,0.104,0.0117,0.0500
2325,-41.08695,-21.83440,-19.25255,-10.56343,-8.25355,-0.43558,0.9601,0.19,0.0002,29.60,0.68,0.448,0.506,0.104,0.0117,0.0500
2350,-41.04398,-21.77582,-19.26815,-10.56654,-8.26379,-0.43782,0.9604,0.14,0.0001,29.59,0.68,0.448,0.506,0.104,0.0117,0.0500
2375,-41.08692,-21.84715,-19.23977,-10.55289,-8.23962,-0.44727,0.9592,0.17,0.0002,29.57,0.68,0.448,0.506,0.104,0.0117,0.0500
2400,-41.16021,-21.89081,-19.26940,-10.54860,-8.27965,-0.44115,0.9588,0.05,0.0001,29.57,0.68,0.449,0.506,0.104,0.0117,0.0500
2425,-41.19846,-21.87948,-19.31898,-10.58354,-8.29821,-0.43723,0.9620,0.03,0.0000,29.56,0.62,0.449,0.506,0.104,0.0117,0.0500
2450,-41.23430,-21.94466,-19.28963,-10.57829,-8.27377,-0.43757,0.9615,-0.18,-0.0002,29.57,0.69,0.449,0.506,0.104,0.0117,0.0500
2475,-41.16566,-21.86010,-19.30556,-10.58774,-8.27536,-0.44247,0.9624,-0.17,-0.0002,29.57,0.69,0.450,0.506,0.104,0.0117,0.0500
2500,-41.23318,-21.94665,-19.28653,-10.57165,-8.26886,-0.44602,0.9609,-0.24,-0.0003,29.55,0.67,0.450,0.506,0.104,0.0117,0.0500
2525,-41.23095,-21.93266,-19.29829,-10.59671,-8.27285,-0.42873,0.9632,-0.29,-0.0003,29.57,0.67,0.450,0.506,0.104,0.0117,0.0500
2550,-41.10643,-21.88108,-19.22535,-10.54028,-8.24541,-0.43965,0.9580,-0.23,-0.0002,29.58,0.67,0.450,0.506,0.104,0.0117,0.0500
2575,-41.17945,-21.84611,-19.33334,-10.58937,-8.30293,-0.44104,0.9625,-0.27,-0.0003,29.55,0.65,0.450,0.506,0.104,0.0117,0.0500
2600,-41.24337,-21.93329,-19.31008,-10.59216,-8.30417,-0.41375,0.9628,-0.41,-0.0004,29.54,0.65,0.451,0.506,0.104,0.0117,0.0500
2625,-41.22308,-21.95677,-19.26631,-10.56664,-8.23952,-0.46015,0.9604,-0.54,-0.0006,29.53,0.65,0.451,0.506,0.104,0.0117,0.0500
2650,-41.21596,-21.94254,-19.27342,-10.56993,-8.25952,-0.44398,0.9607,-0.45,-0.0005,29.53,0.60,0.452,0.506,0.104,0.0117,0.0500
2675,-41.21282,-21.93201,-19.28081,-10.58813,-8.26917,-0.42351,0.9624,-0.49,-0.0005,29.54,0.65,0.452,0.506,0.104,0.0117,0.0500
2700,-41.13961,-21.86977,-19.26984,-10.59405,-8.24711,-0.42868,0.9629,-0.35,-0.0004,29.57,0.68,0.452,0.506,0.104,0.0117,0.0500
2725,-41.22871,-21.95322,-19.27549,-10.59040,-8.27064,-0.41445,0.9626,-0.44,-0.0005,29.54,0.65,0.452,0.506,0.104,0.0117,0.0500
2750,-41.29751,-21.99197,-19.30553,-10.59030,-8.28859,-0.42665,0.9626,-0.26,-0.0003,29.57,0.68,0.452,0.506,0.104,0.0117,0.0500
2775,-41.21440,-21.97085,-19.24354,-10.58417,-8.22339,-0.43598,0.9620,-0.10,-0.0001,29.58,0.69,0.453,0.506,0.104,0.0117,0.0500
2800,-41.24640,-21.97841,-19.26799,-10.54649,-8.27285,-0.44865,0.9586,-0.12,-0.0001,29.54,0.66,0.453,0.506,0.104,0.0117,0.0500
2825,-41.33096,-22.03779,-19.29317,-10.58991,-8.28077,-0.42249,0.9625,-0.20,-0.0002,29.57,0.68,0.453,0.506,0.104,0.0117,0.0500
2850,-41.32176,-22.05126,-19.27050,-10.60844,-8.23370,-0.42836,0.9642,-0.08,-0.0001,29.57,0.69,0.453,0.506,0.104,0.0117,0.0500
2875,-41.30254,-22.02629,-19.27625,-10.58222,-8.25242,-0.44160,0.9618,-0.08,-0.0001,29.57,0.68,0.453,0.506,0.104,0.0117,0.0500
2900,-41.27428,-22.03475,-19.23953,-10.56214,-8.23744,-0.43994,0.9600,0.06,0.0001,29.56,0.68,0.453,0.506,0.104,0.0117,0.0500
2925,-41.37765,-22.10608,-19.27158,-10.56945,-8.24112,-0.46100,0.9607,-0.03,-0.0000,29.53,0.67,0.453,0.506,0.104,0.0117,0.0500
2950,-41.37553,-22.09340,-19.28212,-10.59036,-8.26206,-0.42971,0.9626,0.17,0.0002,29.53,0.67,0.454,0.506,0.104,0.0117,0.0500
2975,-41.28241,-22.00905,-19.27336,-10.57560,-8.26602,-0.43173,0.9612,0.16,0.0002,29.54,0.67,0.454,0.506,0.104,0.0117,0.0500
3000,-41.32361,-22.05278,-19.27083,-10.55957,-8.24874,-0.46252,0.9598,0.42,0.0004,29.55,0.67,0.454,0.506,0.099,0.0111,0.0500
3025,-41.37268,-22.11856,-19.25413,-10.58137,-8.21620,-0.45656,0.9618,0.35,0.0004,29.53,0.67,0.454,0.505,0.099,0.0111,0.0500
3050,-41.38686,-22.07855,-19.30831,-10.58007,-8.27682,-0.45142,0.9617,0.18,0.0002,29.54,0.67,0.455,0.505,0.099,0.0111,0.0500
3075,-41.38364,-22.09407,-19.28958,-10.60047,-8.25664,-0.43246,0.9635,0.07,0.0001,29.53,0.68,0.455,0.505,0.099,0.0111,0.0500
3100,-41.43453,-22.12152,-19.31301,-10.59345,-8.27772,-0.44184,0.9629,0.05,0.0001,29.55,0.70,0.455,0.505,0.099,0.0111,0.0500
3125,-41.43074,-22.13478,-19.29595,-10.58185,-8.26852,-0.44559,0.9618,0.01,0.0000,29.56,0.70,0.455,0.505,0.099,0.0111,0.0500
3150,-41.48849,-22.19673,-19.29176,-10.57723,-8.27355,-0.44099,0.9614,0.16,0.0002,29.57,0.74,0.455,0.505,0.099,0.0111,0.0500
3175,-41.46625,-22.15986,-19.30639,-10.60132,-8.26634,-0.43873,0.9636,0.21,0.0002,29.56,0.76,0.455,0.505,0.099,0.0111,0.0500
3200,-41.40366,-22.15888,-19.24479,-10.54951,-8.24157,-0.45371,0.9589,0.27,0.0003,29.57,0.77,0.456,0.505,0.099,0.0111,0.0500
3225,-41.45026,-22.20744,-19.24282,-10.56412,-8.22616,-0.45254,0.9602,0.14,0.0001,29.56,0.71,0.456,0.504,0.099,0.0111,0.0500
3250,-41.51876,-22.26704,-19.25171,-10.55794,-8.24127,-0.45250,0.9596,0.01,0.0000,29.54,0.72,0.456,0.504,0.099,0.0111,0.0500
3275,-41.56752,-22.25633,-19.31119,-10.62209,-8.25115,-0.43795,0.9655,0.03,0.0000,29.54,0.72,0.456,0.504,0.099,0.0111,0.0500
3300,-41.58800,-22.26404,-19.32396,-10.62472,-8.28357,-0.41567,0.9657,-0.13,-0.0001,29.56,0.77,0.457,0.504,0.099,0.0111,0.0500
3325,-41.60079,-22.30412,-19.29666,-10.59643,-8.27304,-0.42720,0.9631,-0.07,-0.0001,29.52,0.76,0.457,0.504,0.099,0.0111,0.0500
3350,-41.54523,-22.26498,-19.28025,-10.57503,-8.25670,-0.44851,0.9612,0.01,0.0000,29.55,0.72,0.457,0.504,0.099,0.0111,0.0500
3375,-41.58520,-22.26288,-19.32232,-10.60923,-8.28193,-0.43116,0.9643,-0.02,-0.0000,29.57,0.71,0.457,0.504,0.099,0.0111,0.0500
3400,-41.53801,-22.31437,-19.22364,-10.55147,-8.21710,-0.45507,0.9591,-0.05,-0.0001,29.54,0.65,0.457,0.504,0.099,0.0111,0.0500
3425,-41.61966,-22.34340,-19.27626,-10.58560,-8.25547,-0.43519,0.9622,-0.05,-0.0001,29.63,0.82,0.457,0.504,0.099,0.0111,0.0500
3450,-41.53678,-22.23605,-19.30073,-10.60280,-8.25863,-0.43931,0.9637,0.00,0.0000,29.64,0.82,0.457,0.504,0.099,0.0111,0.0500
3475,-41.59339,-22.27930,-19.31408,-10.60912,-8.26558,-0.43938,0.9643,-0.05,-0.0000,29.59,0.71,0.458,0.503,0.099,0.0111,0.0500
3500,-41.59365,-22.32318,-19.27047,-10.58545,-8.22545,-0.45957,0.9621,-0.11,-0.0001,29.57,0.68,0.458,0.503,0.099,0.0111,0.0500
3525,-41.61325,-22.33761,-19.27564,-10.54572,-8.27303,-0.45689,0.9585,-0.32,-0.0003,29.58,0.67,0.458,0.503,0.099,0.0111,0.0500
3550,-41.61843,-22.33015,-19.28828,-10.59950,-8.24631,-0.44247,0.9634,-0.36,-0.0004,29.57,0.67,0.458,0.503,0.099,0.0111,0.0500
3575,-41.56552,-22.29173,-19.27379,-10.56450,-8.25852,-0.45078,0.9602,-0.29,-0.0003,29.57,0.68,0.458,0.503,0.099,0.0111,0.0500
3600,-41.62020,-22.30774,-19.31246,-10.61061,-8.27035,-0.43150,0.9644,-0.30,-0.0003,29.56,0.68,0.458,0.503,0.099,0.0111,0.0500
3625,-41.66626,-22.36279,-19.30346,-10.59622,-8.26021,-0.44704,0.9631,-0.35,-0.0004,29.56,0.69,0.458,0.503,0.099,0.0111,0.0500
3650,-41.68718,-22.37959,-19.30759,-10.57811,-8.28982,-0.43967,0.9615,-0.35,-0.0004,29.56,0.75,0.458,0.503,0.099,0.0111,0.0500
3675,-41.63746,-22.37132,-19.26614,-10.57139,-8.25038,-0.44436,0.9609,-0.22,-0.0002,29.57,0.79,0.458,0.503,0.099,0.0111,0.0500
3700,-41.72520,-22.40317,-19.32203,-10.61550,-8.26976,-0.43678,0.9649,-0.23,-0.0002,29.56,0.79,0.458,0.503,0.099,0.0111,0.0500
3725,-41.71653,-22.38041,-19.33612,-10.60800,-8.29263,-0.43550,0.9642,-0.06,-0.0001,29.56,0.80,0.459,0.503,0.099,0.0111,0.0500
3750,-41.73907,-22.48517,-19.25390,-10.55499,-8.26296,-0.43595,0.9594,-0.08,-0.0001,29.55,0.81,0.459,0.502,0.099,0.0111,0.0500
3775,-41.72841,-22.43790,-19.29051,-10.61463,-8.24509,-0.43079,0.9648,-0.29,-0.0003,29.55,0.81,0.459,0.502,0.099,0.0111,0.0500
3800,-41.62629,-22.35659,-19.26970,-10.58674,-8.23629,-0.44667,0.9623,-0.24,-0.0002,29.57,0.81,0.459,0.502,0.099,0.0111,0.0500
3825,-41.68830,-22.39413,-19.29417,-10.57469,-8.26725,-0.45223,0.9612,-0.26,-0.0003,29.57,0.81,0.459,0.502,0.099,0.0111,0.0500
3850,-41.58323,-22.31257,-19.27066,-10.58019,-8.23675,-0.45372,0.9617,-0.30,-0.0003,29.57,0.81,0.459,0.502,0.099,0.0111,0.0500
3875,-41.65486,-22.33660,-19.31826,-10.62312,-8.26361,-0.43153,0.9656,-0.39,-0.0004,29.54,0.78,0.459,0.502,0.099,0.0111,0.0500
3900,-41.65061,-22.36663,-19.28398,-10.60282,-8.23768,-0.44349,0.9637,-0.40,-0.0004,29.54,0.79,0.459,0.502,0.099,0.0111,0.0500
3925,-41.67659,-22.40083,-19.27576,-10.58024,-8.23160,-0.46392,0.9617,-0.54,-0.0006,29.52,0.80,0.459,0.502,0.099,0.0111,0.0500
3950,-41.70365,-22.42468,-19.27897,-10.58549,-8.24493,-0.44856,0.9621,-0.47,-0.0005,29.52,0.80,0.459,0.502,0.099,0.0111,0.0500
3975,-41.71454,-22.45170,-19.26283,-10.58647,-8.22133,-0.45503,0.9622,-0.49,-0.0005,29.52,0.80,0.459,0.502,0.099,0.0111,0.0500
4000,-41.76831,-22.46313,-19.30519,-10.60725,-8.25295,-0.44499,0.9641,-0.51,-0.0005,29.52,0.81,0.459,0.502,0.094,0.0105,0.0500
4025,-41.71515,-22.38877,-19.32638,-10.59863,-8.27910,-0.44864,0.9633,-0.62,-0.0006,29.53,0.81,0.460,0.502,0.094,0.0105,0.0500
4050,-41.73975,-22.44819,-19.29157,-10.59115,-8.25924,-0.44117,0.9627,-0.50,-0.0005,29.54,0.80,0.460,0.502,0.094,0.0105,0.0500
