cycle,Eall,EvdW,Emag,Ez,Edd,Ea,Mz,twist_deg,twist_rate,width_nm,coil_nm,acc_mech,acc_mag,delta_s,delta_a,delta_tw
11825,-41.39158,-21.47012,-19.92146,-6.57405,-12.85677,-0.49064,0.9572,25.69,0.0199,39.66,4.77,0.478,0.498,0.080,0.0090,0.0500
11850,-41.44917,-21.47925,-19.96993,-6.57568,-12.89047,-0.50377,0.9574,25.35,0.0196,40.01,4.72,0.478,0.498,0.080,0.0090,0.0500
11875,-41.43885,-21.45366,-19.98519,-6.59258,-12.90281,-0.48980,0.9599,25.40,0.0197,40.55,4.34,0.478,0.498,0.080,0.0090,0.0500
11900,-41.46498,-21.49482,-19.97016,-6.59955,-12.87622,-0.49440,0.9609,25.46,0.0197,40.39,4.61,0.478,0.498,0.080,0.0090,0.0500
11925,-41.50758,-21.51655,-19.99104,-6.60673,-12.89953,-0.48477,0.9620,25.38,0.0197,39.89,4.68,0.478,0.498,0.080,0.0090,0.0500
11950,-41.52293,-21.54971,-19.97322,-6.60427,-12.88438,-0.48457,0.9616,25.44,0.0197,40.47,4.27,0.478,0.498,0.080,0.0090,0.0500
11975,-41.46235,-21.49945,-19.96290,-6.59217,-12.89094,-0.47979,0.9598,25.27,0.0196,40.25,4.37,0.478,0.498,0.080,0.0090,0.0500
12000,-41.64464,-21.61202,-20.03262,-6.59353,-12.95534,-0.48375,0.9600,25.18,0.0195,40.10,4.54,0.478,0.498,0.076,0.0085,0.0500
12025,-41.53387,-21.57048,-19.96339,-6.58667,-12.88201,-0.49471,0.9590,25.01,0.0194,40.24,4.56,0.478,0.498,0.076,0.0085,0.0500
12050,-41.58954,-21.60938,-19.98016,-6.57987,-12.90517,-0.49512,0.9580,25.12,0.0195,40.18,4.48,0.479,0.498,0.076,0.0085,0.0500
12075,-41.56411,-21.59500,-19.96911,-6.58123,-12.88193,-0.50596,0.9582,25.09,0.0194,40.39,4.22,0.479,0.498,0.076,0.0085,0.0500
12100,-41.58257,-21.62183,-19.96074,-6.60084,-12.86703,-0.49287,0.9611,25.52,0.0198,40.17,4.42,0.479,0.498,0.076,0.0085,0.0500
12125,-41.47546,-21.52682,-19.94864,-6.57310,-12.86677,-0.50876,0.9571,25.44,0.0197,40.11,4.65,0.479,0.498,0.076,0.0085,0.0500
12150,-41.54831,-21.55988,-19.98843,-6.58962,-12.89683,-0.50198,0.9595,25.65,0.0199,40.14,4.53,0.479,0.498,0.076,0.0085,0.0500
12175,-41.57982,-21.62620,-19.95362,-6.59428,-12.87588,-0.48347,0.9601,25.48,0.0197,40.25,4.48,0.479,0.498,0.076,0.0085,0.0500
12200,-41.43730,-21.49409,-19.94321,-6.59287,-12.85689,-0.49345,0.9599,-64.47,-0.0499,40.24,4.47,0.479,0.498,0.076,0.0085,0.0500
12225,-41.49179,-21.51764,-19.97415,-6.58780,-12.88197,-0.50439,0.9592,25.46,0.0197,40.44,4.47,0.479,0.498,0.076,0.0085,0.0500
12250,-41.50355,-21.50677,-19.99678,-6.59719,-12.91764,-0.48195,0.9606,25.77,0.0200,40.50,4.47,0.479,0.498,0.076,0.0085,0.0500
12275,-41.58879,-21.57517,-20.01362,-6.58937,-12.92572,-0.49853,0.9594,-64.07,-0.0496,40.26,4.46,0.479,0.498,0.076,0.0085,0.0500
12300,-41.58021,-21.56101,-20.01920,-6.58676,-12.93114,-0.50129,0.9591,-63.87,-0.0495,40.18,4.41,0.479,0.498,0.076,0.0085,0.0500
12325,-41.57006,-21.60554,-19.96452,-6.58536,-12.88997,-0.48919,0.9588,-63.84,-0.0495,40.14,4.51,0.479,0.498,0.076,0.0085,0.0500
12350,-41.62523,-21.63381,-19.99142,-6.57326,-12.91386,-0.50430,0.9571,26.15,0.0203,40.12,4.64,0.479,0.498,0.076,0.0085,0.0500
12375,-41.54737,-21.59029,-19.95707,-6.58280,-12.86323,-0.51104,0.9585,-63.86,-0.0495,40.22,4.58,0.479,0.498,0.076,0.0085,0.0500
12400,-41.59910,-21.62831,-19.97078,-6.58697,-12.88079,-0.50303,0.9591,26.11,0.0202,40.06,4.59,0.480,0.498,0.076,0.0085,0.0500
12425,-41.60019,-21.64804,-19.95215,-6.56303,-12.89506,-0.49406,0.9556,26.15,0.0203,40.32,4.34,0.480,0.498,0.076,0.0085,0.0500
12450,-41.67336,-21.68441,-19.98896,-6.59827,-12.91103,-0.47966,0.9607,26.41,0.0205,39.71,4.63,0.480,0.498,0.076,0.0085,0.0500
12475,-41.56622,-21.60560,-19.96062,-6.58845,-12.89387,-0.47830,0.9593,26.79,0.0208,39.91,4.43,0.480,0.498,0.076,0.0085,0.0500
12500,-41.53067,-21.56112,-19.96955,-6.58948,-12.88721,-0.49286,0.9594,27.08,0.0210,40.39,4.29,0.480,0.498,0.076,0.0085,0.0500
12525,-41.50759,-21.56208,-19.94551,-6.59304,-12.86189,-0.49058,0.9600,27.13,0.0210,40.84,4.19,0.480,0.498,0.076,0.0085,0.0500
12550,-41.52901,-21.56466,-19.96435,-6.59864,-12.86315,-0.50255,0.9608,27.01,0.0209,40.80,4.17,0.480,0.498,0.076,0.0085,0.0500
12575,-41.54180,-21.55812,-19.98369,-6.59044,-12.90642,-0.48683,0.9596,26.99,0.0209,40.32,4.47,0.480,0.498,0.076,0.0085,0.0500
12600,-41.49576,-21.55744,-19.93832,-6.55543,-12.86444,-0.51844,0.9545,27.09,0.0210,40.56,4.22,0.480,0.498,0.076,0.0085,0.0500
12625,-41.58183,-21.60187,-19.97997,-6.59193,-12.90141,-0.48662,0.9598,27.36,0.0212,40.23,4.56,0.480,0.498,0.076,0.0085,0.0500
12650,-41.62623,-21.63780,-19.98843,-6.60801,-12.89463,-0.48579,0.9621,117.07,0.0907,40.49,4.15,0.480,0.498,0.076,0.0085,0.0500
12675,-41.59697,-21.61474,-19.98223,-6.60116,-12.88857,-0.49250,0.9611,26.98,0.0209,40.19,4.27,0.480,0.498,0.076,0.0085,0.0500
12700,-41.63809,-21.65531,-19.98277,-6.58799,-12.90602,-0.48876,0.9592,26.79,0.0208,40.35,4.62,0.480,0.498,0.076,0.0085,0.0500
12725,-41.62455,-21.63984,-19.98471,-6.60115,-12.89379,-0.48977,0.9611,26.75,0.0207,39.67,4.84,0.480,0.498,0.076,0.0085,0.0500
12750,-41.61517,-21.66536,-19.94981,-6.57709,-12.86528,-0.50744,0.9576,26.82,0.0208,40.51,4.43,0.480,0.498,0.076,0.0085,0.0500
12775,-41.65735,-21.66341,-19.99394,-6.59998,-12.89161,-0.50235,0.9610,26.83,0.0208,40.17,4.33,0.480,0.498,0.076,0.0085,0.0500
12800,-41.63213,-21.63763,-19.99450,-6.58941,-12.91300,-0.49210,0.9594,26.72,0.0207,40.65,4.04,0.481,0.498,0.076,0.0085,0.0500
12825,-41.60334,-21.62992,-19.97343,-6.59775,-12.89142,-0.48426,0.9607,26.74,0.0207,40.41,4.22,0.481,0.498,0.076,0.0085,0.0500
12850,-41.52225,-21.56570,-19.95655,-6.58232,-12.87964,-0.49460,0.9584,26.73,0.0207,40.32,4.59,0.481,0.498,0.076,0.0085,0.0500
12875,-41.58770,-21.60141,-19.98629,-6.61026,-12.89484,-0.48119,0.9625,26.59,0.0206,40.19,4.51,0.481,0.498,0.076,0.0085,0.0500
12900,-41.64629,-21.65703,-19.98926,-6.59456,-12.91095,-0.48375,0.9602,26.61,0.0206,40.30,4.58,0.481,0.498,0.076,0.0085,0.0500
12925,-41.63724,-21.68725,-19.94999,-6.56997,-12.87999,-0.50002,0.9566,26.83,0.0208,40.23,4.35,0.481,0.498,0.076,0.0085,0.0500
12950,-41.68256,-21.70518,-19.97737,-6.58692,-12.89216,-0.49829,0.9591,26.64,0.0206,40.29,4.44,0.481,0.498,0.076,0.0085,0.0500
12975,-41.68798,-21.71119,-19.97679,-6.60526,-12.88358,-0.48795,0.9617,26.58,0.0206,39.98,4.61,0.481,0.498,0.076,0.0085,0.0500
13000,-41.70666,-21.72351,-19.98315,-6.60764,-12.88068,-0.49483,0.9621,26.75,0.0207,40.37,4.52,0.481,0.498,0.080,0.0090,0.0500
13025,-41.64528,-21.64652,-19.99876,-6.59709,-12.91118,-0.49048,0.9606,26.58,0.0206,40.15,4.77,0.481,0.498,0.080,0.0090,0.0500
13050,-41.56395,-21.62950,-19.93445,-6.58984,-12.86686,-0.47775,0.9595,26.53,0.0206,39.95,4.82,0.481,0.498,0.080,0.0090,0.0500
13075,-41.58583,-21.60446,-19.98136,-6.60738,-12.87329,-0.50070,0.9621,26.77,0.0207,40.03,4.80,0.481,0.498,0.080,0.0090,0.0500
13100,-41.57807,-21.63907,-19.93901,-6.58254,-12.85739,-0.49907,0.9584,27.05,0.0210,39.88,4.77,0.481,0.498,0.080,0.0090,0.0500
13125,-41.63266,-21.65753,-19.97513,-6.57968,-12.90019,-0.49526,0.9580,26.99,0.0209,39.47,5.16,0.481,0.498,0.080,0.0090,0.0500
13150,-41.61034,-21.66097,-19.94937,-6.54392,-12.88883,-0.51662,0.9528,26.74,0.0207,39.68,4.89,0.481,0.498,0.080,0.0090,0.0500
13175,-41.65805,-21.66900,-19.98905,-6.59263,-12.90579,-0.49063,0.9599,26.55,0.0206,39.76,4.82,0.481,0.498,0.080,0.0090,0.0500
13200,-41.70289,-21.74720,-19.95569,-6.59227,-12.87090,-0.49251,0.9599,26.30,0.0204,39.76,4.76,0.481,0.498,0.080,0.0090,0.0500
13225,-41.70398,-21.74703,-19.95695,-6.56958,-12.88437,-0.50299,0.9566,26.36,0.0204,39.93,4.64,0.481,0.498,0.080,0.0090,0.0500
13250,-41.78958,-21.79843,-19.99116,-6.60012,-12.90225,-0.48878,0.9610,26.24,0.0203,39.66,4.83,0.481,0.498,0.080,0.0090,0.0500
13275,-41.73802,-21.78677,-19.95124,-6.56198,-12.88272,-0.50654,0.9554,25.98,0.0201,39.73,4.73,0.481,0.498,0.080,0.0090,0.0500
13300,-41.76801,-21.74577,-20.02224,-6.59476,-12.94124,-0.48624,0.9602,25.90,0.0201,40.05,4.59,0.481,0.498,0.080,0.0090,0.0500
13325,-41.76976,-21.76932,-20.00044,-6.61314,-12.90320,-0.48410,0.9629,25.82,0.0200,39.67,4.75,0.481,0.498,0.080,0.0090,0.0500
13350,-41.73365,-21.76236,-19.97129,-6.58948,-12.89339,-0.48842,0.9594,25.82,0.0200,39.51,5.00,0.481,0.498,0.080,0.0090,0.0500
13375,-41.75338,-21.75456,-19.99883,-6.59372,-12.92382,-0.48130,0.9601,25.65,0.0199,39.36,4.92,0.482,0.498,0.080,0.0090,0.0500
13400,-41.79326,-21.77376,-20.01951,-6.60201,-12.93445,-0.48305,0.9613,25.62,0.0199,39.60,4.67,0.482,0.498,0.080,0.0090,0.0500
13425,-41.73281,-21.74153,-19.99129,-6.59766,-12.90880,-0.48483,0.9606,25.56,0.0198,39.62,4.80,0.482,0.498,0.080,0.0090,0.0500
13450,-41.78948,-21.78629,-20.00320,-6.59801,-12.91243,-0.49275,0.9607,25.51,0.0198,39.85,4.70,0.482,0.498,0.080,0.0090,0.0500
13475,-41.75998,-21.75795,-20.00202,-6.59166,-12.91393,-0.49643,0.9598,25.31,0.0196,40.17,4.50,0.482,0.498,0.080,0.0090,0.0500
13500,-41.70827,-21.77810,-19.93018,-6.57160,-12.84359,-0.51498,0.9568,25.50,0.0198,40.91,3.66,0.482,0.498,0.080,0.0090,0.0500
13525,-41.69093,-21.72450,-19.96644,-6.58536,-12.88272,-0.49836,0.9588,25.73,0.0199,40.91,3.82,0.482,0.498,0.080,0.0090,0.0500
13550,-41.68826,-21.72728,-19.96098,-6.57884,-12.89312,-0.48901,0.9579,25.81,0.0200,40.32,4.18,0.482,0.498,0.080,0.0090,0.0500
13575,-41.72740,-21.75805,-19.96935,-6.57763,-12.88423,-0.50749,0.9577,25.70,0.0199,40.01,4.31,0.482,0.498,0.080,0.0090,0.0500
13600,-41.69483,-21.70653,-19.98830,-6.58558,-12.90585,-0.49686,0.9589,25.93,0.0201,40.62,4.14,0.482,0.498,0.080,0.0090,0.0500
13625,-41.66117,-21.69702,-19.96415,-6.58273,-12.86924,-0.51218,0.9585,26.08,0.0202,40.80,4.14,0.482,0.498,0.080,0.0090,0.0500
13650,-41.67573,-21.67013,-20.00560,-6.60143,-12.91088,-0.49330,0.9612,25.95,0.0201,40.68,4.12,0.482,0.498,0.080,0.0090,0.0500
13675,-41.66493,-21.71207,-19.95286,-6.59515,-12.86217,-0.49554,0.9603,26.10,0.0202,41.15,3.48,0.482,0.498,0.080,0.0090,0.0500
13700,-41.70663,-21.73647,-19.97016,-6.57078,-12.88038,-0.51901,0.9567,25.73,0.0199,40.51,4.01,0.482,0.498,0.080,0.0090,0.0500
13725,-41.72129,-21.72605,-19.99524,-6.60554,-12.90424,-0.48546,0.9618,25.73,0.0199,40.70,3.83,0.482,0.498,0.080,0.0090,0.0500
13750,-41.77039,-21.75972,-20.01067,-6.59427,-12.92284,-0.49355,0.9601,26.03,0.0202,40.29,4.26,0.482,0.498,0.080,0.0090,0.0500
13775,-41.77460,-21.76201,-20.01258,-6.59859,-12.91842,-0.49557,0.9608,26.15,0.0203,40.44,3.90,0.482,0.498,0.080,0.0090,0.0500
13800,-41.74349,-21.76300,-19.98049,-6.58342,-12.90740,-0.48966,0.9586,26.04,0.0202,40.48,4.16,0.482,0.498,0.080,0.0090,0.0500
13825,-41.72508,-21.74641,-19.97867,-6.58453,-12.90030,-0.49384,0.9587,116.05,0.0899,40.25,4.31,0.482,0.498,0.080,0.0090,0.0500
13850,-41.71696,-21.74956,-19.96739,-6.59251,-12.87965,-0.49523,0.9599,26.02,0.0202,40.52,4.03,0.482,0.498,0.080,0.0090,0.0500
13875,-41.67639,-21.71837,-19.95802,-6.57818,-12.87056,-0.50928,0.9578,25.93,0.0201,40.37,4.16,0.482,0.498,0.080,0.0090,0.0500
13900,-41.67596,-21.71506,-19.96090,-6.59084,-12.88489,-0.48517,0.9596,25.86,0.0200,40.76,3.91,0.482,0.498,0.080,0.0090,0.0500
13925,-41.75768,-21.73268,-20.02501,-6.59889,-12.93347,-0.49265,0.9608,25.75,0.0200,40.21,4.03,0.482,0.498,0.080,0.0090,0.0500
13950,-41.72345,-21.75481,-19.96864,-6.58289,-12.88561,-0.50014,0.9585,25.70,0.0199,40.61,3.91,0.482,0.498,0.080,0.0090,0.0500
13975,-41.75450,-21.74440,-20.01010,-6.57863,-12.92682,-0.50466,0.9579,25.76,0.0200,40.19,4.30,0.482,0.498,0.080,0.0090,0.0500
14000,-41.76760,-21.73181,-20.03579,-6.60089,-12.92856,-0.50634,0.9611,25.71,0.0199,40.49,4.09,0.482,0.498,0.076,0.0085,0.0500
14025,-41.69088,-21.72684,-19.96404,-6.57340,-12.88072,-0.50992,0.9571,25.73,0.0199,40.35,4.03,0.482,0.498,0.076,0.0085,0.0500
14050,-41.75578,-21.78469,-19.97109,-6.58043,-12.88177,-0.50889,0.9581,25.65,0.0199,40.37,4.10,0.482,0.498,0.076,0.0085,0.0500
14075,-41.73910,-21.76156,-19.97753,-6.59467,-12.88776,-0.49510,0.9602,25.57,0.0198,40.18,4.24,0.482,0.498,0.076,0.0085,0.0500
14100,-41.75385,-21.78099,-19.97286,-6.56810,-12.89672,-0.50805,0.9563,25.57,0.0198,40.27,4.18,0.482,0.498,0.076,0.0085,0.0500
14125,-41.72175,-21.73206,-19.98969,-6.59185,-12.89538,-0.50247,0.9598,25.70,0.0199,39.99,4.33,0.482,0.498,0.076,0.0085,0.0500
14150,-41.74682,-21.72767,-20.01915,-6.59720,-12.92869,-0.49327,0.9606,25.83,0.0200,39.69,4.77,0.483,0.498,0.076,0.0085,0.0500
14175,-41.70573,-21.76223,-19.94350,-6.58823,-12.85102,-0.50424,0.9593,25.80,0.0200,39.99,4.50,0.483,0.498,0.076,0.0085,0.0500
14200,-41.77023,-21.75750,-20.01273,-6.60597,-12.92143,-0.48534,0.9618,25.45,0.0197,40.34,4.14,0.483,0.498,0.076,0.0085,0.0500
14225,-41.82353,-21.82447,-19.99906,-6.59161,-12.91443,-0.49302,0.9598,25.20,0.0195,39.95,4.27,0.483,0.498,0.076,0.0085,0.0500
14250,-41.79027,-21.80601,-19.98426,-6.59777,-12.87946,-0.50703,0.9607,25.59,0.0198,40.29,4.16,0.483,0.498,0.076,0.0085,0.0500
14275,-41.75618,-21.75387,-20.00232,-6.60627,-12.89649,-0.49956,0.9619,25.54,0.0198,40.58,3.91,0.483,0.498,0.076,0.0085,0.0500
14300,-41.67630,-21.72287,-19.95343,-6.57160,-12.88131,-0.50052,0.9568,25.68,0.0199,40.43,4.05,0.483,0.498,0.076,0.0085,0.0500
14325,-41.74026,-21.81060,-19.92966,-6.56525,-12.84595,-0.51846,0.9559,25.59,0.0198,40.29,4.07,0.483,0.498,0.076,0.0085,0.0500
14350,-41.76521,-21.78084,-19.98437,-6.57511,-12.89539,-0.51387,0.9574,115.46,0.0895,40.12,4.06,0.483,0.498,0.076,0.0085,0.0500
14375,-41.84023,-21.84027,-19.99997,-6.59207,-12.91115,-0.49674,0.9598,115.61,0.0896,40.10,3.98,0.483,0.498,0.076,0.0085,0.0500
14400,-41.86423,-21.85060,-20.01363,-6.58934,-12.90863,-0.51566,0.9594,25.63,0.0199,40.13,4.09,0.483,0.498,0.076,0.0085,0.0500
14425,-41.85170,-21.88714,-19.96456,-6.57923,-12.87987,-0.50546,0.9580,25.43,0.0197,40.19,4.05,0.483,0.498,0.076,0.0085,0.0500
14450,-41.84213,-21.90469,-19.93743,-6.57007,-12.85382,-0.51354,0.9566,115.19,0.0892,40.12,3.95,0.483,0.498,0.076,0.0085,0.0500
14475,-41.87682,-21.93170,-19.94512,-6.56814,-12.86273,-0.51425,0.9563,115.39,0.0894,40.08,3.97,0.483,0.498,0.076,0.0085,0.0500
14500,-41.85066,-21.87851,-19.97215,-6.58129,-12.89697,-0.49388,0.9583,115.57,0.0895,40.16,4.14,0.483,0.498,0.076,0.0085,0.0500
14525,-41.77018,-21.78402,-19.98617,-6.57466,-12.90079,-0.51071,0.9573,115.83,0.0898,40.25,4.00,0.483,0.498,0.076,0.0085,0.0500
14550,-41.82382,-21.82330,-20.00052,-6.60593,-12.89038,-0.50422,0.9618,25.78,0.0200,40.33,4.12,0.483,0.498,0.076,0.0085,0.0500
14575,-41.79867,-21.85318,-19.94549,-6.56178,-12.87524,-0.50847,0.9554,205.68,0.1594,40.04,4.28,0.483,0.498,0.076,0.0085,0.0500
14600,-41.83911,-21.82746,-20.01165,-6.59025,-12.92147,-0.49993,0.9596,115.76,0.0897,40.46,3.94,0.483,0.498,0.076,0.0085,0.0500
14625,-41.75740,-21.79982,-19.95758,-6.57489,-12.87533,-0.50736,0.9573,115.54,0.0895,40.34,4.00,0.483,0.498,0.076,0.0085,0.0500
14650,-41.85930,-21.85436,-20.00495,-6.61032,-12.89375,-0.50087,0.9625,115.65,0.0896,40.24,4.30,0.483,0.498,0.076,0.0085,0.0500
14675,-41.82192,-21.86068,-19.96124,-6.59272,-12.86324,-0.50528,0.9599,115.66,0.0896,40.47,4.03,0.484,0.498,0.076,0.0085,0.0500
14700,-41.85770,-21.82647,-20.03123,-6.59192,-12.93166,-0.50765,0.9598,115.86,0.0898,40.04,4.18,0.484,0.498,0.076,0.0085,0.0500
14725,-41.74902,-21.80880,-19.94022,-6.58327,-12.84184,-0.51511,0.9585,26.01,0.0202,40.50,3.77,0.484,0.498,0.076,0.0085,0.0500
14750,-41.83791,-21.83503,-20.00288,-6.58101,-12.91177,-0.51010,0.9582,26.04,0.0202,39.92,4.05,0.484,0.498,0.076,0.0085,0.0500
14775,-41.74446,-21.80682,-19.93765,-6.58766,-12.84760,-0.50239,0.9592,116.09,0.0899,39.77,4.29,0.484,0.498,0.076,0.0085,0.0500
14800,-41.85520,-21.89010,-19.96511,-6.58144,-12.87242,-0.51125,0.9583,115.99,0.0899,40.26,4.08,0.484,0.498,0.076,0.0085,0.0500
14825,-41.84194,-21.86549,-19.97645,-6.57869,-12.88933,-0.50844,0.9579,26.06,0.0202,40.05,4.11,0.484,0.498,0.076,0.0085,0.0500
14850,-41.85025,-21.88433,-19.96592,-6.58152,-12.87372,-0.51068,0.9583,116.11,0.0900,39.94,4.07,0.484,0.498,0.076,0.0085,0.0500
14875,-41.88977,-21.90813,-19.98164,-6.58507,-12.90150,-0.49507,0.9588,116.20,0.0900,40.49,3.85,0.484,0.498,0.076,0.0085,0.0500
14900,-41.81250,-21.84179,-19.97071,-6.57096,-12.90013,-0.49961,0.9568,116.22,0.0900,40.63,3.58,0.484,0.498,0.076,0.0085,0.0500
14925,-41.88667,-21.87606,-20.01061,-6.60134,-12.90972,-0.49955,0.9612,116.33,0.0901,40.24,4.03,0.484,0.498,0.076,0.0085,0.0500
14950,-41.86380,-21.90409,-19.95971,-6.57290,-12.88658,-0.50023,0.9570,206.36,0.1599,40.35,4.05,0.484,0.498,0.076,0.0085,0.0500
14975,-41.89903,-21.96248,-19.93655,-6.58305,-12.84023,-0.51328,0.9585,116.48,0.0902,40.28,4.08,0.484,0.498,0.076,0.0085,0.0500
15000,-41.91622,-21.97740,-19.93882,-6.58670,-12.86207,-0.49005,0.9590,116.40,0.0902,39.92,4.37,0.484,0.498,0.080,0.0090,0.0500
15025,-41.89867,-21.93412,-19.96456,-6.57378,-12.88308,-0.50770,0.9572,206.11,0.1597,40.14,4.14,0.484,0.498,0.080,0.0090,0.0500
15050,-41.88325,-21.91781,-19.96544,-6.57187,-12.87270,-0.52087,0.9569,116.21,0.0900,39.69,4.60,0.484,0.498,0.080,0.0090,0.0500
15075,-41.90877,-21.95228,-19.95649,-6.58311,-12.87227,-0.50111,0.9585,116.29,0.0901,40.35,4.01,0.484,0.498,0.080,0.0090,0.0500
15100,-41.92275,-21.94383,-19.97891,-6.58060,-12.89240,-0.50592,0.9582,206.02,0.1596,40.36,4.15,0.484,0.498,0.080,0.0090,0.0500
15125,-41.95452,-21.98588,-19.96864,-6.58404,-12.87667,-0.50793,0.9587,206.36,0.1599,39.63,4.57,0.484,0.498,0.080,0.0090,0.0500
15150,-41.97412,-21.95792,-20.01620,-6.59716,-12.92569,-0.49335,0.9606,206.17,0.1597,39.79,4.66,0.484,0.498,0.080,0.0090,0.0500
15175,-41.99069,-22.03202,-19.95867,-6.59484,-12.86278,-0.50105,0.9602,206.17,0.1597,39.86,4.23,0.484,0.498,0.080,0.0090,0.0500
15200,-41.95631,-22.00761,-19.94870,-6.55330,-12.87652,-0.51887,0.9542,206.34,0.1599,39.48,4.54,0.484,0.498,0.080,0.0090,0.0500
15225,-41.98274,-22.02860,-19.95414,-6.59735,-12.86162,-0.49517,0.9606,116.42,0.0902,39.97,4.17,0.484,0.498,0.080,0.0090,0.0500
15250,-41.91592,-21.97527,-19.94065,-6.57313,-12.85666,-0.51086,0.9571,116.54,0.0903,39.75,4.06,0.484,0.498,0.080,0.0090,0.0500
15275,-41.94642,-22.00457,-19.94186,-6.57876,-12.84179,-0.52131,0.9579,26.36,0.0204,39.93,3.90,0.484,0.498,0.080,0.0090,0.0500
15300,-41.93323,-21.98944,-19.94379,-6.56841,-12.86465,-0.51072,0.9564,116.52,0.0903,39.51,4.35,0.484,0.498,0.080,0.0090,0.0500
15325,-41.95578,-22.01421,-19.94158,-6.58552,-12.84613,-0.50993,0.9589,116.52,0.0903,39.76,4.36,0.484,0.498,0.080,0.0090,0.0500
15350,-42.02199,-22.04653,-19.97545,-6.57850,-12.89289,-0.50406,0.9579,116.49,0.0903,39.57,4.44,0.484,0.498,0.080,0.0090,0.0500
15375,-41.96421,-21.97815,-19.98606,-6.60286,-12.87856,-0.50464,0.9614,116.38,0.0902,39.35,4.42,0.484,0.498,0.080,0.0090,0.0500
15400,-41.98652,-21.99680,-19.98972,-6.60372,-12.89315,-0.49285,0.9615,116.61,0.0904,39.62,4.06,0.484,0.498,0.080,0.0090,0.0500
15425,-41.91574,-21.96622,-19.94952,-6.57109,-12.87489,-0.50354,0.9568,116.48,0.0903,39.92,4.20,0.484,0.498,0.080,0.0090,0.0500
15450,-41.90472,-21.98312,-19.92160,-6.57917,-12.83624,-0.50620,0.9579,116.63,0.0904,39.41,4.54,0.484,0.498,0.080,0.0090,0.0500
15475,-41.93248,-21.95126,-19.98122,-6.57169,-12.90761,-0.50192,0.9569,116.66,0.0904,40.16,4.11,0.484,0.498,0.080,0.0090,0.0500
15500,-41.93432,-21.94695,-19.98738,-6.58374,-12.89260,-0.51104,0.9586,26.64,0.0206,39.80,4.08,0.484,0.498,0.080,0.0090,0.0500
15525,-41.98178,-22.00685,-19.97493,-6.56615,-12.88391,-0.52487,0.9561,26.55,0.0206,39.63,4.34,0.484,0.498,0.080,0.0090,0.0500
15550,-41.95916,-21.99639,-19.96277,-6.57105,-12.87716,-0.51456,0.9568,116.56,0.0903,39.78,4.25,0.484,0.498,0.080,0.0090,0.0500
15575,-42.00101,-22.02855,-19.97246,-6.57010,-12.90432,-0.49803,0.9566,26.71,0.0207,40.00,3.88,0.484,0.498,0.080,0.0090,0.0500
15600,-41.94059,-21.95738,-19.98322,-6.58918,-12.88871,-0.50533,0.9594,26.76,0.0207,39.86,4.14,0.484,0.498,0.080,0.0090,0.0500
15625,-41.95674,-21.98862,-19.96812,-6.58848,-12.87892,-0.50072,0.9593,26.65,0.0207,39.93,4.03,0.484,0.498,0.080,0.0090,0.0500
15650,-41.99179,-22.00200,-19.98978,-6.58370,-12.89788,-0.50821,0.9586,116.43,0.0902,39.62,4.24,0.484,0.498,0.080,0.0090,0.0500
15675,-42.00118,-22.03780,-19.96338,-6.56988,-12.88990,-0.50361,0.9566,26.37,0.0204,40.25,3.79,0.484,0.498,0.080,0.0090,0.0500
15700,-41.99766,-22.01559,-19.98207,-6.58334,-12.88626,-0.51247,0.9586,26.53,0.0206,40.10,3.94,0.484,0.498,0.080,0.0090,0.0500
15725,-42.03932,-22.03682,-20.00250,-6.57897,-12.92071,-0.50283,0.9579,26.63,0.0206,40.29,3.78,0.484,0.498,0.080,0.0090,0.0500
15750,-41.94980,-21.98886,-19.96094,-6.57885,-12.86811,-0.51397,0.9579,116.91,0.0906,39.89,4.27,0.484,0.498,0.080,0.0090,0.0500
15775,-41.98392,-21.97088,-20.01304,-6.59074,-12.92681,-0.49549,0.9596,116.76,0.0905,40.09,4.31,0.484,0.498,0.080,0.0090,0.0500
15800,-41.93552,-21.96196,-19.97356,-6.58355,-12.89022,-0.49979,0.9586,116.73,0.0904,40.35,3.97,0.484,0.498,0.080,0.0090,0.0500
15825,-41.92019,-21.97952,-19.94066,-6.56910,-12.86276,-0.50880,0.9565,116.68,0.0904,40.08,4.21,0.484,0.498,0.080,0.0090,0.0500
15850,-42.05053,-22.03152,-20.01901,-6.58825,-12.91799,-0.51277,0.9593,26.74,0.0207,40.27,3.83,0.484,0.498,0.080,0.0090,0.0500
15875,-41.94898,-22.02607,-19.92290,-6.54727,-12.86249,-0.51315,0.9533,26.81,0.0208,40.45,3.78,0.484,0.498,0.080,0.0090,0.0500
15900,-41.95748,-21.97139,-19.98609,-6.59248,-12.89761,-0.49601,0.9599,26.34,0.0204,40.40,3.79,0.484,0.498,0.080,0.0090,0.0500
15925,-41.94867,-22.02322,-19.92545,-6.57015,-12.84268,-0.51262,0.9566,26.26,0.0203,40.49,3.57,0.484,0.498,0.080,0.0090,0.0500
15950,-41.96805,-22.01213,-19.95592,-6.56837,-12.88192,-0.50563,0.9564,26.27,0.0204,40.08,3.83,0.484,0.498,0.080,0.0090,0.0500
15975,-42.01576,-22.01357,-20.00219,-6.59171,-12.91916,-0.49132,0.9598,26.39,0.0204,40.32,3.59,0.484,0.498,0.080,0.0090,0.0500
